EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL
UFC Fight Night: Tuivasa vs. Tybura ,Pannie Kianzad  vs. Macy Chiasson ,L/W,Women's Bantamweight Bout,Submission ,1,3:54,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke ,http://ufcstats.com/fight-details/2f414494f2b6f426
UFC Fight Night: Tuivasa vs. Tybura ,Gerald Meerschaert  vs. Bryan Barberena ,W/L,Middleweight Bout,Submission ,2,4:23,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/569e0ba18701c305
UFC Fight Night: Tuivasa vs. Tybura ,Natan Levy  vs. Mike Davis ,L/W,Lightweight Bout,Submission ,2,1:43,3 Rnd (5-5-5),Mike Beltran,Arm Triangle From Mount ,http://ufcstats.com/fight-details/4f20f3ada1489823
UFC Fight Night: Tuivasa vs. Tybura ,Josiane Nunes  vs. Chelsea Chandler ,L/W,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 28 - 29.Adalaide Byrd 28 - 29.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/711ec0545552455b
UFC Fight Night: Tuivasa vs. Tybura ,Jafel Filho  vs. Ode Osbourne ,W/L,Flyweight Bout,Submission ,1,4:27,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/451df53c13185584
UFC Fight Night: Tuivasa vs. Tybura ,Josh Culibao  vs. Danny Silva ,L/W,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mark Smith,Derek Cleary 28 - 29.Sal D'amato 29 - 28.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/c26f27667c230391
UFC Fight Night: Tuivasa vs. Tybura ,Jaqueline Amorim  vs. Cory McKenna ,W/L,Women's Strawweight Bout,Submission ,1,1:38,3 Rnd (5-5-5),Mike Beltran,Armbar On Ground ,http://ufcstats.com/fight-details/66873dde4077bd5d
UFC Fight Night: Tuivasa vs. Tybura ,Thiago Moises  vs. Mitch Ramirez ,W/L,Lightweight Bout,KO/TKO ,3,0:15,3 Rnd (5-5-5),Mark Smith,Kick to Leg At Distance ,http://ufcstats.com/fight-details/537b3cef39d2d573
UFC Fight Night: Tuivasa vs. Tybura ,Charalampos Grigoriou  vs. Chad Anheliger ,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Adalaide Byrd 28 - 29.Jerin Valel 28 - 29.Derek Cleary 27 - 30.,http://ufcstats.com/fight-details/f1cbd73e7be64d28
UFC 299: O'Malley vs. Vera 2 ,Sean O'Malley  vs. Marlon Vera ,W/L,UFC Bantamweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Keith Peterson,Eric Colon 45 - 50.Chris Lee 45 - 50.Sal D'amato 44 - 50.,http://ufcstats.com/fight-details/894c44c3d04aaf6f
UFC 299: O'Malley vs. Vera 2 ,Dustin Poirier  vs. Benoit Saint Denis ,W/L,Lightweight Bout,KO/TKO ,2,2:32,5 Rnd (5-5-5-5-5),Mike Beltran,Punch to Head At Distance ,http://ufcstats.com/fight-details/6e73ebbd089aff5e
UFC 299: O'Malley vs. Vera 2 ,Kevin Holland  vs. Michael Page ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Eric Colon 28 - 29.Dave Tirelli 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/270edfb687c0d20c
UFC 299: O'Malley vs. Vera 2 ,Gilbert Burns  vs. Jack Della Maddalena ,L/W,Welterweight Bout,KO/TKO ,3,3:43,3 Rnd (5-5-5),Dan Miragliotta,Elbows to Head On Ground ,http://ufcstats.com/fight-details/68f7f992603192c6
UFC 299: O'Malley vs. Vera 2 ,Petr Yan  vs. Song Yadong ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Dave Tirelli 28 - 29.MichaelTate 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/9861b6d04e6ed43c
UFC 299: O'Malley vs. Vera 2 ,Curtis Blaydes  vs. Jailton Almeida ,W/L,Heavyweight Bout,KO/TKO ,2,0:36,3 Rnd (5-5-5),Mike Beltran,Punches to Head On Ground ,http://ufcstats.com/fight-details/0133019a4f1055ee
UFC 299: O'Malley vs. Vera 2 ,Katlyn Cerminara  vs. Maycee Barber ,L/W,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Andrew Glenn,MichaelTate 27 - 30.Sal D'amato 27 - 30.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/33658a3ca932d15d
UFC 299: O'Malley vs. Vera 2 ,Mateusz Gamrot  vs. Rafael Dos Anjos ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Jason Grenier 28 - 29.Chris Lee 28 - 29.Eric Colon 27 - 30.,http://ufcstats.com/fight-details/8baff440b82afd2b
UFC 299: O'Malley vs. Vera 2 ,Pedro Munhoz  vs. Kyler Phillips ,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Dave Tirelli 27 - 30.Sal D'amato 27 - 30.Eliseo Rodriguez 27 - 30.,http://ufcstats.com/fight-details/ebb758b49e82d0ed
UFC 299: O'Malley vs. Vera 2 ,Ion Cutelaba  vs. Philipe Lins ,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Chris Lee 28 - 29.Dave Tirelli 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/7bc7af11050e861b
UFC 299: O'Malley vs. Vera 2 ,Michel Pereira  vs. Michal Oleksiejczuk ,W/L,Middleweight Bout,Submission ,1,1:01,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke ,http://ufcstats.com/fight-details/f0a9dfbb6f6ac852
UFC 299: O'Malley vs. Vera 2 ,Robelis Despaigne  vs. Josh Parisian ,W/L,Heavyweight Bout,KO/TKO ,1,0:18,3 Rnd (5-5-5),Andrew Glenn,Punch to Head At Distance ,http://ufcstats.com/fight-details/cbdf29f36b343f6f
UFC 299: O'Malley vs. Vera 2 ,CJ Vergara  vs. Asu Almabayev ,L/W,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Dave Tirelli 27 - 30.MichaelTate 27 - 30.Sal D'amato 27 - 30.,http://ufcstats.com/fight-details/3d3dde60e3d59c1c
UFC 299: O'Malley vs. Vera 2 ,Joanne Wood  vs. Maryna Moroz ,W/L,Women's Flyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Eliseo Rodriguez 28 - 29.Jason Grenier 29 - 28.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/3677ce6c1ee06a83
UFC Fight Night: Rozenstruik vs. Gaziev ,Jairzinho Rozenstruik  vs. Shamil Gaziev ,W/L,Heavyweight Bout,KO/TKO ,4,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,toEye injury to Gaziev,http://ufcstats.com/fight-details/838fd9d2b14e0790
UFC Fight Night: Rozenstruik vs. Gaziev ,Vitor Petrino  vs. Tyson Pedro ,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 27 - 30.Adalaide Byrd 27 - 30.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/df3cc5ec78d05a71
UFC Fight Night: Rozenstruik vs. Gaziev ,Alex Perez  vs. Muhammad Mokaev ,L/W,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Sal D'amato 28 - 29.Chris Lee 28 - 29.Rick Winter 28 - 29.,http://ufcstats.com/fight-details/5a82757b553c40fc
UFC Fight Night: Rozenstruik vs. Gaziev ,Umar Nurmagomedov  vs. Bekzat Almakhan ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mike Bell 25 - 30.Bryan Miner 26 - 30.Jacob Montalvo 26 - 30.,http://ufcstats.com/fight-details/dcf5014e56649c2f
UFC Fight Night: Rozenstruik vs. Gaziev ,Matt Schnell  vs. Steve Erceg ,L/W,Flyweight Bout,KO/TKO ,2,0:26,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance ,http://ufcstats.com/fight-details/024beecfd3f0ed7a
UFC Fight Night: Rozenstruik vs. Gaziev ,Eryk Anders  vs. Jamie Pickett ,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Derek Cleary 27 - 29.Sal D'amato 28 - 29.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/32bd7ed48f5aea7e
UFC Fight Night: Rozenstruik vs. Gaziev ,Vinicius Oliveira  vs. Benardo Sopaj ,W/L,Bantamweight Bout,KO/TKO ,3,4:41,3 Rnd (5-5-5),Keith Peterson,Flying Knee Head ,http://ufcstats.com/fight-details/cde2f88251b73305
UFC Fight Night: Rozenstruik vs. Gaziev ,Aiemann Zahabi  vs. Javid Basharat ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Derek Cleary 28 - 29.Sal D'amato 28 - 29.Bryan Miner 28 - 29.,http://ufcstats.com/fight-details/a7d397cd0f2ac93a
UFC Fight Night: Rozenstruik vs. Gaziev ,Christian Leroy Duncan  vs. Claudio Ribeiro ,W/L,Middleweight Bout,KO/TKO ,2,1:57,3 Rnd (5-5-5),Mark Smith,Punches to Head From Back Control ,http://ufcstats.com/fight-details/3ea7d69a1238f26a
UFC Fight Night: Rozenstruik vs. Gaziev ,Ludovit Klein  vs. AJ Cunningham ,W/L,Lightweight Bout,KO/TKO ,1,4:36,3 Rnd (5-5-5),Keith Peterson,Kick to Body At DistanceFront Kick,http://ufcstats.com/fight-details/4e566db7d26df001
UFC Fight Night: Rozenstruik vs. Gaziev ,Abdul-Kareem Al-Selwady  vs. Loik Radzhabov ,L/W,Lightweight Bout,KO/TKO ,3,0:49,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance ,http://ufcstats.com/fight-details/ba8f219260e212f8
UFC Fight Night: Moreno vs. Royval 2 ,Brandon Moreno  vs. Brandon Royval ,L/W,Flyweight Bout,Decision - Split ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Mike Bell 47 - 48.Junichiro Kamijo 49 - 46.Chris Lee 47 - 48.,http://ufcstats.com/fight-details/74f5cbecac011abb
UFC Fight Night: Moreno vs. Royval 2 ,Yair Rodriguez  vs. Brian Ortega ,L/W,Featherweight Bout,Submission ,3,0:58,5 Rnd (5-5-5-5-5),Marc Goddard,Arm Triangle From Side Control ,http://ufcstats.com/fight-details/3b05a4ced6dd74f5
UFC Fight Night: Moreno vs. Royval 2 ,Daniel Zellhuber  vs. Francisco Prado ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Miguel Jimenez 28 - 29.Junichiro Kamijo 28 - 29.Rick Winter 26 - 30.,http://ufcstats.com/fight-details/ecbece0cbd60029e
UFC Fight Night: Moreno vs. Royval 2 ,Yazmin Jauregui  vs. Sam Hughes ,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Horacio Lopez 27 - 30.Mike Bell 27 - 30.Rick Winter 27 - 30.,http://ufcstats.com/fight-details/6e4acb2aaa2cee56
UFC Fight Night: Moreno vs. Royval 2 ,Manuel Torres  vs. Chris Duncan ,W/L,Lightweight Bout,Submission ,1,1:46,3 Rnd (5-5-5),Mike Beltran,Rear Naked Choke ,http://ufcstats.com/fight-details/673a156925dfb31d
UFC Fight Night: Moreno vs. Royval 2 ,Cristian Quinonez  vs. Raoni Barcelos ,L/W,Bantamweight Bout,Submission ,3,2:04,3 Rnd (5-5-5),Bladimir Puga,Rear Naked Choke ,http://ufcstats.com/fight-details/063e7ce759c52f81
UFC Fight Night: Moreno vs. Royval 2 ,Jesus Aguilar  vs. Mateus Mendonca ,W/L,Flyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Fernando Salas Navarro,Eric Colon 29 - 28.Mike Bell 28 - 29.Horacio Lopez 28 - 29.,http://ufcstats.com/fight-details/d1d3b6ab8a56e973
UFC Fight Night: Moreno vs. Royval 2 ,Edgar Chairez  vs. Daniel Lacerda ,W/L,Flyweight Bout,Submission ,1,2:17,3 Rnd (5-5-5),Marc Goddard,Triangle Choke From Guard ,http://ufcstats.com/fight-details/1c03c1bb62f3aed6
UFC Fight Night: Moreno vs. Royval 2 ,Claudio Puelles  vs. Fares Ziam ,L/W,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Mike Bell 27 - 30.Raul Salas 29 - 28.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/a376f6d5806d0c90
UFC Fight Night: Moreno vs. Royval 2 ,Ronaldo Rodriguez  vs. Denys Bondar ,W/L,Flyweight Bout,Submission ,2,4:59,3 Rnd (5-5-5),Mike Beltran,Rear Naked Choke ,http://ufcstats.com/fight-details/5e8c710f9f27aff8
UFC Fight Night: Moreno vs. Royval 2 ,Victor Altamirano  vs. Felipe dos Santos ,L/W,Flyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Bladimir Puga,Miguel Jimenez 30 - 27.Mike Bell 28 - 29.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/93ddc6b233d1956a
UFC Fight Night: Moreno vs. Royval 2 ,Erik Silva  vs. Muhammad Naimov ,L/W,Featherweight Bout,KO/TKO ,1,0:44,3 Rnd (5-5-5),Fernando Salas Navarro,to On GroundLeg Injury to Silva,http://ufcstats.com/fight-details/50dae6b76c9c6490
UFC 298: Volkanovski vs. Topuria ,Alexander Volkanovski  vs. Ilia Topuria ,L/W,UFC Featherweight Title Bout,KO/TKO ,2,3:32,5 Rnd (5-5-5-5-5),Jason Herzog,Punch to Head At Distance ,http://ufcstats.com/fight-details/bec3154a11df3299
UFC 298: Volkanovski vs. Topuria ,Robert Whittaker  vs. Paulo Costa ,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Ron McCarthy 28 - 29.Eliot Kelly 28 - 29.Mike Bell 27 - 30.,http://ufcstats.com/fight-details/01432891260084a4
UFC 298: Volkanovski vs. Topuria ,Geoff Neal  vs. Ian Machado Garry ,L/W,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Frank Trigg,Felicia Oh 27 - 30.Derek Cleary 29 - 28.Sal D'amato 27 - 30.,http://ufcstats.com/fight-details/8fb0092430448368
UFC 298: Volkanovski vs. Topuria ,Merab Dvalishvili  vs. Henry Cejudo ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jonathan Romero,Mike Bell 28 - 29.RaphaelDavis 28 - 29.Chris Leben 28 - 29.,http://ufcstats.com/fight-details/9785420602b452f7
UFC 298: Volkanovski vs. Topuria ,Anthony Hernandez  vs. Roman Kopylov ,W/L,Middleweight Bout,Submission ,2,3:23,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke ,http://ufcstats.com/fight-details/f87a3fa07f0009c9
UFC 298: Volkanovski vs. Topuria ,Amanda Lemos  vs. Mackenzie Dern ,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Mike Bell 28 - 29.Derek Cleary 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/2aeb3ec2d8c05dc8
UFC 298: Volkanovski vs. Topuria ,Marcos Rogerio de Lima  vs. Junior Tafa ,W/L,Heavyweight Bout,KO/TKO ,2,1:14,3 Rnd (5-5-5),Frank Trigg,Kick to Leg At Distance ,http://ufcstats.com/fight-details/1456a3f96ac7e35b
UFC 298: Volkanovski vs. Topuria ,Rinya Nakamura  vs. Carlos Vera ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jonathan Romero,Ron McCarthy 27 - 30.RaphaelDavis 27 - 30.Chris Leben 27 - 30.,http://ufcstats.com/fight-details/e92fb5c609e20b49
UFC 298: Volkanovski vs. Topuria ,Zhang Mingyang  vs. Brendson Ribeiro ,W/L,Light Heavyweight Bout,KO/TKO ,1,1:41,3 Rnd (5-5-5),Mike Beltran,Punch to Head At Distance ,http://ufcstats.com/fight-details/aeb3e4d9710207a4
UFC 298: Volkanovski vs. Topuria ,Josh Quinlan  vs. Danny Barlow ,L/W,Welterweight Bout,KO/TKO ,3,1:18,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance ,http://ufcstats.com/fight-details/ef13ed466e0b42d8
UFC 298: Volkanovski vs. Topuria ,Oban Elliott  vs. Val Woodburn ,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jonathan Romero,Mike Bell 27 - 30.Chris Leben 27 - 30.Eliot Kelly 28 - 29.,http://ufcstats.com/fight-details/9ddaa62cc806958d
UFC 298: Volkanovski vs. Topuria ,Andrea Lee  vs. Miranda Maverick ,L/W,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Frank Trigg,Felicia Oh 27 - 30.RaphaelDavis 27 - 30.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/b7d238437d6644ce
UFC Fight Night: Hermansson vs. Pyfer ,Jack Hermansson  vs. Joe Pyfer ,W/L,Middleweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Mark Smith,Mike Bell 47 - 48.Sal D'amato 47 - 48.Chris Lee 47 - 48.,http://ufcstats.com/fight-details/406f2aacd1d1faf9
UFC Fight Night: Hermansson vs. Pyfer ,Dan Ige  vs. Andre Fili ,W/L,Featherweight Bout,KO/TKO ,1,2:43,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance ,http://ufcstats.com/fight-details/25259e230be9cdc9
UFC Fight Night: Hermansson vs. Pyfer ,Robert Bryczek  vs. Ihor Potieria ,L/W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Adalaide Byrd 27 - 30.Jacob Montalvo 27 - 30.Chris Flores 28 - 29.,http://ufcstats.com/fight-details/17050a7b673dc49d
UFC Fight Night: Hermansson vs. Pyfer ,Brad Tavares  vs. Gregory Rodrigues ,L/W,Middleweight Bout,KO/TKO ,3,0:55,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance ,http://ufcstats.com/fight-details/e7938bac3ec8b442
UFC Fight Night: Hermansson vs. Pyfer ,Michael Johnson  vs. Darrius Flowers ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Eric Colon 27 - 30.Junichiro Kamijo 27 - 30.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/5304956aada097e8
UFC Fight Night: Hermansson vs. Pyfer ,Rodolfo Vieira  vs. Armen Petrosyan ,W/L,Middleweight Bout,Submission ,1,4:48,3 Rnd (5-5-5),Mark Smith,Arm Triangle From Mount ,http://ufcstats.com/fight-details/9d8473ae274ed625
UFC Fight Night: Hermansson vs. Pyfer ,Trevin Giles  vs. Carlos Prates ,L/W,Welterweight Bout,KO/TKO ,2,4:03,3 Rnd (5-5-5),Mike Beltran,Punch to Head At Distance ,http://ufcstats.com/fight-details/246fef4b19c3a7ed
UFC Fight Night: Hermansson vs. Pyfer ,Bolaji Oki  vs. Timmy Cuamba ,W/L,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 28 - 29.Chris Lee 29 - 28.Chris Leben 28 - 29.,http://ufcstats.com/fight-details/edf46d6962be7e8d
UFC Fight Night: Hermansson vs. Pyfer ,Loma Lookboonmee  vs. Bruna Brasil ,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Eric Colon 28 - 29.Sal D'amato 28 - 29.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/c3986c1a56a6e94d
UFC Fight Night: Hermansson vs. Pyfer ,Devin Clark  vs. Marcin Prachnio ,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 27 - 30.Chris Lee 27 - 30.Jacob Montalvo 27 - 30.,http://ufcstats.com/fight-details/dbfd7616dec2b6d5
UFC Fight Night: Hermansson vs. Pyfer ,Max Griffin  vs. Jeremiah Wells ,W/L,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Adalaide Byrd 28 - 29.Sal D'amato 29 - 28.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/08f7a60bd84a6b3c
UFC Fight Night: Hermansson vs. Pyfer ,Zac Pauga  vs. Bogdan Guskov ,L/W,Light Heavyweight Bout,KO/TKO ,1,3:38,3 Rnd (5-5-5),Mike Beltran,Punches to Head At Distance ,http://ufcstats.com/fight-details/ad26bf55ff201f4f
UFC Fight Night: Hermansson vs. Pyfer ,Fernie Garcia  vs. Hyder Amil ,L/W,Featherweight Bout,KO/TKO ,2,2:12,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance ,http://ufcstats.com/fight-details/478a637045ad49fb
UFC Fight Night: Hermansson vs. Pyfer ,Daniel Marcos  vs.  Aoriqileng ,NC/NC,Bantamweight Bout,Could Not Continue ,2,3:28,3 Rnd (5-5-5),Jason Herzog,Low Blows to Aoriqileng,http://ufcstats.com/fight-details/6cd542650d886c22
UFC Fight Night: Dolidze vs. Imavov ,Roman Dolidze  vs. Nassourdine Imavov ,L/W,Middleweight Bout,Decision - Majority ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary 44 - 49.Ron McCarthy 47 - 47.Sal D'amato 46 - 48.,http://ufcstats.com/fight-details/767ceb4a0cb43ade
UFC Fight Night: Dolidze vs. Imavov ,Renato Moicano  vs. Drew Dober ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29.Junichiro Kamijo 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/733e675fd7c0052a
UFC Fight Night: Dolidze vs. Imavov ,Randy Brown  vs. Muslim Salikhov ,W/L,Welterweight Bout,KO/TKO ,1,3:17,3 Rnd (5-5-5),Kerry Hatley,Punch to Head At Distance ,http://ufcstats.com/fight-details/af6d56860ba4d259
UFC Fight Night: Dolidze vs. Imavov ,Viviane Araujo  vs. Natalia Silva ,L/W,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29.Derek Cleary 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/7b1882dc76786d77
UFC Fight Night: Dolidze vs. Imavov ,Aliaskhab Khizriev  vs. Makhmud Muradov ,NC/NC,Middleweight Bout,Could Not Continue ,1,0:11,3 Rnd (5-5-5),Herb Dean,Eye Poke by Khizriev,http://ufcstats.com/fight-details/415ea2520b7ba720
UFC Fight Night: Dolidze vs. Imavov ,Gilbert Urbina  vs. Charles Radtke ,L/W,Welterweight Bout,KO/TKO ,1,4:47,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance ,http://ufcstats.com/fight-details/330d86bfaa4155fe
UFC Fight Night: Dolidze vs. Imavov ,Molly McCann  vs. Diana Belbita ,W/L,Women's Strawweight Bout,Submission ,1,4:59,3 Rnd (5-5-5),Kerry Hatley,Armbar From Mount ,http://ufcstats.com/fight-details/d4ace70b3661ee6c
UFC Fight Night: Dolidze vs. Imavov ,Azat Maksum  vs. Charles Johnson ,L/W,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Eric McMahon,Derek Cleary 28 - 29.Sal D'amato 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/ca7d61e167d7789c
UFC Fight Night: Dolidze vs. Imavov ,Themba Gorimbo  vs. Pete Rodriguez ,W/L,Welterweight Bout,KO/TKO ,1,0:32,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/4cff9aeef3ac75c1
UFC Fight Night: Dolidze vs. Imavov ,JeongYeong Lee  vs. Blake Bilder ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 27 - 30.Adalaide Byrd 27 - 30.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/e1930496b33fa636
UFC Fight Night: Dolidze vs. Imavov ,Luana Carolina  vs. Julija Stoliarenko ,W/L,Women's Flyweight Bout,KO/TKO ,3,4:52,3 Rnd (5-5-5),Eric McMahon,Punches to Head From Side Control ,http://ufcstats.com/fight-details/c28d40498150de90
UFC Fight Night: Dolidze vs. Imavov ,Landon Quinones  vs. MarQuel Mederos ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Adalaide Byrd 28 - 29.Junichiro Kamijo 28 - 29.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/e396c509fb47b037
UFC Fight Night: Dolidze vs. Imavov ,Thomas Petersen  vs. Jamal Pogues ,L/W,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Eric McMahon,Mike Bell 28 - 29.Anthony Maness 28 - 29.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/df9847839c73a678
UFC 297: Strickland vs. Du Plessis ,Sean Strickland  vs. Dricus Du Plessis ,L/W,UFC Middleweight Title Bout,Decision - Split ,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Sal D'amato 48 - 47.Derek Cleary 47 - 48.Eric Colon 47 - 48.,http://ufcstats.com/fight-details/14e53999507c76a7
UFC 297: Strickland vs. Du Plessis ,Raquel Pennington  vs. Mayra Bueno Silva ,W/L,UFC Women's Bantamweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Jerin Valel,Eric Colon 46 - 49.Sal D'amato 46 - 49.Saleem Haniff 45 - 49.,http://ufcstats.com/fight-details/faf15b752fb8924c
UFC 297: Strickland vs. Du Plessis ,Neil Magny  vs. Mike Malott ,W/L,Welterweight Bout,KO/TKO ,3,4:45,3 Rnd (5-5-5),Kevin MacDonald,Punches to Head From Mount ,http://ufcstats.com/fight-details/97817609ed46baa0
UFC 297: Strickland vs. Du Plessis ,Chris Curtis  vs. Marc-Andre Barriault ,W/L,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,Declan Woods 27 - 30.Derek Cleary 29 - 28.Eric Colon 27 - 30.,http://ufcstats.com/fight-details/ba5005d1116fa45f
UFC 297: Strickland vs. Du Plessis ,Arnold Allen  vs. Movsar Evloev ,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Eric Colon 28 - 29.Patricia Vandermeer 28 - 29.Saleem Haniff 28 - 29.,http://ufcstats.com/fight-details/1a7cd191f0cf160c
UFC 297: Strickland vs. Du Plessis ,Brad Katona  vs. Garrett Armfield ,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Eric Colon 28 - 29.Kyle Costello 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/670e4754d8d3d172
