FIGHTER,WEIGHT,AGE,HEIGHT,REACH,STANCE,SLpM,Str. Acc %,TD Avg 15min,TD Acc %,Sub. Avg 15min,SApM,Str. Def %,TD Def. %
Greg Rebello,240 lbs.,43.463013698630135,182.88,185.42000000000002,Southpaw,2.61,0.39,0.0,0.0,0.0,2.92,0.58,0.0
Paul Redmond,145 lbs.,39.106849315068494,177.8,,Orthodox,0.72,0.34,0.0,0.0,0.0,2.99,0.41,0.5
Dennis Reed,205 lbs.,56.224657534246575,,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karl Reed,205 lbs.,37.084931506849315,190.5,198.12,Orthodox,2.04,0.44,1.06,0.22,0.0,3.84,0.38,0.53
Elise Reed,115 lbs.,32.97534246575343,160.02,160.02,Orthodox,3.41,0.53,0.46,0.6,0.0,3.26,0.51,0.53
John Reedy,155 lbs.,,172.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnny Rees,170 lbs.,43.106849315068494,182.88,,Orthodox,3.29,0.64,1.15,0.25,0.0,0.84,0.47,0.5
James Reese,155 lbs.,44.93972602739726,175.26,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Reese,185 lbs.,31.676712328767124,193.04,195.58,Switch,4.24,0.53,2.82,0.58,1.2,3.0,0.45,0.57
Stephen Regman,185 lbs.,34.31232876712329,180.34,193.04,Orthodox,1.41,0.6,3.52,1.0,0.0,4.93,0.23,0.0
Chad Reiner,170 lbs.,44.41917808219178,180.34,,Orthodox,0.53,0.2,0.99,0.33,2.0,1.97,0.46,0.25
Jason Reinhardt,135 lbs.,56.087671232876716,167.64000000000001,,Orthodox,0.51,0.4,1.91,0.12,0.0,4.07,0.43,0.5
Wilson Reis,125 lbs.,40.893150684931506,162.56,165.1,Southpaw,1.83,0.29,5.15,0.42,0.6,3.04,0.55,0.47
Ben Reiter,185 lbs.,38.42191780821918,190.5,,,1.8,0.46,7.0,0.43,0.0,1.53,0.54,0.0
Goran Reljic,205 lbs.,41.69315068493151,190.5,205.74,Southpaw,1.69,0.37,1.69,0.5,1.1,2.69,0.59,0.33
Leigh Remedios,155 lbs.,49.88219178082192,170.18,,Orthodox,0.75,0.41,0.0,0.0,0.0,1.36,0.68,0.33
Ren Yawei,155 lbs.,27.797260273972604,175.26,175.26,Orthodox,4.67,0.64,0.0,0.0,1.4,5.32,0.36,0.66
Paulo Renato Junior,205 lbs.,31.835616438356166,182.88,185.42000000000002,Orthodox,4.89,0.45,0.0,0.0,0.0,5.18,0.56,1.0
Chance Rencountre,170 lbs.,38.90958904109589,187.96,190.5,Southpaw,1.1,0.2,1.35,0.26,0.3,3.62,0.49,0.16
Montse Rendon,135 lbs.,36.701369863013696,172.72,172.72,Orthodox,3.09,0.28,2.0,0.37,0.3,3.42,0.59,1.0
Marion Reneau,135 lbs.,48.446575342465756,167.64000000000001,172.72,Orthodox,3.2,0.41,0.62,0.63,0.8,3.52,0.59,0.5
Solomon Renfro,170 lbs.,28.802739726027397,175.26,182.88,Switch,5.2,0.44,2.0,0.5,0.0,3.53,0.61,1.0
John Renken,190 lbs.,52.917808219178085,182.88,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Herman Renting,215 lbs.,56.92054794520548,182.88,,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Polo Reyes,155 lbs.,41.057534246575344,180.34,180.34,Orthodox,6.0,0.37,0.0,0.0,0.0,5.52,0.59,0.46
Dominick Reyes,205 lbs.,35.92054794520548,193.04,195.58,Southpaw,5.39,0.54,0.29,0.28,0.3,3.49,0.49,0.82
Alex Reyes,155 lbs.,39.156164383561645,180.34,185.42000000000002,Orthodox,4.46,0.46,1.5,0.28,0.0,6.92,0.48,0.0
Kyle Reyes,145 lbs.,,172.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javier Reyes,145 lbs.,32.12876712328767,170.18,185.42000000000002,,8.29,0.46,0.0,0.0,0.0,0.79,0.77,0.5
Victor Reyna,170 lbs.,39.31506849315068,180.34,187.96,Southpaw,5.8,0.63,0.0,0.0,0.0,4.75,0.42,1.0
Gaston Reyno,145 lbs.,39.04657534246575,182.88,,,7.79,0.62,0.0,0.0,11.7,3.9,0.44,0.0
Johnny Rhodes,210 lbs.,,182.88,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Rhodes,170 lbs.,35.98082191780822,185.42000000000002,187.96,Orthodox,3.2,0.39,0.96,0.33,0.5,4.13,0.64,0.75
Lucrezia Ria,125 lbs.,33.42465753424658,167.64000000000001,,Orthodox,4.07,0.46,1.0,0.33,0.0,4.4,0.45,0.0
Amanda Ribas,115 lbs.,32.25205479452055,162.56,167.64000000000001,Orthodox,4.26,0.39,2.05,0.52,0.6,3.29,0.6,0.82
Vitor Ribeiro,154 lbs.,46.76438356164383,172.72,,Orthodox,1.0,0.28,1.58,0.26,1.2,1.95,0.48,1.0
Will Ribeiro,135 lbs.,42.78082191780822,172.72,,Orthodox,1.83,0.28,1.15,1.0,2.9,1.64,0.74,0.5
Claudio Ribeiro,185 lbs.,33.36164383561644,185.42000000000002,195.58,Orthodox,3.59,0.51,0.56,0.5,0.0,4.9,0.3,0.66
Brendson Ribeiro,205 lbs.,29.213698630136985,190.5,205.74,Orthodox,3.06,0.42,0.9,0.42,0.6,4.0,0.53,0.18
Esteban Ribovics,155 lbs.,29.58082191780822,177.8,175.26,Orthodox,8.09,0.43,0.39,0.66,0.2,6.3,0.54,0.7
Mike Ricci,155 lbs.,39.6986301369863,182.88,193.04,Southpaw,1.8,0.32,0.67,1.0,0.0,1.64,0.65,0.54
Alex Ricci,155 lbs.,43.35890410958904,180.34,,Orthodox,2.48,0.41,0.0,0.0,0.0,2.53,0.64,0.64
Tabatha Ricci,115 lbs.,30.76164383561644,154.94,154.94,Orthodox,4.18,0.36,2.69,0.37,0.1,5.19,0.57,0.78
Matt Ricehouse,155 lbs.,38.71780821917808,,,,3.7,0.44,1.0,0.22,0.0,4.8,0.47,0.81
John Richard,205 lbs.,43.52328767123288,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rex Richards,265 lbs.,45.11780821917808,195.58,,,17.65,0.58,0.0,0.0,0.0,5.29,0.72,0.0
Mike Richman,135 lbs.,40.43287671232877,172.72,,,4.06,0.44,0.0,0.0,0.0,3.49,0.43,0.76
Dave Rickels,155 lbs.,36.893150684931506,180.34,,,4.29,0.59,0.0,0.0,0.0,5.53,0.42,0.25
Haisam Rida,--,32.33972602739726,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brad Riddell,155 lbs.,34.15890410958904,170.18,180.34,Orthodox,4.71,0.53,1.77,0.36,0.0,3.53,0.53,0.63
Matthew Riddle,170 lbs.,39.87123287671233,185.42000000000002,193.04,Southpaw,3.01,0.42,3.51,0.5,0.5,2.74,0.54,0.89
Joe Riggs,185 lbs.,43.18356164383562,182.88,177.8,Southpaw,2.41,0.51,2.45,0.55,0.6,1.69,0.57,0.62
Jeremiah Riggs,185 lbs.,42.95068493150685,182.88,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Riley,155 lbs.,44.97260273972603,172.72,175.26,Southpaw,3.45,0.34,1.18,0.34,0.1,3.78,0.61,0.6
Jason Riley,245 lbs.,50.19178082191781,198.12,,,0.0,0.0,0.0,0.0,0.0,9.68,0.33,0.5
Luke Riley,145 lbs.,26.405479452054795,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moise Rimbon,205 lbs.,48.61369863013699,177.8,,Orthodox,0.8,0.34,1.0,0.5,0.0,1.0,0.71,0.37
Jordan Rinaldi,145 lbs.,38.175342465753424,177.8,182.88,Orthodox,1.56,0.35,1.45,0.35,1.2,2.32,0.59,0.2
Nick Ring,185 lbs.,46.8027397260274,182.88,187.96,Southpaw,3.52,0.42,1.36,0.36,0.3,3.48,0.62,0.52
Robbie Ring,145 lbs.,25.364383561643837,175.26,172.72,Orthodox,5.11,0.38,4.04,0.33,0.0,9.15,0.38,0.0
Mike Rio,155 lbs.,44.4,177.8,177.8,Orthodox,1.68,0.39,2.58,0.27,1.0,2.99,0.53,0.0
Albert Rios,145 lbs.,,172.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafael Rios,150 lbs.,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maria Rios,125 lbs.,42.4986301369863,165.1,,,2.93,0.34,2.0,0.5,0.0,4.13,0.56,1.0
Shannon Ritch,190 lbs.,55.18082191780822,175.26,,Orthodox,1.0,1.0,0.0,0.0,0.0,6.0,0.5,0.0
Diego Rivas,145 lbs.,34.04383561643836,172.72,175.26,Orthodox,1.37,0.4,1.79,0.6,0.9,2.14,0.52,0.64
Jorge Rivera,185 lbs.,53.75890410958904,185.42000000000002,185.42000000000002,Orthodox,3.16,0.48,0.84,0.5,0.1,2.64,0.54,0.63
Dante Rivera,185 lbs.,50.98082191780822,185.42000000000002,,Southpaw,2.27,0.53,0.0,0.0,0.0,4.0,0.25,0.16
Mario Rivera,170 lbs.,,177.8,,,0.0,0.0,0.0,0.0,0.0,8.41,0.2,0.0
Francisco Rivera,135 lbs.,44.14246575342466,172.72,177.8,Orthodox,4.07,0.41,1.01,0.63,0.6,3.16,0.68,0.68
Jonathan Rivera,155 lbs.,,,,,4.36,0.49,0.0,0.0,0.0,3.9,0.6,0.0
Jimmie Rivera,135 lbs.,36.413698630136984,162.56,172.72,Orthodox,4.03,0.4,0.88,0.27,0.1,3.9,0.6,0.92
Irwin Rivera,135 lbs.,36.78356164383562,167.64000000000001,170.18,Southpaw,3.36,0.44,1.0,0.16,0.0,5.07,0.57,0.7
Jerome Rivera,125 lbs.,30.5972602739726,177.8,182.88,Southpaw,3.21,0.33,0.0,0.0,0.0,2.6,0.51,0.4
Nicdali Rivera-Calanoc,105 lbs.,40.463013698630135,160.02,,,1.82,0.2,0.0,0.0,0.0,2.42,0.78,0.0
Pedro Rizzo,241 lbs.,51.58082191780822,185.42000000000002,,Orthodox,1.93,0.34,0.26,0.28,0.0,3.02,0.5,0.78
Theo Rlayang,145 lbs.,31.295890410958904,170.18,165.1,Orthodox,5.93,0.48,2.0,0.4,0.0,8.4,0.4,0.0
Justin Robbins,135 lbs.,45.33698630136986,165.1,,,0.67,0.37,0.0,0.0,0.0,3.2,0.47,0.0
Kali Robbins,115 lbs.,41.4,160.02,160.02,Orthodox,3.73,0.46,2.0,0.33,0.0,9.4,0.44,0.0
Karl Roberson,205 lbs.,35.14794520547945,185.42000000000002,187.96,Southpaw,2.57,0.51,0.72,0.4,0.5,2.42,0.57,0.4
Andre Roberts,345 lbs.,60.772602739726025,187.96,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Roberts,170 lbs.,50.04383561643836,185.42000000000002,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joey Roberts,200 lbs.,48.05205479452055,187.96,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyrone Roberts,185 lbs.,53.38356164383562,175.26,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Roberts,155 lbs.,47.37534246575343,167.64000000000001,,Orthodox,0.0,0.0,0.0,0.0,0.0,22.5,0.45,0.0
Taylor Roberts,170 lbs.,,180.34,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Roberts,170 lbs.,45.31780821917808,177.8,187.96,Southpaw,0.73,0.2,2.46,0.44,2.5,2.27,0.46,0.4
Buddy Roberts,185 lbs.,43.11780821917808,187.96,,Orthodox,2.17,0.34,0.0,0.0,0.7,2.08,0.7,0.76
Danny Roberts,170 lbs.,38.37534246575343,185.42000000000002,187.96,Southpaw,3.18,0.39,0.24,0.09,0.2,3.73,0.5,0.57
Roosevelt Roberts,155 lbs.,31.78904109589041,187.96,185.42000000000002,Orthodox,2.84,0.43,1.18,0.26,0.7,3.1,0.52,0.5
Kenny Robertson,170 lbs.,41.78904109589041,177.8,187.96,Orthodox,3.72,0.47,1.37,0.26,0.8,3.02,0.52,0.57
Gillian Robertson,115 lbs.,30.528767123287672,165.1,160.02,Orthodox,2.86,0.48,2.74,0.4,0.9,2.86,0.56,0.41
Chad Robichaux,135 lbs.,50.28767123287671,162.56,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Robinson,265 lbs.,,182.88,,Orthodox,0.0,0.0,0.0,0.0,0.0,5.8,0.13,0.0
Colin Robinson,243 lbs.,57.013698630136986,193.04,,Orthodox,6.19,0.69,2.58,1.0,5.2,7.91,0.37,0.5
Alvin Robinson,155 lbs.,43.37260273972603,175.26,172.72,Southpaw,1.57,0.5,1.24,0.5,1.2,1.29,0.51,0.25
Damonte Robinson,155 lbs.,30.46301369863014,182.88,195.58,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vagner Rocha,155 lbs.,43.48219178082192,177.8,185.42000000000002,Orthodox,2.64,0.42,1.4,0.33,1.9,4.5,0.48,0.5
Carlos Eduardo Rocha,170 lbs.,44.38356164383562,177.8,185.42000000000002,Orthodox,1.24,0.34,0.0,0.0,1.4,1.85,0.55,0.52
Pedro Rocha,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Rocha,125 lbs.,25.284931506849315,160.02,162.56,Orthodox,5.09,0.49,1.64,0.75,0.0,3.67,0.56,0.76
Shaqueme Rock,155 lbs.,32.057534246575344,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keith Rockel,185 lbs.,60.26575342465753,182.88,,Orthodox,1.13,0.73,4.63,0.75,4.6,0.21,0.66,1.0
Luke Rockhold,185 lbs.,41.11506849315069,190.5,195.58,Southpaw,4.1,0.49,0.7,0.29,1.0,2.68,0.53,0.65
Kevin Roddy,145 lbs.,,180.34,,,2.64,0.3,0.0,0.0,0.0,2.38,0.6,0.5
Gregory Rodrigues,185 lbs.,33.775342465753425,190.5,190.5,Orthodox,5.54,0.51,2.21,0.38,0.3,5.04,0.5,0.9
Kleydson Rodrigues,135 lbs.,30.095890410958905,165.1,170.18,Orthodox,4.58,0.57,0.6,0.22,0.6,2.29,0.53,0.53
Levi Rodrigues Jr.,205 lbs.,29.112328767123287,182.88,193.04,Orthodox,4.5,0.78,0.0,0.0,0.0,2.1,0.22,1.0
Paul Rodriguez,155 lbs.,50.53972602739726,170.18,,Orthodox,0.84,1.0,0.0,0.0,0.0,1.68,0.68,0.5
Ricco Rodriguez,265 lbs.,48.28219178082192,193.04,,Orthodox,1.85,0.51,2.3,0.39,1.0,1.15,0.61,0.4
Manuel Rodriguez,170 lbs.,40.59452054794521,175.26,,Orthodox,0.81,0.33,9.09,0.75,0.0,3.23,0.38,0.0
Yair Rodriguez,145 lbs.,33.13972602739726,180.34,180.34,Orthodox,4.65,0.46,0.71,0.29,0.6,3.78,0.52,0.59
Mike Rodriguez,205 lbs.,36.9972602739726,193.04,208.28,Southpaw,4.35,0.53,0.0,0.0,0.0,4.24,0.41,0.37
Marina Rodriguez,115 lbs.,38.583561643835615,167.64000000000001,165.1,Orthodox,4.51,0.46,0.27,0.5,0.3,3.01,0.55,0.61
Daniel Rodriguez,170 lbs.,38.90958904109589,185.42000000000002,187.96,Southpaw,7.2,0.49,0.51,0.5,0.1,5.4,0.57,0.64
Ray Rodriguez,135 lbs.,37.967123287671235,170.18,177.8,Orthodox,0.9,0.27,1.42,0.5,0.0,3.89,0.4,0.44
Ronaldo Rodriguez,125 lbs.,26.553424657534247,167.64000000000001,165.1,Orthodox,2.71,0.43,1.09,0.36,0.8,3.8,0.44,0.64
Drako Rodriguez,135 lbs.,29.443835616438356,172.72,175.26,Orthodox,3.37,0.36,2.93,0.66,0.7,4.4,0.58,0.75
Victor Rodriguez,125 lbs.,33.224657534246575,165.1,170.18,Switch,1.59,0.37,0.0,0.0,0.0,6.11,0.5,0.0
Piera Rodriguez,115 lbs.,33.04109589041096,160.02,160.02,Orthodox,3.54,0.47,4.53,0.54,0.0,2.81,0.55,0.73
Christian Rodriguez,145 lbs.,27.93972602739726,170.18,180.34,Orthodox,3.85,0.5,1.75,0.4,1.1,2.85,0.56,0.67
Pete Rodriguez,170 lbs.,29.03287671232877,175.26,180.34,Switch,9.28,0.43,0.0,0.0,0.0,12.83,0.42,1.0
Imanol Rodriguez,125 lbs.,26.027397260273972,162.56,162.56,Orthodox,9.09,0.58,0.0,0.0,0.0,2.73,0.6,0.0
Nick Roehrick,205 lbs.,38.397260273972606,187.96,,Orthodox,2.31,0.17,0.0,0.0,0.0,6.92,0.44,0.0
Marcos Rogerio de Lima,253 lbs.,40.42739726027397,185.42000000000002,190.5,Orthodox,3.7,0.57,1.4,0.45,0.5,2.9,0.51,0.59
Brett Rogers,265 lbs.,44.78082191780822,195.58,205.74,Orthodox,3.17,0.44,0.0,0.0,0.0,3.2,0.46,0.58
Brian Rogers,185 lbs.,41.78630136986301,180.34,,,4.79,0.38,1.22,0.5,0.6,5.76,0.58,1.0
Pete Rogers Jr.,145 lbs.,,182.88,,,0.66,0.15,0.0,0.0,0.0,1.71,0.65,0.0
Max Rohskopf,155 lbs.,31.164383561643834,185.42000000000002,180.34,Orthodox,1.7,0.31,3.0,0.33,1.5,5.8,0.42,0.0
Marcelo Rojo,145 lbs.,37.40547945205479,172.72,180.34,Orthodox,4.92,0.39,0.46,0.5,0.0,6.42,0.55,0.66
Shane Roller,155 lbs.,46.38082191780822,177.8,182.88,Orthodox,2.04,0.34,2.46,0.33,1.9,2.65,0.6,0.42
Jared Rollins,170 lbs.,48.843835616438355,175.26,,Orthodox,3.33,0.57,2.5,0.5,1.2,2.41,0.39,0.5
Tim Roman,170 lbs.,40.47397260273973,185.42000000000002,,,0.6,0.4,1.0,1.0,0.0,2.4,0.4,0.16
Alexandr Romanov,262 lbs.,34.961643835616435,187.96,190.5,Southpaw,3.78,0.51,4.49,0.55,0.9,2.13,0.54,0.28
Ricardo Romero,205 lbs.,47.62739726027397,182.88,193.04,Orthodox,2.17,0.55,1.63,0.1,3.3,4.77,0.46,1.0
Yoel Romero,185 lbs.,48.586301369863016,182.88,185.42000000000002,Southpaw,3.44,0.49,1.57,0.3,0.0,3.05,0.6,0.78
Anthony Romero,155 lbs.,28.747945205479454,180.34,177.8,Orthodox,5.87,0.52,2.0,0.22,0.0,4.0,0.65,1.0
Kaleio Romero,145 lbs.,29.602739726027398,177.8,175.26,Switch,2.6,0.48,1.0,0.08,1.0,3.27,0.5,0.0
Roberto Romero,145 lbs.,25.81917808219178,172.72,177.8,Orthodox,4.56,0.49,0.0,0.0,0.0,6.44,0.44,0.71
Mara Romero Borella,125 lbs.,39.487671232876714,167.64000000000001,175.26,Orthodox,2.54,0.37,1.83,0.44,0.2,2.48,0.71,0.66
Cortavious Romious,135 lbs.,31.887671232876713,162.56,172.72,Southpaw,1.91,0.38,2.29,0.66,0.8,3.46,0.39,0.64
Juancamilo Ronderos,125 lbs.,30.77260273972603,160.02,162.56,Southpaw,2.18,0.3,2.72,0.33,0.0,2.18,0.63,0.0
Rongzhu,155 lbs.,25.71780821917808,175.26,180.34,Orthodox,6.02,0.51,1.35,0.62,0.1,5.44,0.52,0.84
Jesse Ronson,155 lbs.,39.92876712328767,177.8,177.8,Southpaw,3.54,0.47,0.46,0.28,0.5,3.39,0.57,0.57
George Roop,135 lbs.,44.05205479452055,185.42000000000002,182.88,Orthodox,3.43,0.34,1.05,0.57,0.1,2.47,0.6,0.59
Joao Roque,155 lbs.,54.364383561643834,167.64000000000001,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Rosa,205 lbs.,42.50684931506849,193.04,195.58,Orthodox,4.03,0.47,0.36,0.33,0.4,4.41,0.45,0.85
Charles Rosa,145 lbs.,39.26301369863014,175.26,175.26,Switch,3.08,0.36,1.67,0.35,1.0,3.86,0.47,0.38
Karol Rosa,135 lbs.,30.90684931506849,165.1,170.18,Orthodox,5.88,0.56,1.17,0.48,0.2,4.59,0.49,0.7
Jacob Rosales,155 lbs.,30.33150684931507,180.34,187.96,Orthodox,7.19,0.46,1.12,0.18,0.6,10.66,0.44,0.5
Raul Rosas Jr.,135 lbs.,21.126027397260273,175.26,170.18,Switch,1.51,0.44,4.01,0.41,1.1,1.37,0.5,0.0
Hilarie Rose,115 lbs.,33.04109589041096,160.02,160.02,Orthodox,2.33,0.33,0.0,0.0,0.0,6.13,0.44,1.0
Jake Rosholt,185 lbs.,43.8027397260274,185.42000000000002,,Orthodox,2.68,0.53,6.51,0.68,1.8,2.33,0.49,0.0
Jared Rosholt,265 lbs.,39.31780821917808,187.96,190.5,Orthodox,2.08,0.46,1.83,0.41,0.1,1.52,0.59,0.66
Kevin Rosier,275 lbs.,,193.04,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Rosol,243 lbs.,,,,,0.0,0.0,0.0,0.0,0.0,14.21,0.25,0.0
Shannon Ross,125 lbs.,36.54520547945206,167.64000000000001,167.64000000000001,Switch,5.96,0.39,0.0,0.0,0.0,7.39,0.55,1.0
Nick Rossborough,205 lbs.,44.03013698630137,195.58,,,2.8,0.35,0.0,0.0,0.0,4.33,0.35,1.0
Kristian Rothaermel,205 lbs.,53.83561643835616,182.88,,Open Stance,0.75,0.5,0.0,0.0,0.0,2.49,0.41,0.0
Ben Rothwell,265 lbs.,44.11780821917808,193.04,198.12,Orthodox,3.71,0.42,0.68,0.34,0.4,4.63,0.47,0.7
Rick Roufus,207 lbs.,59.5013698630137,182.88,,Southpaw,0.53,0.33,0.0,0.0,0.0,1.06,0.33,0.5
Khalil Rountree Jr.,205 lbs.,35.75068493150685,185.42000000000002,193.04,Southpaw,3.88,0.4,0.0,0.0,0.1,4.33,0.49,0.58
Ronda Rousey,135 lbs.,38.821917808219176,170.18,167.64000000000001,Orthodox,4.17,0.52,6.26,0.68,4.8,4.14,0.44,0.5
Ray Routh,185 lbs.,,172.72,,Orthodox,0.54,0.21,2.69,0.33,0.0,3.22,0.28,0.0
Roberta Rovel,145 lbs.,,172.72,,,0.87,0.46,0.0,0.0,0.0,3.0,0.26,1.0
Phil Rowe,170 lbs.,35.36164383561644,190.5,203.2,Orthodox,3.5,0.5,0.52,0.36,0.3,4.12,0.51,0.5
Cam Rowston,185 lbs.,30.852054794520548,190.5,198.12,Orthodox,3.39,0.45,0.73,0.5,0.7,2.37,0.49,0.28
Kain Royer,185 lbs.,,,,,0.0,0.0,0.0,0.0,4.1,1.63,0.14,0.0
Brad Royster,135 lbs.,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Royval,125 lbs.,33.27945205479452,175.26,172.72,Southpaw,5.55,0.41,0.67,0.75,1.1,4.23,0.43,0.45
Jairzinho Rozenstruik,242 lbs.,37.6986301369863,187.96,198.12,Orthodox,3.48,0.48,0.0,0.0,0.0,2.63,0.52,0.72
Mauricio Rua,205 lbs.,44.010958904109586,185.42000000000002,193.04,Orthodox,3.57,0.5,2.01,0.48,0.7,2.79,0.54,0.49
Murilo Rua,185 lbs.,45.52328767123288,180.34,,Orthodox,2.48,0.45,1.97,0.45,1.2,1.85,0.53,0.37
Marco Ruas,210 lbs.,64.86301369863014,185.42000000000002,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodrigo Ruas,185 lbs.,48.15068493150685,177.8,,Orthodox,1.28,0.35,0.0,0.0,0.0,7.0,0.41,0.0
Rodolfo Rubio Perez,145 lbs.,38.83013698630137,165.1,,Orthodox,1.13,0.36,2.0,0.33,0.0,1.0,0.62,0.33
Robert Ruchala,145 lbs.,27.53150684931507,172.72,182.88,Switch,2.27,0.35,2.0,0.33,0.0,3.27,0.57,0.0
Gabe Ruediger,155 lbs.,48.25479452054795,177.8,,Orthodox,1.7,0.31,2.04,0.11,0.0,5.16,0.41,0.28
Mauricio Ruffy,155 lbs.,29.44109589041096,180.34,190.5,Orthodox,3.84,0.57,0.0,0.0,0.0,4.16,0.6,0.84
Eddie Ruiz,155 lbs.,58.48219178082192,170.18,,Orthodox,0.2,0.25,2.0,0.12,0.0,1.4,0.47,0.0
Anthony Ruiz,205 lbs.,48.07397260273972,187.96,,Orthodox,2.56,0.64,1.43,0.31,0.0,1.67,0.28,0.21
Paul Ruiz,135 lbs.,38.43287671232877,167.64000000000001,,,1.4,0.33,0.0,0.0,20.9,1.4,0.75,1.0
Montserrat Conejo Ruiz,115 lbs.,32.81095890410959,152.4,154.94,Southpaw,2.21,0.29,1.75,0.5,0.6,6.19,0.44,0.44
Mike Russow,255 lbs.,49.21917808219178,185.42000000000002,185.42000000000002,Orthodox,1.55,0.47,4.66,0.43,0.7,2.9,0.59,0.0
Bas Rutten,205 lbs.,60.772602739726025,185.42000000000002,,Orthodox,5.59,0.61,0.0,0.0,0.0,2.06,0.79,0.0
Mashrabjon Ruzibaev,155 lbs.,29.775342465753425,172.72,170.18,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nursulton Ruziboev,185 lbs.,32.01917808219178,195.58,193.04,Orthodox,2.59,0.46,0.75,0.66,0.0,2.89,0.48,0.33
Casey Ryan,185 lbs.,38.42191780821918,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yusup Saadulaev,135 lbs.,40.66301369863014,167.64000000000001,,,0.57,0.45,5.73,0.6,1.0,0.96,0.66,0.0
Cameron Saaiman,135 lbs.,24.92876712328767,172.72,170.18,Southpaw,5.3,0.46,0.89,0.28,0.7,4.14,0.51,0.47
Pete Sabala,135 lbs.,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Sabatello,135 lbs.,32.657534246575345,177.8,180.34,Orthodox,2.07,0.57,3.0,0.75,1.0,0.2,0.25,1.0
Pat Sabatini,145 lbs.,35.04931506849315,172.72,177.8,Orthodox,1.87,0.62,3.98,0.48,1.8,1.22,0.49,0.5
Amir Sadollah,170 lbs.,45.25753424657534,177.8,190.5,Orthodox,4.71,0.46,0.57,0.27,0.3,3.55,0.6,0.6
Nazim Sadykhov,155 lbs.,31.53150684931507,177.8,175.26,Southpaw,5.55,0.5,1.29,0.55,0.3,5.89,0.5,0.75
Frankie Saenz,135 lbs.,45.298630136986304,167.64000000000001,167.64000000000001,Orthodox,3.94,0.47,1.74,0.31,0.1,3.5,0.52,0.61
Terrance Saeteurn,125 lbs.,30.493150684931507,167.64000000000001,170.18,Orthodox,3.82,0.4,0.0,0.0,0.0,3.82,0.52,0.0
Saparbeg Safarov,185 lbs.,39.12328767123287,185.42000000000002,198.12,Orthodox,4.03,0.48,2.52,0.41,0.0,2.96,0.47,0.33
Tarec Saffiedine,170 lbs.,39.227397260273975,177.8,177.8,Switch,4.05,0.47,0.52,0.36,0.1,3.06,0.62,0.84
Jason Saggo,155 lbs.,40.013698630136986,180.34,180.34,Orthodox,2.5,0.39,2.33,0.4,0.0,2.94,0.52,0.23
Kiru Sahota,125 lbs.,30.4986301369863,177.8,185.42000000000002,Orthodox,4.05,0.52,0.92,0.33,0.5,2.64,0.41,0.5
Tatsuya Saika,155 lbs.,35.19178082191781,182.88,185.42000000000002,Orthodox,6.67,0.44,0.0,0.0,0.0,9.91,0.43,0.66
Mridul Saikia,125 lbs.,28.54794520547945,170.18,172.72,Orthodox,0.91,0.28,0.0,0.0,0.0,2.74,0.36,0.0
Kaushik Saikumar,135 lbs.,27.956164383561642,177.8,180.34,Orthodox,0.81,0.28,0.0,0.0,1.2,5.35,0.41,0.33
