FIGHTER,WEIGHT,AGE,HEIGHT,REACH,STANCE,SLpM,Str. Acc %,TD Avg 15min,TD Acc %,Sub. Avg 15min,SApM,Str. Def %,TD Def. %
Myles Jury,65.77083999999999,37.134246575342466,177.8,185.42000000000002,Orthodox,2.94,0.42,2.16,0.55,0.3,2.16,0.66,0.5
Cristiane Justino,65.77083999999999,40.44931506849315,172.72,172.72,Orthodox,7.28,0.52,0.66,0.55,0.4,2.25,0.64,0.94
Patrick Kaase,83.91452,,175.26,,,4.4,0.67,0.0,0.0,0.0,0.53,0.5,0.5
Emily Kagan,52.16308,44.43835616438356,160.02,,,2.6,0.36,1.86,0.14,0.0,5.29,0.38,0.5
Oron Kahlon,61.23492,41.12602739726027,172.72,177.8,Orthodox,0.85,0.37,0.0,0.0,0.0,4.93,0.36,0.4
Kaiwen,65.77083999999999,30.172602739726027,172.72,180.34,Switch,3.73,0.42,1.41,0.26,0.0,4.72,0.54,0.92
Sirwan Kakai,61.23492,36.21095890410959,165.1,,Orthodox,3.57,0.41,4.0,0.42,0.0,4.63,0.62,0.83
Saidyokub Kakhramonov,61.23492,30.09315068493151,172.72,175.26,Orthodox,2.05,0.51,6.63,0.48,1.9,0.88,0.58,0.83
Geza Kalman,90.7184,,185.42000000000002,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryson Kamaka,77.11064,,180.34,,Orthodox,9.47,0.6,0.0,0.0,0.0,12.63,0.0,1.0
Kai Kamaka,65.77083999999999,30.95068493150685,170.18,175.26,Orthodox,4.96,0.57,1.93,0.58,0.3,5.29,0.55,0.52
Shah Kamali,120.20188,27.145205479452056,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shuya Kamikubo,61.23492,32.68493150684932,165.1,172.72,Switch,3.83,0.54,1.5,0.15,0.5,4.9,0.47,0.0
Daichi Kamiya,70.30676,26.663013698630138,172.72,172.72,Southpaw,1.69,0.53,5.07,0.27,0.0,4.5,0.35,1.0
Martin Kampmann,77.11064,43.679452054794524,182.88,182.88,Orthodox,3.22,0.42,1.86,0.41,2.0,3.28,0.62,0.78
Koya Kanda,65.77083999999999,29.994520547945207,175.26,190.5,Southpaw,3.63,0.41,2.0,0.18,0.0,2.9,0.53,1.0
Bharat Kandare,61.23492,38.5013698630137,170.18,182.88,Orthodox,0.7,0.1,0.0,0.0,0.0,1.88,0.72,0.0
Hiromitsu Kanehara,90.7184,55.21917808219178,177.8,,Orthodox,0.76,0.22,0.0,0.0,0.4,4.39,0.4,0.4
Masanori Kanehara,61.23492,43.087671232876716,170.18,170.18,Orthodox,1.88,0.49,1.44,0.5,0.9,1.63,0.62,0.63
Ken Kaneko,73.028312,49.175342465753424,182.88,,Orthodox,0.0,0.0,0.0,0.0,3.5,0.94,0.42,0.0
Denis Kang,83.91452,48.26301369863014,180.34,195.58,Orthodox,2.27,0.35,2.51,0.65,1.2,1.65,0.67,0.38
Kyung Ho Kang,61.23492,38.27945205479452,175.26,185.42000000000002,Orthodox,3.13,0.47,1.97,0.5,0.8,3.32,0.54,0.68
Manel Kape,56.699,32.09315068493151,165.1,172.72,Southpaw,5.04,0.55,0.42,0.3,0.3,4.05,0.57,0.81
David Kaplan,70.30676,46.0986301369863,170.18,,Orthodox,2.88,0.46,4.88,0.43,0.7,4.32,0.67,0.0
Kai Kara-France,56.699,32.73150684931507,162.56,175.26,Orthodox,4.46,0.4,0.56,0.3,0.0,3.24,0.64,0.83
Georgi Karakhanyan,65.77083999999999,40.56164383561644,172.72,,,4.49,0.39,1.41,0.5,1.9,5.0,0.54,0.33
Alex Karalexis,70.30676,48.25479452054795,172.72,167.64000000000001,Orthodox,2.57,0.42,2.7,0.45,0.9,2.39,0.54,0.86
Ernesta Kareckaite,56.699,27.45205479452055,175.26,180.34,Orthodox,7.38,0.42,0.67,0.66,0.0,6.09,0.48,0.82
Impa Kasanganay,77.11064,31.91780821917808,180.34,190.5,Orthodox,4.96,0.48,1.75,0.58,0.2,3.66,0.58,0.66
Jinnosuke Kashimura,70.30676,24.345205479452055,170.18,180.34,Southpaw,0.21,0.5,3.16,1.0,6.3,7.37,0.25,0.0
Nadia Kassem,56.699,30.09041095890411,165.1,167.64000000000001,Southpaw,3.13,0.41,0.46,0.33,2.8,4.48,0.48,0.4
Yusuke Kasuya,70.30676,36.09041095890411,170.18,,Southpaw,2.17,0.44,1.36,0.33,0.0,4.34,0.48,0.0
Tetsuji Kato,70.30676,48.04657534246575,,,Orthodox,1.2,0.29,2.0,0.57,0.5,2.1,0.7,0.8
Hisaki Kato,83.91452,43.26027397260274,182.88,,,2.8,0.48,1.62,1.0,0.0,1.72,0.68,0.0
Brad Katona,61.23492,34.0,167.64000000000001,162.56,Orthodox,4.81,0.52,1.86,0.34,0.0,4.75,0.5,0.61
Calvin Kattar,65.77083999999999,37.73424657534247,180.34,182.88,Orthodox,4.41,0.37,0.34,0.29,0.1,6.55,0.54,0.77
Sarah Kaufman,61.23492,40.24931506849315,165.1,167.64000000000001,Orthodox,6.65,0.46,0.38,0.57,0.0,4.0,0.62,0.81
Lone'er Kavanagh,56.699,26.523287671232875,167.64000000000001,170.18,Orthodox,4.29,0.49,1.79,0.5,0.4,3.69,0.58,0.88
Yusuke Kawaguchi,115.66596,45.35342465753425,182.88,,,2.87,0.47,0.0,0.0,0.0,3.93,0.5,0.72
Canaan Kawaihae,65.77083999999999,28.30958904109589,182.88,180.34,Southpaw,2.83,0.51,0.0,0.0,0.0,4.59,0.36,1.0
Tatsuya Kawajiri,65.77083999999999,47.62465753424657,170.18,175.26,Orthodox,2.04,0.44,3.63,0.48,1.1,2.01,0.5,0.63
Ryo Kawamura,92.98636,44.47945205479452,180.34,,Orthodox,0.6,0.16,0.0,0.0,0.0,3.93,0.39,0.06
Masuto Kawana,65.77083999999999,30.882191780821916,167.64000000000001,175.26,Orthodox,2.54,0.41,11.67,0.55,0.0,3.79,0.41,1.0
Doug Kay,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toshiomi Kazama,61.23492,28.59178082191781,170.18,175.26,Orthodox,1.49,0.53,1.94,0.16,1.0,4.56,0.38,0.66
Julie Kedzie,61.23492,44.76164383561644,165.1,,Orthodox,2.9,0.36,1.14,0.23,0.0,3.18,0.46,0.78
Ryan Keenan,77.11064,40.515068493150686,177.8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Losene Keita,65.77083999999999,27.964383561643835,172.72,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CJ Keith,70.30676,39.364383561643834,182.88,,Orthodox,0.86,0.5,0.0,0.0,0.0,1.82,0.5,0.62
Chris Kelades,56.699,44.83013698630137,170.18,172.72,Orthodox,2.4,0.43,1.04,0.18,0.3,2.64,0.48,0.53
Brian Kelleher,61.23492,39.33698630136986,167.64000000000001,167.64000000000001,Switch,3.31,0.41,1.68,0.41,0.7,4.59,0.54,0.6
Mayana Kellem,61.23492,44.45753424657534,165.1,,Orthodox,1.94,0.22,0.0,0.0,0.0,2.9,0.62,0.0
Tony Kelley,61.23492,38.912328767123284,175.26,177.8,Switch,5.55,0.47,0.0,0.0,1.4,4.85,0.45,0.52
Paul Kelly,70.30676,41.271232876712325,175.26,177.8,Orthodox,3.22,0.37,1.34,0.6,1.5,2.61,0.59,0.3
John Kelly,77.11064,47.38904109589041,175.26,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Kelly,83.91452,48.14246575342466,182.88,177.8,Southpaw,3.62,0.38,1.86,0.34,0.3,4.64,0.61,0.78
Tim Kennedy,83.91452,46.30684931506849,180.34,187.96,Orthodox,2.78,0.47,2.58,0.35,0.7,1.84,0.62,0.7
Steve Kennedy,77.11064,42.79178082191781,180.34,,Orthodox,2.28,0.35,2.51,0.33,0.0,5.52,0.45,0.0
Jeremy Kennedy,65.77083999999999,33.25479452054795,180.34,180.34,Orthodox,2.22,0.46,5.73,0.52,0.0,2.58,0.47,0.66
Waylon Kennell,83.91452,,182.88,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Casey Kenney,61.23492,34.75068493150685,170.18,172.72,Southpaw,4.85,0.42,1.09,0.35,0.4,4.67,0.58,0.61
Maimaitituoheti Keremuaili,61.23492,34.75616438356165,167.64000000000001,167.64000000000001,Orthodox,1.47,0.52,1.0,0.33,0.0,1.67,0.37,0.84
Aurelijus Kerpe,,,,,Orthodox,1.26,0.16,0.0,0.0,0.0,8.21,0.31,0.0
Mark Kerr,120.655472,57.00821917808219,190.5,,Switch,0.28,0.41,2.92,0.77,0.4,0.89,0.28,0.0
Will Kerr,70.30676,43.16712328767123,177.8,175.26,Orthodox,1.91,0.42,0.0,0.0,14.3,6.22,0.33,0.0
Ron Keslar,83.91452,45.679452054794524,,,,0.0,0.0,0.0,0.0,7.7,2.05,0.6,1.0
Rustam Khabilov,70.30676,39.12602739726027,172.72,185.42000000000002,Orthodox,1.98,0.34,3.95,0.41,0.1,2.16,0.65,0.61
Adam Khaliev,77.11064,41.679452054794524,182.88,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergey Khandozhko,77.11064,33.583561643835615,185.42000000000002,187.96,Orthodox,3.41,0.41,0.76,0.28,0.0,2.37,0.6,0.61
Sergei Kharitonov,111.13004,45.342465753424655,182.88,,Orthodox,3.9,0.44,1.16,0.53,1.0,3.03,0.54,0.7
Alfred Khashakyan,61.23492,37.42465753424658,172.72,177.8,Orthodox,6.14,0.42,3.54,0.25,0.0,6.38,0.4,0.0
Aziz Khaydarov,70.30676,32.23013698630137,180.34,182.88,Orthodox,2.6,0.61,0.0,0.0,0.0,2.8,0.61,0.85
Mansher Khera,70.30676,33.676712328767124,177.8,172.72,Orthodox,2.8,0.38,2.0,0.14,0.0,2.6,0.38,1.0
Aliaskhab Khizriev,83.91452,35.320547945205476,175.26,187.96,Southpaw,6.01,0.64,5.64,0.6,3.8,4.38,0.61,1.0
WonBin Ki,70.30676,34.85205479452055,180.34,185.42000000000002,Orthodox,6.73,0.5,0.73,0.2,0.0,4.21,0.55,0.5
Pannie Kianzad,61.23492,34.03013698630137,170.18,167.64000000000001,Orthodox,4.88,0.49,0.41,0.33,0.1,4.09,0.51,0.65
Akira Kikuchi,70.30676,47.416438356164385,172.72,,Orthodox,3.67,0.56,2.0,0.4,0.0,0.4,0.14,1.0
Katsunori Kikuno,65.77083999999999,44.13972602739726,172.72,167.64000000000001,Orthodox,2.64,0.4,1.88,0.75,0.8,2.47,0.61,0.76
Sanae Kikuta,90.7184,54.28767123287671,175.26,,Orthodox,0.7,0.45,1.6,0.63,1.8,0.9,0.52,0.25
Jacob Kilburn,65.77083999999999,30.473972602739725,175.26,182.88,Orthodox,2.56,0.33,0.51,0.05,0.5,6.78,0.35,0.2
Dong Hyun Kim,77.11064,44.09315068493151,187.96,193.04,Southpaw,2.12,0.49,2.93,0.43,0.6,1.89,0.58,0.71
Jin Oh Kim,92.98636,46.02739726027397,175.26,,Orthodox,5.06,0.25,0.0,0.0,0.0,8.43,0.5,0.66
Dae Won Kim,81.64656,46.13972602739726,180.34,,Orthodox,1.75,0.32,3.43,0.42,0.0,2.51,0.36,0.0
Jong Wang Kim,108.86207999999999,,185.42000000000002,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jong Won Kim,63.049288,49.087671232876716,170.18,,Orthodox,0.84,0.15,2.81,1.0,0.0,3.28,0.63,0.0
Min Soo Kim,115.66596,50.917808219178085,185.42000000000002,,Southpaw,0.87,1.0,0.0,0.0,0.0,3.48,0.2,0.0
Jong Man Kim,63.049288,47.8054794520548,170.18,,Orthodox,1.33,0.21,0.0,0.0,0.0,3.0,0.6,0.0
Ji Yeon Kim,56.699,36.16986301369863,170.18,182.88,Orthodox,5.37,0.36,0.0,0.0,0.1,5.41,0.56,0.5
MinWoo Kim,61.23492,32.41095890410959,172.72,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HanSeul Kim,77.11064,35.5013698630137,185.42000000000002,185.42000000000002,Southpaw,5.79,0.42,0.0,0.0,1.7,5.68,0.52,0.5
KyeungPyo Kim,70.30676,33.88767123287671,175.26,180.34,Orthodox,6.77,0.46,3.87,0.4,0.0,6.32,0.63,1.0
Sangwook Kim,70.30676,32.16986301369863,182.88,180.34,Orthodox,5.35,0.57,2.1,0.29,1.7,5.49,0.45,0.71
SangWon Kim,65.77083999999999,32.295890410958904,175.26,175.26,Orthodox,3.18,0.57,0.69,0.25,0.0,3.73,0.58,0.72
KyuSung Kim,56.699,33.11780821917808,180.34,175.26,Orthodox,1.53,0.53,0.0,0.0,0.0,0.87,0.69,0.33
So Yul Kim,52.16308,28.564383561643837,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Kimball,92.98636,34.95890410958904,182.88,182.88,Switch,2.81,0.46,1.41,0.2,0.0,3.84,0.49,0.5
Rob Kimmons,83.91452,44.89041095890411,177.8,185.42000000000002,Orthodox,1.86,0.48,2.08,0.46,2.4,4.79,0.38,0.25
Dustin Kimura,61.23492,36.58082191780822,170.18,180.34,Orthodox,1.33,0.21,0.93,0.37,2.2,3.82,0.51,0.5
Taiei Kin,83.91452,55.463013698630135,180.34,,Orthodox,2.71,0.6,0.0,0.0,0.0,1.33,0.52,0.55
Mike King,83.91452,42.38082191780822,190.5,,,4.44,0.58,1.75,0.25,3.5,1.29,0.72,0.4
Kyle Kingsbury,92.98636,43.75068493150685,193.04,200.66,Orthodox,2.97,0.4,2.64,0.41,0.0,3.81,0.51,0.52
Yusaku Kinoshita,77.11064,25.32054794520548,182.88,180.34,Southpaw,4.65,0.5,0.0,0.0,0.0,5.12,0.51,0.5
Kamuela Kirk,70.30676,31.682191780821917,177.8,190.5,Switch,3.22,0.5,1.5,0.26,1.2,5.87,0.4,0.47
Yurij Kiseliov,83.91452,49.4,172.72,,Orthodox,4.88,0.87,0.0,0.0,0.0,0.0,0.0,0.5
Justine Kish,56.699,37.68493150684932,165.1,162.56,Orthodox,4.51,0.48,0.87,0.33,0.1,4.59,0.57,0.5
Koji Kitao,158.7572,62.205479452054796,200.66,,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Satoru Kitaoka,69.853168,45.87945205479452,167.64000000000001,,,0.68,0.33,0.62,0.1,2.1,2.15,0.45,0.27
Top Noi Kiwram,56.699,33.342465753424655,165.1,170.18,Southpaw,4.47,0.59,2.72,0.85,0.0,3.23,0.66,0.74
Ludovit Klein,70.30676,30.81917808219178,170.18,182.88,Southpaw,3.76,0.53,1.37,0.51,0.0,3.48,0.53,0.76
Nick Klein,83.91452,30.276712328767122,185.42000000000002,195.58,Orthodox,2.51,0.56,5.79,0.35,1.9,3.41,0.39,0.66
Seth Kleinbeck,83.91452,52.413698630136984,187.96,,,2.55,0.33,0.98,0.25,0.0,2.42,0.4,0.9
Stefan Klever,83.91452,,,,Orthodox,0.82,0.5,0.0,0.0,0.0,3.84,0.58,0.0
Fatima Kline,52.16308,25.43013698630137,167.64000000000001,170.18,Orthodox,3.94,0.49,1.21,0.6,0.0,2.29,0.59,0.5
Felix Klinkhammer,77.11064,,182.88,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drakkar Klose,70.30676,37.78082191780822,175.26,177.8,Orthodox,4.25,0.55,1.49,0.26,0.0,3.65,0.49,0.69
Michael Knaap,99.79024,41.81369863013698,187.96,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Knabjian,77.11064,41.46027397260274,177.8,,Orthodox,0.0,0.0,0.0,0.0,0.0,15.56,0.22,1.0
Jason Knight,65.77083999999999,33.43013698630137,177.8,180.34,Orthodox,2.95,0.33,1.31,0.31,1.7,3.02,0.51,0.47
William Knight,92.98636,37.71232876712329,177.8,185.42000000000002,Orthodox,2.62,0.56,1.78,0.4,0.4,3.3,0.35,0.48
Josefine Knutsson,52.16308,29.92054794520548,160.02,152.4,Orthodox,4.24,0.51,1.6,0.72,0.0,2.13,0.54,0.35
Seokhyeon Ko,77.11064,32.23287671232877,177.8,180.34,Southpaw,2.73,0.59,4.0,0.63,0.3,1.42,0.58,0.75
Isao Kobayashi,65.77083999999999,37.14246575342466,172.72,,,1.01,0.33,2.17,1.0,0.0,1.66,0.45,1.0
Kelly Kobold,61.23492,42.81917808219178,167.64000000000001,,Orthodox,2.33,0.21,1.67,0.11,0.0,4.11,0.59,0.0
Erik Koch,77.11064,37.20821917808219,177.8,180.34,Southpaw,2.33,0.42,1.02,0.42,1.0,2.82,0.47,0.81
Sokun Koh,92.98636,,185.42000000000002,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shingo Kohara,61.23492,,167.64000000000001,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brad Kohler,99.79024,61.583561643835615,175.26,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Kohler,70.30676,49.43561643835616,175.26,,Orthodox,0.81,0.33,0.0,0.0,4.0,4.31,0.46,0.0
Tsuyoshi Kohsaka,102.0582,55.8027397260274,180.34,,Orthodox,1.88,0.38,1.32,0.2,0.4,4.41,0.54,0.33
Kaloyan Kolev,92.98636,33.16986301369863,187.96,185.42000000000002,Orthodox,1.12,0.45,10.11,0.6,0.0,4.49,0.42,0.0
John Kolosci,83.91452,51.07397260273972,180.34,,Orthodox,0.21,0.2,0.0,0.0,0.0,0.85,0.5,0.0
Yuki Kondo,83.007336,50.43561643835616,180.34,,Southpaw,1.14,0.42,0.76,0.41,0.5,2.57,0.51,0.37
Syuri Kondo,52.16308,36.86027397260274,162.56,167.64000000000001,Orthodox,5.4,0.44,0.0,0.0,0.3,7.22,0.58,0.83
Mantas Kondratavicius,83.91452,26.41917808219178,187.96,190.5,Orthodox,4.55,0.33,13.64,1.0,0.0,3.64,0.6,0.0
Cheick Kongo,108.86207999999999,50.602739726027394,193.04,208.28,Orthodox,3.33,0.56,2.3,0.56,0.2,1.28,0.54,0.52
Andrei Kopylov,120.20188,60.443835616438356,187.96,,Orthodox,0.33,0.66,0.0,0.0,0.0,4.31,0.4,0.0
Roman Kopylov,83.91452,34.62739726027397,182.88,190.5,Southpaw,4.74,0.5,1.02,0.42,0.0,5.08,0.53,0.87
Bruno Korea,61.23492,34.47671232876712,167.64000000000001,165.1,,2.12,0.34,0.0,0.0,0.0,3.96,0.42,0.25
Chungreng Koren,61.23492,27.873972602739727,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrey Koreshkov,77.11064,35.323287671232876,182.88,,,2.84,0.39,4.8,0.53,0.0,1.92,0.63,0.0
Josh Koscheck,77.11064,48.06027397260274,177.8,185.42000000000002,Orthodox,1.79,0.36,2.46,0.48,0.4,2.27,0.63,0.64
Steven Koslow,56.699,28.9013698630137,170.18,175.26,Switch,0.77,0.37,5.28,0.55,1.1,3.73,0.4,0.0
Naoyuki Kotani,70.30676,44.035616438356165,172.72,167.64000000000001,Southpaw,1.02,0.31,0.83,0.16,0.8,2.89,0.5,0.46
Ilya Kotau,77.11064,,,,,3.94,0.4,6.57,1.0,6.6,4.38,0.44,1.0
Iouri Kotchkine,106.59412,56.00821917808219,187.96,,Orthodox,0.67,0.38,0.0,0.0,0.0,4.92,0.15,0.25
Matt Kovacs,110.676448,44.61917808219178,182.88,,Orthodox,1.47,0.22,1.0,0.25,0.0,4.87,0.44,0.0
Marcus Kowal,61.23492,48.73424657534247,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karolina Kowalkiewicz,52.16308,40.18082191780822,160.02,162.56,Orthodox,5.54,0.42,0.36,0.23,0.2,5.77,0.56,0.74
Steve Kozola,70.30676,,,,,3.9,0.39,2.34,1.0,0.0,4.36,0.5,1.0
Derrick Krantz,77.11064,37.93424657534246,177.8,182.88,Orthodox,2.07,0.37,3.18,0.5,0.8,4.03,0.5,0.0
James Krause,77.11064,39.54520547945206,187.96,185.42000000000002,Orthodox,4.79,0.49,0.96,0.18,0.9,4.11,0.61,0.59
Pascal Krauss,77.11064,38.67123287671233,185.42000000000002,,Orthodox,5.45,0.47,1.53,0.5,0.9,3.88,0.59,0.6
Rene Kronvold,77.11064,55.97260273972603,172.72,,Orthodox,0.82,1.0,0.0,0.0,4.1,2.47,0.6,0.66
Kaynan Kruschewsky,70.30676,34.70958904109589,182.88,185.42000000000002,Orthodox,5.67,0.5,2.74,1.0,2.1,5.71,0.46,0.75
Jorgen Kruth,92.98636,51.62739726027397,187.96,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikita Krylov,92.98636,33.78356164383562,190.5,195.58,Orthodox,4.31,0.54,2.17,0.38,1.4,2.58,0.44,0.53
Mariusz Ksiazkiewicz,83.91452,36.20821917808219,190.5,190.5,Southpaw,0.93,0.45,4.0,1.0,2.0,3.4,0.39,0.0
Eliezer Kubanza,77.11064,27.983561643835618,175.26,187.96,Orthodox,2.11,0.5,0.0,0.0,0.0,6.97,0.37,1.0
Junya Kudo,61.23492,42.74520547945205,,,Orthodox,1.85,0.71,0.0,0.0,0.0,4.44,0.33,0.0
John Kuhner,77.11064,43.19178082191781,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Kuiper,83.91452,36.534246575342465,182.88,185.42000000000002,Orthodox,3.28,0.54,2.3,0.55,0.0,3.62,0.54,0.79
Anton Kuivanen,70.30676,41.63835616438356,172.72,182.88,Orthodox,2.27,0.38,1.2,1.0,0.4,1.63,0.67,0.71
Maiju Kujala,61.23492,39.81917808219178,,,,2.5,0.4,0.0,0.0,0.0,5.5,0.36,0.5
Sumit Kumar,56.699,25.268493150684932,165.1,167.64000000000001,Orthodox,2.8,0.24,6.0,0.3,0.0,4.67,0.46,0.6
Aleksei Kunchenko,77.11064,41.635616438356166,172.72,177.8,Orthodox,3.67,0.44,0.25,0.33,0.0,2.83,0.63,0.8
Rizvan Kuniev,108.86207999999999,33.775342465753425,193.04,193.04,Orthodox,4.45,0.58,1.45,0.75,0.0,2.45,0.45,0.9
Keigo Kunihara,106.59412,,182.88,,Orthodox,0.17,0.1,4.97,0.4,2.5,1.99,0.57,1.0
Kiichi Kunimoto,77.11064,44.64109589041096,177.8,180.34,Orthodox,1.87,0.44,1.59,0.2,0.3,3.92,0.41,0.28
Jon Kunneman,83.91452,26.427397260273974,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leo Kuntz,70.30676,42.21643835616438,177.8,,Orthodox,1.68,0.32,1.99,0.25,0.7,3.8,0.45,0.33
Korey Kuppe,77.11064,36.9041095890411,195.58,195.58,Switch,0.73,0.73,0.0,0.0,1.0,1.33,0.31,0.69
Ramazan Kuramagomedov,77.11064,29.317808219178083,185.42000000000002,185.42000000000002,Orthodox,11.67,0.67,1.0,0.14,0.0,9.13,0.54,0.0
Tsuyoshi Kurihara,83.91452,52.446575342465756,177.8,,Orthodox,0.0,0.0,0.0,0.0,0.0,12.0,0.5,0.0
Eldari Kurtanidze,106.59412,53.68767123287671,167.64000000000001,,Orthodox,0.47,0.2,0.0,0.0,0.0,3.72,0.6,0.0
Kyle Kurtz,77.11064,,,,,1.31,0.36,1.23,0.2,2.5,2.95,0.52,0.0
Guram Kutateladze,70.30676,33.945205479452056,180.34,182.88,Orthodox,3.53,0.45,0.61,0.15,0.0,4.22,0.54,0.75
Vadym Kutsyi,77.11064,34.42191780821918,182.88,180.34,Orthodox,5.53,0.48,3.53,0.4,0.0,4.94,0.55,0.0
Lina Kvokov,61.23492,,175.26,,Orthodox,2.31,0.3,0.0,0.0,0.0,12.12,0.19,0.0
Kaleo Kwan,70.30676,55.397260273972606,170.18,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarrod Kwitty,83.91452,,172.72,,,0.53,0.5,8.0,0.5,2.0,4.4,0.32,0.0
Mike Kyle,92.98636,45.726027397260275,193.04,195.58,Orthodox,3.93,0.51,1.33,0.62,0.8,3.35,0.49,0.5
Lisa Kyriacou,56.699,32.084931506849315,165.1,162.56,Orthodox,4.67,0.41,0.0,0.0,0.0,4.4,0.47,0.33
Achmed Labasanov,97.52228,47.66301369863014,190.5,,Orthodox,0.75,0.39,3.0,1.0,0.8,1.1,0.46,0.0
Josh LaBerge,65.77083999999999,,177.8,,,2.53,0.36,0.0,0.0,0.0,5.33,0.44,0.71
Jeremiah Labiano,61.23492,,177.8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Lacerda,56.699,29.534246575342465,167.64000000000001,177.8,Switch,3.95,0.45,2.32,0.5,1.2,8.28,0.34,0.0
Luan Lacerda,61.23492,32.945205479452056,170.18,180.34,Orthodox,4.02,0.46,2.29,0.41,0.9,5.79,0.46,0.66
Kemran Lachinov,77.11064,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aspen Ladd,61.23492,30.8,167.64000000000001,167.64000000000001,Orthodox,3.78,0.47,1.56,0.47,0.6,4.65,0.47,0.62
Ryan LaFlare,77.11064,42.221917808219175,185.42000000000002,187.96,Southpaw,2.89,0.4,2.13,0.44,0.2,1.86,0.63,0.58
Corinne Laframboise,56.699,36.56986301369863,162.56,165.1,Orthodox,3.16,0.68,3.16,1.0,0.0,1.89,0.47,0.33
Ben Lagman,83.91452,39.293150684931504,187.96,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Noad Lahat,65.77083999999999,41.534246575342465,175.26,175.26,Orthodox,2.79,0.46,2.37,0.26,2.4,1.47,0.63,0.16
Tina Lahdemaki,52.16308,37.56164383561644,157.48,,Orthodox,1.93,0.2,0.0,0.0,0.0,4.67,0.57,0.16
Yohan Lainesse,77.11064,33.345205479452055,185.42000000000002,193.04,Orthodox,2.22,0.41,0.94,0.28,0.5,3.38,0.58,0.72
Tim Lajcik,102.0582,60.512328767123286,185.42000000000002,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Todd Lally,65.77083999999999,,170.18,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Lally,77.11064,35.12328767123287,182.88,,Orthodox,5.34,0.39,0.0,0.0,0.0,7.23,0.3,0.0
Ricardo Lamas,65.77083999999999,43.586301369863016,172.72,180.34,Orthodox,3.13,0.47,1.84,0.33,0.9,2.87,0.57,0.46
Jason Lambert,83.91452,50.556164383561644,190.5,190.5,Orthodox,3.21,0.58,1.35,0.36,2.4,1.84,0.5,0.28
Jose Landi-Jons,77.11064,52.28767123287671,180.34,,Orthodox,0.99,0.4,2.2,0.8,2.2,0.77,0.43,0.4
Nate Landwehr,65.77083999999999,37.536986301369865,175.26,182.88,Orthodox,5.63,0.45,0.76,0.41,0.8,5.83,0.52,0.71
Austen Lane,111.13004,38.11232876712329,198.12,203.2,Orthodox,2.74,0.5,1.52,0.28,0.0,2.23,0.4,0.33
Aaron Lanfranco,70.30676,39.31780821917808,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Lang,92.98636,50.61917808219178,180.34,,Southpaw,1.13,0.5,4.22,0.6,4.2,1.41,0.42,0.0
Lionel Lanham,92.98636,45.30684931506849,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lina Lansberg,61.23492,43.775342465753425,170.18,165.1,Orthodox,2.69,0.55,0.52,0.27,0.1,3.87,0.44,0.47
Taylor Lapilus,61.23492,33.6958904109589,167.64000000000001,185.42000000000002,Southpaw,4.59,0.48,0.27,0.33,0.3,2.61,0.62,0.77
Chad Laprise,77.11064,39.41095890410959,177.8,180.34,Orthodox,4.78,0.42,1.05,0.54,0.0,3.59,0.65,0.78
