event,bout,outcome,weightclass,method,round_end,round_end_time,time_format,referee,details,url,date,round_total,fighter1,fighter2,win_streak1,win_streak2,win_streak_delta,dob1,reach1,height1,dob2,reach2,height2,age1,age2,age_delta,reach_delta,height_delta
UFC 325: Volkanovski vs. Lopes 2,Alexander Volkanovski  vs. Diego Lopes ,Fighter1,Featherweight,Decision,5.0,5.0,5 Rnd (5-5-5-5-5),Marc Goddard,Ben Cartlidge 46 - 49.Sal D'amato 46 - 49.Clemens Werner 45 - 50.,http://ufcstats.com/fight-details/b06b43670238c2d8,2026-01-31,5.0,Alexander Volkanovski,Diego Lopes,1.0,1.0,0.0,1988-09-29,180.34,167.64,1994-12-30,182.88,180.34,37.3388090349076,31.08829568788501,6.250513347022586,-2.539999999999992,-12.700000000000017
UFC 325: Volkanovski vs. Lopes 2,Dan Hooker  vs. Benoit Saint Denis ,Fighter2,Lightweight,KO/TKO,2.0,4.75,3 Rnd (5-5-5),Herb Dean,Punches to Head From Mount ,http://ufcstats.com/fight-details/a7ae8f6eb5fc3a79,2026-01-31,3.0,Dan Hooker,Benoit Saint Denis,0.0,3.0,-3.0,1990-02-13,190.5,182.88,1995-12-18,185.42,180.34,35.964407939767284,30.12183436002738,5.842573579739906,5.0800000000000125,2.539999999999992
UFC 325: Volkanovski vs. Lopes 2,Rafael Fiziev  vs. Mauricio Ruffy ,Fighter2,Lightweight,KO/TKO,2.0,4.5,3 Rnd (5-5-5),Daniel Movahedi,Punches to Head On Ground ,http://ufcstats.com/fight-details/57d7a683b85bb87b,2026-01-31,3.0,Rafael Fiziev,Mauricio Ruffy,1.0,0.0,1.0,1993-03-05,180.34,172.72,1996-06-17,190.5,180.34,32.90896646132786,29.623545516769337,3.2854209445585205,-10.159999999999997,-7.6200000000000045
UFC 325: Volkanovski vs. Lopes 2,Tai Tuivasa  vs. Tallison Teixeira ,Fighter2,Heavyweight,Decision,3.0,5.0,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge 28 - 29.Sal D'amato 28 - 29.Evan Field 28 - 29.,http://ufcstats.com/fight-details/67765535bd0b6bdf,2026-01-31,3.0,Tai Tuivasa,Tallison Teixeira,0.0,0.0,0.0,1993-03-16,190.5,187.96,1999-12-07,210.82,200.66,32.878850102669404,26.151950718685832,6.726899383983572,-20.319999999999993,-12.699999999999989
UFC 325: Volkanovski vs. Lopes 2,Quillan Salkilld  vs. Jamie Mullarkey ,Fighter1,Lightweight,Submission,1.0,3.03,3 Rnd (5-5-5),Daniel Movahedi,Neck Crank From Back Control ,http://ufcstats.com/fight-details/32e9bc4d0a19a923,2026-01-31,3.0,Quillan Salkilld,Jamie Mullarkey,3.0,1.0,2.0,1999-12-28,190.5,182.88,1994-08-17,187.96,182.88,26.094455852156056,31.457905544147845,-5.363449691991789,2.539999999999992,0.0
UFC 325: Volkanovski vs. Lopes 2,Junior Tafa  vs. Billy Elekana ,Fighter2,Light Heavyweight,Submission,2.0,3.3,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/d94f1b32a81e3fa1,2026-01-31,3.0,Junior Tafa,Billy Elekana,0.0,2.0,-2.0,1996-09-21,190.5,190.5,1995-05-28,195.58,190.5,29.360711841204655,30.680355920602327,-1.3196440793976727,-5.0800000000000125,0.0
UFC 325: Volkanovski vs. Lopes 2,Cam Rowston  vs. Cody Brundage ,Fighter1,Middleweight,KO/TKO,2.0,4.13,3 Rnd (5-5-5),Jim Perdios,Punches to Head On Ground ,http://ufcstats.com/fight-details/47362cae6ba0e077,2026-01-31,3.0,Cam Rowston,Cody Brundage,1.0,0.0,1.0,1995-01-19,198.12,190.5,1994-05-16,182.88,182.88,31.033538672142367,31.71252566735113,-0.6789869952087635,15.240000000000009,7.6200000000000045
UFC 325: Volkanovski vs. Lopes 2,Jacob Malkoun  vs. Torrez Finney ,Fighter1,Middleweight,Decision,3.0,5.0,3 Rnd (5-5-5),Steve Perceval,Ben Cartlidge 26 - 30.Sal D'amato 27 - 30.Charlie Keech 26 - 30.,http://ufcstats.com/fight-details/0047f8aadca1936f,2026-01-31,3.0,Jacob Malkoun,Torrez Finney,1.0,1.0,0.0,1995-08-26,185.42,175.26,1998-10-24,190.5,172.72,30.43394934976044,27.27173169062286,3.1622176591375784,-5.0800000000000125,2.539999999999992
UFC 325: Volkanovski vs. Lopes 2,Jonathan Micallef  vs. Oban Elliott ,Fighter1,Welterweight,Submission,2.0,3.52,3 Rnd (5-5-5),Marc Goddard,Rear Naked Choke ,http://ufcstats.com/fight-details/78912b78aa946375,2026-01-31,3.0,Jonathan Micallef,Oban Elliott,1.0,0.0,1.0,1999-03-05,195.58,182.88,1997-12-19,182.88,182.88,26.910335386721425,28.11772758384668,-1.2073921971252553,12.700000000000017,0.0
UFC 325: Volkanovski vs. Lopes 2,Kaan Ofli  vs.  Yizha ,Fighter1,Featherweight,Decision,3.0,5.0,3 Rnd (5-5-5),Jim Perdios,Sal D'amato 28 - 29.David Lethaby 28 - 28.Evan Field 28 - 29.,http://ufcstats.com/fight-details/4c1e7e1765a5438a,2026-01-31,3.0,Kaan Ofli,Yizha,1.0,1.0,0.0,1993-06-19,167.64,170.18,1997-01-08,180.34,170.18,32.61875427789185,29.062286105407257,3.556468172484596,-12.700000000000017,0.0
UFC 325: Volkanovski vs. Lopes 2,Sangwook Kim  vs. Dom Mar Fan ,Fighter2,Lightweight,Decision,3.0,5.0,3 Rnd + OT (5-5-5-5),Daniel Movahedi,Ben Cartlidge 27 - 30.Clemens Werner 27 - 30.Charlie Keech 27 - 30.,http://ufcstats.com/fight-details/ad14c502c9c5a7e9,2026-01-31,3.0,Sangwook Kim,Dom Mar Fan,0.0,0.0,0.0,1993-10-17,180.34,182.88,2000-03-19,190.5,180.34,32.290212183436005,25.869952087611225,6.42026009582478,-10.159999999999997,2.539999999999992
UFC 325: Volkanovski vs. Lopes 2,Keiichiro Nakamura  vs. Sebastian Szalay ,Fighter1,Featherweight,KO/TKO,3.0,3.8,3 Rnd + OT (5-5-5-5),Herb Dean,Knee to Head At Distance ,http://ufcstats.com/fight-details/780bae82bdfc7112,2026-01-31,3.0,Keiichiro Nakamura,Sebastian Szalay,0.0,0.0,0.0,1998-12-02,177.8,177.8,1994-02-03,167.64,167.64,27.16495550992471,31.991786447638603,-4.826830937713893,10.160000000000025,10.160000000000025
UFC 325: Volkanovski vs. Lopes 2, Sulangrangbo  vs. Lawrence Lui ,Fighter2,Bantamweight,Decision,3.0,5.0,3 Rnd + OT (5-5-5-5),Jim Perdios,Ben Cartlidge 28 - 29.Sal D'amato 29 - 28.Evan Field 28 - 29.,http://ufcstats.com/fight-details/5c73e0013b859664,2026-01-31,3.0,Sulangrangbo,Lawrence Lui,0.0,0.0,0.0,2005-07-17,167.64,175.26,1996-08-04,182.88,170.18,20.542094455852155,29.492128678986994,-8.950034223134839,-15.240000000000009,5.079999999999984
UFC - Road to UFC 4.6,Nyamjargal Tumendemberel  vs. Terrance Saeteurn ,Fighter1,Flyweight,Submission,1.0,2.88,3 Rnd (5-5-5),Herb Dean,Anaconda Choke On Ground ,http://ufcstats.com/fight-details/16523b1bec3cd7b0,2025-08-22,3.0,Nyamjargal Tumendemberel,Terrance Saeteurn,0.0,0.0,0.0,1998-03-22,180.34,170.18,1995-05-30,170.18,167.64,27.419575633127995,30.23134839151266,-2.8117727583846666,10.159999999999997,2.5400000000000205
UFC 324: Gaethje vs. Pimblett,Justin Gaethje  vs. Paddy Pimblett ,Fighter1,Lightweight,Decision,5.0,5.0,5 Rnd (5-5-5-5-5),Marc Goddard,Mike Bell 47 - 48.Derek Cleary 46 - 49.Sal D'amato 46 - 49.,http://ufcstats.com/fight-details/fa4b3f5ce8055921,2026-01-24,5.0,Justin Gaethje,Paddy Pimblett,1.0,5.0,-4.0,1988-11-14,177.8,180.34,1995-01-03,185.42,177.8,37.1937029431896,31.058179329226558,6.135523613963041,-7.619999999999976,2.539999999999992
UFC 324: Gaethje vs. Pimblett,Sean O'Malley  vs. Song Yadong ,Fighter1,Bantamweight,Decision,3.0,5.0,3 Rnd (5-5-5),Herb Dean,Eric Colon 28 - 29.Chris Lee 28 - 29.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/007e8e0d4a39d82c,2026-01-24,3.0,Sean O'Malley,Song Yadong,0.0,1.0,-1.0,1994-10-24,182.88,180.34,1997-12-02,170.18,172.72,31.252566735112936,28.145106091718002,3.1074606433949334,12.699999999999989,7.6200000000000045
UFC 324: Gaethje vs. Pimblett,Waldo Cortes Acosta  vs. Derrick Lewis ,Fighter1,Heavyweight,KO/TKO,2.0,3.23,3 Rnd (5-5-5),Jason Herzog,Punches to Head On Ground ,http://ufcstats.com/fight-details/d93ee3860196c4ae,2026-01-24,3.0,Waldo Cortes Acosta,Derrick Lewis,2.0,2.0,0.0,1991-10-03,198.12,193.04,1985-02-07,200.66,190.5,34.31074606433949,40.96098562628337,-6.650239561943877,-2.539999999999992,2.539999999999992
UFC 324: Gaethje vs. Pimblett,Arnold Allen  vs. Jean Silva ,Fighter2,Featherweight,Decision,3.0,5.0,3 Rnd (5-5-5),Chris Tognoni,Ron McCarthy 27 - 30.Chris Lee 28 - 29.Mike Bell 28 - 29.,http://ufcstats.com/fight-details/836a188a90e479a5,2026-01-24,3.0,Arnold Allen,Jean Silva,1.0,0.0,1.0,1994-01-22,177.8,172.72,1977-10-08,,167.64,32.00547570157426,48.29568788501027,-16.290212183436005,,5.0800000000000125
UFC 324: Gaethje vs. Pimblett,Arnold Allen  vs. Jean Silva ,Fighter2,Featherweight,Decision,3.0,5.0,3 Rnd (5-5-5),Chris Tognoni,Ron McCarthy 27 - 30.Chris Lee 28 - 29.Mike Bell 28 - 29.,http://ufcstats.com/fight-details/836a188a90e479a5,2026-01-24,3.0,Arnold Allen,Jean Silva,1.0,0.0,1.0,1994-01-22,177.8,172.72,1996-12-27,175.26,170.18,32.00547570157426,29.075975359342916,2.9295003422313464,2.5400000000000205,2.539999999999992
UFC 324: Gaethje vs. Pimblett,Umar Nurmagomedov  vs. Deiveson Figueiredo ,Fighter1,Bantamweight,Decision,3.0,5.0,3 Rnd (5-5-5),Herb Dean,Derek Cleary 27 - 30.Eric Colon 27 - 30.Sal D'amato 27 - 30.,http://ufcstats.com/fight-details/6c9f4799990c3c33,2026-01-24,3.0,Umar Nurmagomedov,Deiveson Figueiredo,1.0,1.0,0.0,1996-01-03,175.26,172.72,1987-12-18,172.72,165.1,30.05886379192334,38.10266940451746,-8.043805612594117,2.539999999999992,7.6200000000000045
UFC 324: Gaethje vs. Pimblett,Ateba Gautier  vs. Andrey Pulyaev ,Fighter1,Middleweight,Decision,3.0,5.0,3 Rnd (5-5-5),Mark Smith,Junichiro Kamijo 27 - 30.Chris Lee 28 - 29.David Lethaby 28 - 29.,http://ufcstats.com/fight-details/33be2456161c14c3,2026-01-24,3.0,Ateba Gautier,Andrey Pulyaev,3.0,1.0,2.0,2002-04-10,205.74,193.04,1997-09-10,198.12,193.04,23.79192334017796,28.372347707049965,-4.5804243668720055,7.6200000000000045,0.0
UFC 324: Gaethje vs. Pimblett,Nikita Krylov  vs. Modestas Bukauskas ,Fighter1,Light Heavyweight,KO/TKO,3.0,4.95,3 Rnd (5-5-5),Marc Goddard,Punch to Head At Distance ,http://ufcstats.com/fight-details/780cab0cd07589e4,2026-01-24,3.0,Nikita Krylov,Modestas Bukauskas,0.0,4.0,-4.0,1992-03-07,195.58,190.5,1994-02-10,193.04,190.5,33.883641341546884,31.953456536618756,1.9301848049281283,2.5400000000000205,0.0
UFC 324: Gaethje vs. Pimblett,Alex Perez  vs. Charles Johnson ,Fighter1,Flyweight,KO/TKO,1.0,3.27,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance ,http://ufcstats.com/fight-details/b5aafe149bec4306,2026-01-24,3.0,Alex Perez,Charles Johnson,0.0,1.0,-1.0,1992-03-21,165.1,167.64,1991-01-10,177.8,175.26,33.84531143052703,35.03901437371663,-1.1937029431895994,-12.700000000000017,-7.6200000000000045
UFC 324: Gaethje vs. Pimblett,Josh Hokit  vs. Denzel Freeman ,Fighter1,Heavyweight,KO/TKO,1.0,4.98,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance ,http://ufcstats.com/fight-details/abfb3ed6dcb0e1f0,2026-01-24,3.0,Josh Hokit,Denzel Freeman,1.0,1.0,0.0,1997-11-12,185.42,185.42,,,,28.199863107460644,,,,
UFC 324: Gaethje vs. Pimblett,Adam Fugitt  vs. Ty Miller ,Fighter2,Welterweight,KO/TKO,1.0,4.98,3 Rnd (5-5-5),Chris Tognoni,Punches to Head At Distance ,http://ufcstats.com/fight-details/210fc45074fba464,2026-01-24,3.0,Adam Fugitt,Ty Miller,0.0,0.0,0.0,1989-01-12,195.58,185.42,2000-06-04,195.58,187.96,37.0321697467488,25.639972621492127,11.392197125256672,0.0,-2.5400000000000205
UFC Fight Night: Royval vs. Kape,Brandon Royval  vs. Manel Kape ,Fighter2,Flyweight,KO/TKO,1.0,3.3,5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head On Ground ,http://ufcstats.com/fight-details/a5a81a39ccf9b680,2025-12-13,5.0,Brandon Royval,Manel Kape,0.0,2.0,-2.0,1992-08-16,172.72,175.26,1993-11-14,172.72,165.1,33.32511978097194,32.07939767282683,1.2457221081451095,0.0,10.159999999999997
UFC Fight Night: Royval vs. Kape,Giga Chikadze  vs. Kevin Vallejos ,Fighter2,Featherweight,KO/TKO,2.0,1.48,3 Rnd (5-5-5),Mark Smith,Spinning Back Fist Head ,http://ufcstats.com/fight-details/24bb03f0a3415fbe,2025-12-13,3.0,Giga Chikadze,Kevin Vallejos,0.0,2.0,-2.0,1988-08-25,187.96,182.88,2001-12-08,172.72,170.18,37.30047912388775,24.01368925393566,13.286789869952088,15.240000000000009,12.699999999999989
UFC Fight Night: Royval vs. Kape,Cesar Almeida  vs. Cezary Oleksiejczuk ,Fighter2,Middleweight,Decision,3.0,5.0,3 Rnd (5-5-5),Kerry Hatley,Mike Bell 27 - 30.Eric Colon 27 - 30.Junichiro Kamijo 27 - 30.,http://ufcstats.com/fight-details/d000cb692343cdcd,2025-12-13,3.0,Cesar Almeida,Cezary Oleksiejczuk,2.0,0.0,2.0,1988-03-28,187.96,185.42,2000-01-06,190.5,190.5,37.711156741957566,25.935660506502394,11.775496235455172,-2.539999999999992,-5.0800000000000125
UFC Fight Night: Royval vs. Kape,Melquizael Costa  vs. Morgan Charriere ,Fighter1,Featherweight,KO/TKO,1.0,1.23,3 Rnd (5-5-5),Eric McMahon,Kick to Head At Distance ,http://ufcstats.com/fight-details/93ca562453f65b8d,2025-12-13,3.0,Melquizael Costa,Morgan Charriere,4.0,1.0,3.0,1996-09-14,180.34,177.8,1995-10-26,175.26,172.72,29.245722108145106,30.132785763175907,-0.8870636550308006,5.0800000000000125,5.0800000000000125
UFC Fight Night: Royval vs. Kape,Kennedy Nzechukwu  vs. Marcus Buchecha ,,Heavyweight,Decision,3.0,5.0,3 Rnd (5-5-5),Herb Dean,Mike Bell 28 - 28.Ron McCarthy 28 - 28.Tony Weeks 28 - 28.,http://ufcstats.com/fight-details/47149f3187661509,2025-12-13,3.0,Kennedy Nzechukwu,Marcus Buchecha,0.0,0.0,0.0,1992-06-13,210.82,195.58,1990-01-08,195.58,187.96,33.50034223134839,35.92881587953457,-2.428473648186177,15.23999999999998,7.6200000000000045
UFC Fight Night: Royval vs. Kape,King Green  vs. Lance Gibson Jr. ,Fighter1,Catch Weight Bout,Decision,3.0,5.0,3 Rnd (5-5-5),Mark Smith,Eric Colon 28 - 29.Junichiro Kamijo 29 - 28.David Sutherland 28 - 29.,http://ufcstats.com/fight-details/fc4ab243d21b795d,2025-12-13,3.0,King Green,Lance Gibson Jr.,0.0,0.0,0.0,1986-09-09,180.34,177.8,1995-02-02,,,39.26078028747433,30.861054072553046,8.399726214921287,,
UFC Fight Night: Royval vs. Kape,Neil Magny  vs. Yaroslav Amosov ,Fighter2,Welterweight,Submission,1.0,3.23,3 Rnd (5-5-5),Herb Dean,Anaconda Choke From Side Control ,http://ufcstats.com/fight-details/0fca825e14429c1f,2025-12-13,3.0,Neil Magny,Yaroslav Amosov,2.0,0.0,2.0,1987-08-03,203.2,190.5,1993-09-09,,,38.362765229295,32.26009582477755,6.102669404517449,,
UFC Fight Night: Royval vs. Kape,Joanderson Brito  vs. Isaac Thomson ,Fighter1,Featherweight,Decision,3.0,5.0,3 Rnd (5-5-5),Eric McMahon,Mike Bell 28 - 29.Adalaide Byrd 28 - 29.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/225e93ebed9b71b8,2025-12-13,3.0,Joanderson Brito,Isaac Thomson,0.0,0.0,0.0,1995-02-11,182.88,172.72,2002-05-03,,,30.836413415468858,23.613963039014372,7.222450376454486,,
UFC Fight Night: Royval vs. Kape,Sean Sharaf  vs. Steven Asplund ,Fighter2,Heavyweight,KO/TKO,2.0,3.82,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance ,http://ufcstats.com/fight-details/a2523a8565fe4361,2025-12-13,3.0,Sean Sharaf,Steven Asplund,0.0,0.0,0.0,1993-07-11,195.58,190.5,1998-07-16,198.12,195.58,32.42436687200548,27.411362080766597,5.013004791238881,-2.539999999999992,-5.0800000000000125
UFC Fight Night: Royval vs. Kape,Allen Frye Jr.  vs. Guilherme Pat ,Fighter2,Heavyweight,Decision,3.0,5.0,3 Rnd (5-5-5),Eric McMahon,Ron McCarthy 27 - 30.Jerin Valel 27 - 30.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/ac56a1052c4c8f63,2025-12-13,3.0,Allen Frye Jr.,Guilherme Pat,0.0,0.0,0.0,1998-04-15,,,,,,27.66324435318275,,,,
UFC 323: Dvalishvili vs. Yan 2,Merab Dvalishvili  vs. Petr Yan ,Fighter2,Bantamweight,Decision,5.0,5.0,5 Rnd (5-5-5-5-5),Marc Goddard,Mike Bell 46 - 49.Eric Colon 46 - 49.Derek Cleary 47 - 48.,http://ufcstats.com/fight-details/4a0db214d9721d6e,2025-12-06,5.0,Merab Dvalishvili,Petr Yan,5.0,3.0,2.0,1991-01-10,172.72,167.64,1993-02-11,170.18,170.18,34.90485968514716,32.81587953456537,2.08898015058179,2.539999999999992,-2.5400000000000205
UFC 323: Dvalishvili vs. Yan 2,Alexandre Pantoja  vs. Joshua Van ,Fighter2,Flyweight,KO/TKO,1.0,0.43,5 Rnd (5-5-5-5-5),Herb Dean,to On GroundArm injury to Pantoja,http://ufcstats.com/fight-details/dfa692db6d39330c,2025-12-06,5.0,Alexandre Pantoja,Joshua Van,5.0,5.0,0.0,1990-04-16,170.18,165.1,2001-10-10,165.1,165.1,35.6413415468857,24.15605749486653,11.485284052019168,5.0800000000000125,0.0
UFC 323: Dvalishvili vs. Yan 2,Brandon Moreno  vs. Tatsuro Taira ,Fighter2,Flyweight,KO/TKO,2.0,2.4,3 Rnd (5-5-5),Mark Smith,Punches to Head From Back Control ,http://ufcstats.com/fight-details/fbbb9e72900b71f5,2025-12-06,3.0,Brandon Moreno,Tatsuro Taira,2.0,1.0,1.0,1993-12-07,177.8,170.18,2000-01-27,177.8,170.18,31.99726214921287,25.859000684462696,6.1382614647501725,0.0,0.0
UFC 323: Dvalishvili vs. Yan 2,Henry Cejudo  vs. Payton Talbott ,Fighter2,Bantamweight,Decision,3.0,5.0,3 Rnd (5-5-5),Chris Tognoni,Eric Colon 27 - 30.Sal D'amato 27 - 30.David Lethaby 27 - 30.,http://ufcstats.com/fight-details/1dc29f4c6fcdd356,2025-12-06,3.0,Henry Cejudo,Payton Talbott,0.0,1.0,-1.0,1987-02-09,162.56,162.56,1998-09-09,177.8,177.8,38.822724161533195,27.241615331964407,11.581108829568787,-15.240000000000009,-15.240000000000009
UFC 323: Dvalishvili vs. Yan 2,Jan Blachowicz  vs. Bogdan Guskov ,,Light Heavyweight,Decision,3.0,5.0,3 Rnd (5-5-5),Jason Herzog,Junichiro Kamijo 28 - 29.Chris Lee 28 - 28.Ron McCarthy 28 - 28.,http://ufcstats.com/fight-details/6d6ab10cbaa45e8c,2025-12-06,3.0,Jan Blachowicz,Bogdan Guskov,0.0,4.0,-4.0,1983-02-24,198.12,187.96,1992-09-12,193.04,190.5,42.78165639972622,33.23203285420944,9.549623545516774,5.0800000000000125,-2.539999999999992
UFC 323: Dvalishvili vs. Yan 2,Grant Dawson  vs. Manuel Torres ,Fighter2,Lightweight,KO/TKO,1.0,2.42,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/c797b58d85c840a4,2025-12-06,3.0,Grant Dawson,Manuel Torres,3.0,1.0,2.0,1994-02-20,182.88,177.8,1995-03-25,185.42,177.8,31.79192334017796,30.702258726899384,1.0896646132785754,-2.539999999999992,0.0
UFC 323: Dvalishvili vs. Yan 2,Terrance McKinney  vs. Chris Duncan ,Fighter2,Lightweight,Submission,1.0,2.5,3 Rnd (5-5-5),Marc Goddard,Anaconda Choke On Ground ,http://ufcstats.com/fight-details/b3d2ac2244e4f791,2025-12-06,3.0,Terrance McKinney,Chris Duncan,2.0,3.0,-1.0,1994-09-15,185.42,177.8,1993-05-10,180.34,177.8,31.225188227241617,32.57494866529774,-1.3497604380561228,5.079999999999984,0.0
UFC 323: Dvalishvili vs. Yan 2,Nazim Sadykhov  vs. Fares Ziam ,Fighter2,Lightweight,KO/TKO,2.0,4.98,3 Rnd (5-5-5),Jason Herzog,Punches to Head On Ground ,http://ufcstats.com/fight-details/10a57b983e59f727,2025-12-06,3.0,Nazim Sadykhov,Fares Ziam,2.0,5.0,-3.0,1994-05-16,175.26,177.8,1997-03-21,190.5,185.42,31.55920602327173,28.711841204654345,2.847364818617386,-15.240000000000009,-7.619999999999976
UFC 323: Dvalishvili vs. Yan 2,Marvin Vettori  vs. Brunno Ferreira ,Fighter2,Middleweight,Decision,3.0,5.0,3 Rnd (5-5-5),Chris Tognoni,Derek Cleary 28 - 29.Eric Colon 28 - 29.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/3c683da1924b6c44,2025-12-06,3.0,Marvin Vettori,Brunno Ferreira,0.0,2.0,-2.0,1993-09-20,187.96,182.88,1992-11-04,182.88,177.8,32.21081451060917,33.086926762491444,-0.8761122518822759,5.0800000000000125,5.079999999999984
UFC 323: Dvalishvili vs. Yan 2,Edson Barboza  vs. Jalin Turner ,Fighter2,Lightweight,KO/TKO,1.0,2.4,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance ,http://ufcstats.com/fight-details/7af407397532f7cf,2025-12-06,3.0,Edson Barboza,Jalin Turner,0.0,0.0,0.0,1986-01-21,190.5,180.34,1995-05-18,195.58,190.5,39.87405886379192,30.55441478439425,9.319644079397673,-5.0800000000000125,-10.159999999999997
UFC 323: Dvalishvili vs. Yan 2,Iwo Baraniewski  vs. Ibo Aslan ,Fighter1,Light Heavyweight,KO/TKO,1.0,1.48,3 Rnd (5-5-5),Marc Goddard,Punches to Head At Distance ,http://ufcstats.com/fight-details/ea660db65bfa998f,2025-12-06,3.0,Iwo Baraniewski,Ibo Aslan,0.0,0.0,0.0,1998-11-20,185.42,182.88,1996-04-23,195.58,190.5,27.044490075290895,29.620807665982205,-2.5763175906913105,-10.160000000000025,-7.6200000000000045
UFC 323: Dvalishvili vs. Yan 2,Mansur Abdul-Malik  vs. Antonio Trocoli ,Fighter1,Middleweight,Submission,1.0,1.15,3 Rnd (5-5-5),Mark Smith,Guillotine Choke Standing ,http://ufcstats.com/fight-details/964ea1777695851b,2025-12-06,3.0,Mansur Abdul-Malik,Antonio Trocoli,0.0,0.0,0.0,1997-10-07,203.2,187.96,1990-12-06,200.66,198.12,28.164271047227928,35.00068446269678,-6.836413415468854,2.539999999999992,-10.159999999999997
UFC 323: Dvalishvili vs. Yan 2,Muhammad Naimov  vs. Mairon Santos ,Fighter2,Featherweight,KO/TKO,3.0,0.35,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance ,http://ufcstats.com/fight-details/40fa4f8b4b93884e,2025-12-06,3.0,Muhammad Naimov,Mairon Santos,2.0,3.0,-1.0,1994-08-07,177.8,175.26,2000-06-10,182.88,170.18,31.33196440793977,25.489390828199863,5.842573579739906,-5.079999999999984,5.079999999999984
UFC Fight Night: Tsarukyan vs. Hooker,Arman Tsarukyan  vs. Dan Hooker ,Fighter1,Lightweight,Submission,2.0,3.57,5 Rnd (5-5-5-5-5),Marc Goddard,Arm Triangle From Mount ,http://ufcstats.com/fight-details/5f5b626e67529056,2025-11-22,5.0,Arman Tsarukyan,Dan Hooker,4.0,3.0,1.0,1996-10-11,182.88,170.18,1990-02-13,190.5,182.88,29.114305270362767,35.77275838466804,-6.658453114305271,-7.6200000000000045,-12.699999999999989
UFC Fight Night: Tsarukyan vs. Hooker,Belal Muhammad  vs. Ian Machado Garry ,Fighter2,Welterweight,Decision,3.0,5.0,3 Rnd (5-5-5),Rich Mitchell,Anders Ohlsson 27 - 30.Vito Paolillo 27 - 30.Mark Collett 28 - 29.,http://ufcstats.com/fight-details/b2218930b982d9b6,2025-11-22,3.0,Belal Muhammad,Ian Machado Garry,0.0,1.0,-1.0,1988-07-09,182.88,180.34,1997-11-17,187.96,190.5,37.37166324435318,28.01368925393566,9.35797399041752,-5.0800000000000125,-10.159999999999997
UFC Fight Night: Tsarukyan vs. Hooker,Volkan Oezdemir  vs. Alonzo Menifield ,Fighter1,Light Heavyweight,KO/TKO,1.0,1.45,3 Rnd (5-5-5),Marc Goddard,Punches to Head At Distance ,http://ufcstats.com/fight-details/870d374f8d9af65a,2025-11-22,3.0,Volkan Oezdemir,Alonzo Menifield,0.0,2.0,-2.0,1989-09-19,190.5,187.96,1987-10-18,193.04,182.88,36.17522245037645,38.09719370294319,-1.9219712525667347,-2.539999999999992,5.0800000000000125
UFC Fight Night: Tsarukyan vs. Hooker,Jack Hermansson  vs. Myktybek Orolbai ,Fighter2,Welterweight,KO/TKO,1.0,2.77,3 Rnd (5-5-5),Daniel Movahedi,Punch to Head At Distance ,http://ufcstats.com/fight-details/8ed609d80e135d94,2025-11-22,3.0,Jack Hermansson,Myktybek Orolbai,0.0,1.0,-1.0,1988-06-10,195.58,185.42,1998-02-10,187.96,177.8,37.451060917180016,27.78097193702943,9.670088980150584,7.6200000000000045,7.619999999999976
UFC Fight Night: Tsarukyan vs. Hooker,Waldo Cortes Acosta  vs. Shamil Gaziev ,Fighter1,Heavyweight,KO/TKO,1.0,1.37,3 Rnd (5-5-5),Lukasz Bosacki,Punch to Head At Distance ,http://ufcstats.com/fight-details/e8307c7686c42d8c,2025-11-22,3.0,Waldo Cortes Acosta,Shamil Gaziev,1.0,2.0,-1.0,1991-10-03,198.12,193.04,1990-02-10,198.12,193.04,34.13826146475017,35.780971937029435,-1.642710472279262,0.0,0.0
UFC Fight Night: Tsarukyan vs. Hooker,Tagir Ulanbekov  vs. Kyoji Horiguchi ,Fighter2,Flyweight,Submission,3.0,2.3,3 Rnd (5-5-5),Rich Mitchell,Rear Naked Choke ,http://ufcstats.com/fight-details/00ee51bba08b7a08,2025-11-22,3.0,Tagir Ulanbekov,Kyoji Horiguchi,4.0,2.0,2.0,1991-08-07,177.8,170.18,1990-10-12,167.64,165.1,34.2943189596167,35.1129363449692,-0.8186173853524963,10.160000000000025,5.0800000000000125
