event,bout,outcome,weightclass,method,round_end,round_end_time,time_format,referee,details,url,date,round_total,fighter1,fighter2,win_streak1,win_streak2,win_streak_delta,dob1,reach1,height1,dob2,reach2,height2,age1,age2,age_delta,reach_delta,height_delta
UFC 310: Pantoja vs. Asakura,Kennedy Nzechukwu  vs. Lukasz Brzeski ,Fighter1,Heavyweight,KO/TKO,1.0,4.85,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance ,http://ufcstats.com/fight-details/eb94412f15c62650,2024-12-07,3.0,Kennedy Nzechukwu,Lukasz Brzeski,1.0,0.0,1.0,1992-06-13,210.82,195.58,1992-05-17,198.12,190.5,32.48459958932238,32.558521560574945,-0.07392197125256672,12.699999999999989,5.0800000000000125
UFC Fight Night: Yan vs. Figueiredo,Petr Yan  vs. Deiveson Figueiredo ,Fighter1,Bantamweight,Decision,5.0,5.0,5 Rnd (5-5-5-5-5),Mike Beltran,Sal D'amato 45 - 50.David Lethaby 45 - 50.Clemens Werner 45 - 50.,http://ufcstats.com/fight-details/f53573316a4f349f,2024-11-23,5.0,Petr Yan,Deiveson Figueiredo,1.0,3.0,-2.0,1993-02-11,170.18,170.18,1987-12-18,172.72,165.1,31.78097193702943,36.93360711841205,-5.1526351813826174,-2.539999999999992,5.0800000000000125
UFC Fight Night: Yan vs. Figueiredo,Song Kenan  vs. Muslim Salikhov ,Fighter2,Welterweight,KO/TKO,1.0,3.82,3 Rnd (5-5-5),Mark Craig,Kick to Head At DistanceWheel kick,http://ufcstats.com/fight-details/bec57d7cce0e6257,2024-11-23,3.0,Song Kenan,Muslim Salikhov,1.0,1.0,0.0,1990-03-10,180.34,182.88,1984-06-09,177.8,180.34,34.70773442847365,40.45722108145106,-5.74948665297741,2.539999999999992,2.539999999999992
UFC Fight Night: Yan vs. Figueiredo,Volkan Oezdemir  vs. Carlos Ulberg ,Fighter2,Light Heavyweight,Decision,3.0,5.0,3 Rnd (5-5-5),Mike Beltran,Mark Christie 27 - 30.Vito Paolillo 27 - 30.Evan Field 28 - 29.,http://ufcstats.com/fight-details/02ec66f311dce539,2024-11-23,3.0,Volkan Oezdemir,Carlos Ulberg,2.0,5.0,-3.0,1989-09-19,190.5,187.96,1990-11-07,195.58,193.04,35.17864476386037,34.04517453798768,1.133470225872692,-5.0800000000000125,-5.079999999999984
UFC Fight Night: Yan vs. Figueiredo,Zhang Mingyang  vs. Ozzy Diaz ,Fighter1,Light Heavyweight,KO/TKO,1.0,2.42,3 Rnd (5-5-5),Kevin Sataki,Elbow to Head At Distance ,http://ufcstats.com/fight-details/56d2c00dfd391fcf,2024-11-23,3.0,Zhang Mingyang,Ozzy Diaz,1.0,0.0,1.0,1998-08-16,190.5,187.96,1990-11-22,200.66,193.04,26.272416153319643,34.0041067761807,-7.731690622861056,-10.159999999999997,-5.079999999999984
UFC Fight Night: Yan vs. Figueiredo,Baergeng Jieleyisi  vs. SuYoung You ,Fighter2,Bantamweight,Decision,3.0,5.0,3 Rnd + OT (5-5-5-5),Mike Beltran,Mark Christie 27 - 30.Clemens Werner 27 - 30.David Lethaby 28 - 29.,http://ufcstats.com/fight-details/9c207acb12c17a67,2024-11-23,3.0,Baergeng Jieleyisi,SuYoung You,0.0,0.0,0.0,1995-11-24,180.34,175.26,1995-12-11,165.1,167.64,28.999315537303218,28.95277207392197,0.04654346338124782,15.240000000000009,7.6200000000000045
UFC Fight Night: Yan vs. Figueiredo,Kiru Sahota  vs. DongHun Choi ,Fighter2,Flyweight,KO/TKO,1.0,2.6,3 Rnd + OT (5-5-5-5),Mark Craig,Punch to Head At Distance ,http://ufcstats.com/fight-details/828de4f5585c908c,2024-11-23,3.0,Kiru Sahota,DongHun Choi,0.0,0.0,0.0,1995-05-28,185.42,177.8,1999-01-02,167.64,165.1,29.492128678986994,25.89185489390828,3.6002737850787128,17.78,12.700000000000017
UFC Fight Night: Yan vs. Figueiredo,Nyamjargal Tumendemberel  vs. Carlos Hernandez ,Fighter2,Flyweight,Decision,3.0,5.0,3 Rnd (5-5-5),Marc Goddard,Mark Collett 28 - 29.Sal D'amato 29 - 28.Clemens Werner 28 - 29.,http://ufcstats.com/fight-details/5dab54e34c2cfe01,2024-11-23,3.0,Nyamjargal Tumendemberel,Carlos Hernandez,0.0,0.0,0.0,1998-03-22,180.34,170.18,1993-10-25,170.18,172.72,26.67488021902806,31.080082135523615,-4.405201916495553,10.159999999999997,-2.539999999999992
UFC Fight Night: Yan vs. Figueiredo,Lone'er Kavanagh  vs. Jose Ochoa ,Fighter1,Flyweight,Decision,3.0,5.0,3 Rnd (5-5-5),Mark Craig,Mark Christie 27 - 30.Evan Field 28 - 29.Vito Paolillo 28 - 29.,http://ufcstats.com/fight-details/38f1c83c19e99fa2,2024-11-23,3.0,Lone'er Kavanagh,Jose Ochoa,0.0,0.0,0.0,1999-06-09,170.18,167.64,2000-12-31,170.18,170.18,25.45927446954141,23.89596167008898,1.5633127994524294,0.0,-2.5400000000000205
UFC Fight Night: Yan vs. Figueiredo,Xiao Long  vs. Quang Le ,Fighter1,Bantamweight,KO/TKO,3.0,1.47,3 Rnd (5-5-5),Mike Beltran,Punch to Head At Distance ,http://ufcstats.com/fight-details/f5f28a8b472b8012,2024-11-23,3.0,Xiao Long,Quang Le,0.0,0.0,0.0,1998-04-13,177.8,172.72,1991-10-18,177.8,170.18,26.614647501711158,33.100616016427104,-6.485968514715946,0.0,2.539999999999992
UFC Fight Night: Yan vs. Figueiredo, Maheshate  vs. Nikolas Motta ,Fighter2,Lightweight,Decision,3.0,5.0,3 Rnd (5-5-5),Kevin Sataki,Evan Field 27 - 30.David Lethaby 27 - 30.Vito Paolillo 27 - 30.,http://ufcstats.com/fight-details/86a2f07e0bf20297,2024-11-23,3.0,Maheshate,Nikolas Motta,1.0,1.0,0.0,1999-12-01,180.34,182.88,1993-02-08,177.8,175.26,24.980150581793293,31.789185489390828,-6.809034907597535,2.539999999999992,7.6200000000000045
UFC 309: Jones vs. Miocic,Jon Jones  vs. Stipe Miocic ,Fighter1,Heavyweight,KO/TKO,3.0,4.48,5 Rnd (5-5-5-5-5),Herb Dean,Spinning Back Kick Body ,http://ufcstats.com/fight-details/b35e47f2f58ef026,2024-11-16,5.0,Jon Jones,Stipe Miocic,5.0,0.0,5.0,1987-07-19,213.36,193.04,1982-08-19,203.2,193.04,37.3305954825462,42.24503764544832,-4.9144421629021195,10.160000000000025,0.0
UFC 309: Jones vs. Miocic,Charles Oliveira  vs. Michael Chandler ,Fighter1,Lightweight,Decision,5.0,5.0,5 Rnd (5-5-5-5-5),Keith Peterson,Eric Colon 46 - 49.Junichiro Kamijo 46 - 49.Ron McCarthy 45 - 49.,http://ufcstats.com/fight-details/4f4189009a190e35,2024-11-16,5.0,Charles Oliveira,Michael Chandler,0.0,0.0,0.0,1989-10-17,187.96,177.8,1986-04-24,180.34,172.72,35.082819986310746,38.56536618754278,-3.482546201232033,7.6200000000000045,5.0800000000000125
UFC 309: Jones vs. Miocic,Bo Nickal  vs. Paul Craig ,Fighter1,Middleweight,Decision,3.0,5.0,3 Rnd (5-5-5),Dan Miragliotta,Chris Bolinski 27 - 30.Sal D'amato 27 - 30.Bryan Miner 27 - 30.,http://ufcstats.com/fight-details/cfd3e62c638fbd1f,2024-11-16,3.0,Bo Nickal,Paul Craig,3.0,0.0,3.0,1996-01-14,193.04,185.42,1987-11-27,193.04,190.5,28.840520191649556,36.9719370294319,-8.131416837782343,0.0,-5.0800000000000125
UFC 309: Jones vs. Miocic,Mauricio Ruffy  vs. James Llontop ,Fighter1,Catch Weight Bout,Decision,3.0,5.0,3 Rnd (5-5-5),Kevin MacDonald,Eric Colon 28 - 29.Ron McCarthy 28 - 29.Bryan Miner 28 - 29.,http://ufcstats.com/fight-details/55eebc2ee92bf00a,2024-11-16,3.0,Mauricio Ruffy,James Llontop,1.0,0.0,1.0,1996-06-17,190.5,180.34,1999-08-02,185.42,182.88,28.416153319644078,25.29226557152635,3.1238877481177276,5.0800000000000125,-2.539999999999992
UFC 309: Jones vs. Miocic,Jonathan Martinez  vs. Marcus McGhee ,Fighter2,Bantamweight,Decision,3.0,5.0,3 Rnd (5-5-5),Herb Dean,Chris Bolinski 28 - 29.Sal D'amato 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/2a930e2d7e1f87a9,2024-11-16,3.0,Jonathan Martinez,Marcus McGhee,0.0,3.0,-3.0,1994-04-20,177.8,172.72,1990-05-07,175.26,172.72,30.576317590691307,34.52977412731006,-3.9534565366187557,2.5400000000000205,0.0
UFC 309: Jones vs. Miocic,Jim Miller  vs. Damon Jackson ,Fighter1,Lightweight,Submission,1.0,2.73,3 Rnd (5-5-5),Keith Peterson,Guillotine Choke After Drop to Guard ,http://ufcstats.com/fight-details/35c8223cc967fe0a,2024-11-16,3.0,Jim Miller,Damon Jackson,0.0,0.0,0.0,1983-08-30,180.34,172.72,1988-08-08,180.34,180.34,41.215605749486656,36.27378507871321,4.941820670773446,0.0,-7.6200000000000045
UFC 309: Jones vs. Miocic,David Onama  vs. Roberto Romero ,Fighter1,Lightweight,Decision,3.0,5.0,3 Rnd (5-5-5),Marc Goddard,Chris Bolinski 27 - 30.Chris Lee 27 - 30.Ron McCarthy 27 - 30.,http://ufcstats.com/fight-details/c565e2baa27cc7e5,2024-11-16,3.0,David Onama,Roberto Romero,2.0,0.0,2.0,1994-06-07,187.96,180.34,2000-01-30,177.8,172.72,30.444900752908968,24.79671457905544,5.648186173853528,10.159999999999997,7.6200000000000045
UFC 309: Jones vs. Miocic,Marcin Tybura  vs. Jhonata Diniz ,Fighter1,Heavyweight,KO/TKO,2.0,5.0,3 Rnd (5-5-5),Herb Dean,,http://ufcstats.com/fight-details/6c1faa6284428e5d,2024-11-16,3.0,Marcin Tybura,Jhonata Diniz,0.0,2.0,-2.0,1985-11-09,198.12,190.5,1991-06-23,200.66,193.04,39.01984941820671,33.40177960301163,5.618069815195078,-2.539999999999992,-2.539999999999992
UFC 309: Jones vs. Miocic,Mickey Gall  vs. Ramiz Brahimaj ,Fighter2,Welterweight,KO/TKO,1.0,2.92,3 Rnd (5-5-5),Kevin MacDonald,Punch to Head At Distance ,http://ufcstats.com/fight-details/00414fc5519233b4,2024-11-16,3.0,Mickey Gall,Ramiz Brahimaj,0.0,0.0,0.0,1992-01-22,187.96,187.96,1992-11-17,182.88,177.8,32.818617385352496,31.99726214921287,0.8213552361396275,5.0800000000000125,10.159999999999997
UFC 309: Jones vs. Miocic,Bassil Hafez  vs. Oban Elliott ,Fighter2,Welterweight,KO/TKO,3.0,0.67,3 Rnd (5-5-5),Marc Goddard,Punch to Head At Distance ,http://ufcstats.com/fight-details/9676a4e9362e4bfd,2024-11-16,3.0,Bassil Hafez,Oban Elliott,1.0,2.0,-1.0,1992-01-31,182.88,180.34,1997-12-19,182.88,182.88,32.79397672826831,26.910335386721425,5.883641341546888,0.0,-2.539999999999992
UFC Fight Night: Magny vs. Prates,Neil Magny  vs. Carlos Prates ,Fighter2,Welterweight,KO/TKO,1.0,4.83,5 Rnd (5-5-5-5-5),Mark Smith,Punch to Head At Distance ,http://ufcstats.com/fight-details/73f451d894a1d4ca,2024-11-09,5.0,Neil Magny,Carlos Prates,0.0,3.0,-3.0,1987-08-03,203.2,190.5,1993-08-17,198.12,185.42,37.270362765229294,31.23066392881588,6.0396988364134145,5.079999999999984,5.0800000000000125
UFC Fight Night: Magny vs. Prates,Gerald Meerschaert  vs. Reinier de Ridder ,Fighter2,Middleweight,Submission,3.0,1.73,3 Rnd (5-5-5),Mike Beltran,Arm Triangle From Mount ,http://ufcstats.com/fight-details/154138c8fc89c315,2024-11-09,3.0,Gerald Meerschaert,Reinier de Ridder,2.0,0.0,2.0,1987-12-18,195.58,185.42,1990-09-07,198.12,193.04,36.8952772073922,34.17385352498289,2.721423682409309,-2.539999999999992,-7.6200000000000045
UFC Fight Night: Magny vs. Prates,Gaston Bolanos  vs. Cortavious Romious ,Fighter1,Bantamweight,Decision,3.0,5.0,3 Rnd (5-5-5),Kerry Hatley,Tony Weeks 26 - 30.Chris Lee 27 - 30.Sal D'amato 27 - 30.,http://ufcstats.com/fight-details/e6685759ed2af90d,2024-11-09,3.0,Gaston Bolanos,Cortavious Romious,0.0,0.0,0.0,1992-09-14,175.26,170.18,1994-01-06,172.72,162.56,32.153319644079396,30.84188911704312,1.3114305270362756,2.539999999999992,7.6200000000000045
UFC Fight Night: Magny vs. Prates,Mansur Abdul-Malik  vs. Dusko Todorovic ,Fighter1,Middleweight,KO/TKO,1.0,2.73,3 Rnd (5-5-5),Mike Beltran,Punches to Head On Ground ,http://ufcstats.com/fight-details/ea6427379a83bd01,2024-11-09,3.0,Mansur Abdul-Malik,Dusko Todorovic,0.0,0.0,0.0,1997-10-07,203.2,187.96,1994-05-19,187.96,185.42,27.091033538672143,30.477754962354553,-3.3867214236824097,15.23999999999998,2.5400000000000205
UFC Fight Night: Magny vs. Prates,Elizeu Zaleski dos Santos  vs. Zachary Scroggin ,Fighter1,Welterweight,KO/TKO,1.0,1.25,3 Rnd (5-5-5),Chris Tognoni,Punches to Head On Ground ,http://ufcstats.com/fight-details/c9d2a718f39274c0,2024-11-09,3.0,Elizeu Zaleski dos Santos,Zachary Scroggin,0.0,0.0,0.0,1986-12-11,185.42,180.34,1996-03-09,187.96,190.5,37.91375770020534,28.670773442847366,9.242984257357971,-2.5400000000000205,-10.159999999999997
UFC Fight Night: Magny vs. Prates,Matthew Semelsberger  vs. Charles Radtke ,Fighter2,Welterweight,KO/TKO,1.0,0.85,3 Rnd (5-5-5),Kerry Hatley,Punches to Head At Distance ,http://ufcstats.com/fight-details/6b9ed3867dd42b3b,2024-11-09,3.0,Matthew Semelsberger,Charles Radtke,0.0,0.0,0.0,1992-11-23,190.5,185.42,1990-07-09,182.88,175.26,31.96167008898015,34.338124572210816,-2.376454483230667,7.6200000000000045,10.159999999999997
UFC Fight Night: Magny vs. Prates,Cody Stamann  vs. Da'Mon Blackshear ,Fighter2,Bantamweight,Submission,1.0,4.32,3 Rnd (5-5-5),Mike Beltran,Rear Naked Choke ,http://ufcstats.com/fight-details/6fd1edb58d271f7c,2024-11-09,3.0,Cody Stamann,Da'Mon Blackshear,0.0,0.0,0.0,1989-11-09,162.56,167.64,1994-08-12,182.88,177.8,35.00068446269678,30.245037645448324,4.755646817248458,-20.319999999999993,-10.160000000000025
UFC Fight Night: Magny vs. Prates,Tresean Gore  vs. Antonio Trocoli ,Fighter1,Middleweight,Submission,1.0,1.38,3 Rnd (5-5-5),Kerry Hatley,Guillotine Choke Standing ,http://ufcstats.com/fight-details/582846744e379178,2024-11-09,3.0,Tresean Gore,Antonio Trocoli,1.0,0.0,1.0,1994-06-21,190.5,182.88,1990-12-06,200.66,198.12,30.38740588637919,33.927446954141,-3.5400410677618055,-10.159999999999997,-15.240000000000009
UFC Fight Night: Moreno vs. Albazi,Brandon Moreno  vs. Amir Albazi ,Fighter1,Flyweight,Decision,5.0,5.0,5 Rnd (5-5-5-5-5),Marc Goddard,Eric Colon 46 - 49.Sal D'amato 45 - 50.Derek Cleary 45 - 50.,http://ufcstats.com/fight-details/799acf3ae8a5df0a,2024-11-02,5.0,Brandon Moreno,Amir Albazi,0.0,5.0,-5.0,1993-12-07,177.8,170.18,1993-10-27,172.72,165.1,30.90485968514716,31.017111567419576,-0.11225188227241745,5.0800000000000125,5.0800000000000125
UFC Fight Night: Moreno vs. Albazi,Caio Machado  vs. Brendson Ribeiro ,Fighter2,Light Heavyweight,Decision,3.0,5.0,3 Rnd (5-5-5),Jerin Valel,Sal D'amato 28 - 29.Thomas Collins 29 - 28.Mike Bell 28 - 29.,http://ufcstats.com/fight-details/7edf2fe3a8776a44,2024-11-02,3.0,Caio Machado,Brendson Ribeiro,0.0,0.0,0.0,1994-07-20,198.12,193.04,1996-09-08,205.74,190.5,30.288843258042437,28.150581793292265,2.1382614647501725,-7.6200000000000045,2.539999999999992
UFC Fight Night: Moreno vs. Albazi,Marc-Andre Barriault  vs. Dustin Stoltzfus ,Fighter2,Middleweight,KO/TKO,1.0,4.47,3 Rnd (5-5-5),Marc Goddard,Punch to Head In Clinch ,http://ufcstats.com/fight-details/6ad594777cce2d7d,2024-11-02,3.0,Marc-Andre Barriault,Dustin Stoltzfus,0.0,0.0,0.0,1990-02-18,187.96,185.42,1991-11-15,190.5,182.88,34.704996577686515,32.96646132785763,1.7385352498288853,-2.539999999999992,2.539999999999992
UFC Fight Night: Moreno vs. Albazi,Mike Malott  vs. Trevin Giles ,Fighter1,Welterweight,Decision,3.0,5.0,3 Rnd (5-5-5),Andy Social,Eric Colon 27 - 30.Thomas Collins 28 - 29.Mike Bell 28 - 29.,http://ufcstats.com/fight-details/d29a82322bb083d9,2024-11-02,3.0,Mike Malott,Trevin Giles,0.0,0.0,0.0,1991-11-07,185.42,185.42,1992-08-06,187.96,182.88,32.988364134154686,32.24093086926762,0.7474332648870643,-2.5400000000000205,2.539999999999992
UFC Fight Night: Moreno vs. Albazi,Aiemann Zahabi  vs. Pedro Munhoz ,Fighter1,Bantamweight,Decision,3.0,5.0,3 Rnd (5-5-5),Jerin Valel,Sal D'amato 27 - 30.Eric Colon 28 - 29.Mike Bell 28 - 29.,http://ufcstats.com/fight-details/b989d4d7e220b3c1,2024-11-02,3.0,Aiemann Zahabi,Pedro Munhoz,4.0,0.0,4.0,1987-11-19,172.72,172.72,1986-09-07,165.1,167.64,36.955509924709105,38.15468856947297,-1.1991786447638617,7.6200000000000045,5.0800000000000125
UFC Fight Night: Moreno vs. Albazi,Charles Jourdain  vs. Victor Henry ,Fighter1,Bantamweight,Submission,2.0,3.72,3 Rnd (5-5-5),Blake Grice,Guillotine Choke Standing ,http://ufcstats.com/fight-details/24581e2b39fe3319,2024-11-02,3.0,Charles Jourdain,Victor Henry,0.0,1.0,-1.0,1995-11-27,175.26,175.26,1987-05-04,172.72,170.18,28.933607118412045,37.50034223134839,-8.566735112936346,2.539999999999992,5.079999999999984
UFC Fight Night: Moreno vs. Albazi,Jack Shore  vs. Youssef Zalal ,Fighter2,Featherweight,Submission,2.0,0.98,3 Rnd (5-5-5),Luke Boutin,Arm Triangle From Half Guard ,http://ufcstats.com/fight-details/5256ba94641a4284,2024-11-02,3.0,Jack Shore,Youssef Zalal,0.0,2.0,-2.0,1995-02-06,180.34,172.72,1996-09-04,182.88,177.8,29.738535249828885,28.161533196440793,1.5770020533880924,-2.539999999999992,-5.0800000000000125
UFC Fight Night: Moreno vs. Albazi,Alexandr Romanov  vs. Rodrigo Nascimento ,Fighter1,Heavyweight,Decision,3.0,5.0,3 Rnd (5-5-5),Marc Goddard,Jason Tatlow 27 - 30.Thomas Collins 27 - 30.Sal D'amato 27 - 30.,http://ufcstats.com/fight-details/de084f0d65421cfa,2024-11-02,3.0,Alexandr Romanov,Rodrigo Nascimento,0.0,0.0,0.0,1990-12-11,190.5,187.96,1992-11-26,203.2,187.96,33.894592744695416,31.93429158110883,1.9603011635865855,-12.699999999999989,0.0
UFC Fight Night: Moreno vs. Albazi,Serhiy Sidey  vs. Garrett Armfield ,Fighter1,Bantamweight,Decision,3.0,5.0,3 Rnd (5-5-5),Andy Social,Derek Cleary 28 - 29.Mike Bell 29 - 28.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/f93b074dfd47b4b4,2024-11-02,3.0,Serhiy Sidey,Garrett Armfield,0.0,0.0,0.0,1996-07-04,182.88,180.34,1996-10-09,177.8,167.64,28.331279945242983,28.06570841889117,0.26557152635181325,5.079999999999984,12.700000000000017
UFC Fight Night: Moreno vs. Albazi,Chad Anheliger  vs. Cody Gibson ,Fighter2,Bantamweight,Decision,3.0,5.0,3 Rnd (5-5-5),Jerin Valel,Derek Cleary 26 - 30.Junichiro Kamijo 27 - 30.Ziad Harb 27 - 30.,http://ufcstats.com/fight-details/c9cef59a5de32219,2024-11-02,3.0,Chad Anheliger,Cody Gibson,1.0,1.0,0.0,1986-12-01,162.56,167.64,1987-09-11,180.34,177.8,37.921971252566735,37.14442162902122,0.7775496235455179,-17.78,-10.160000000000025
UFC 308: Topuria vs. Holloway,Ilia Topuria  vs. Max Holloway ,Fighter1,Featherweight,KO/TKO,3.0,1.57,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head At Distance ,http://ufcstats.com/fight-details/ebf7cea27b83c432,2024-10-26,5.0,Ilia Topuria,Max Holloway,5.0,3.0,2.0,1997-01-21,175.26,170.18,1991-12-04,175.26,180.34,27.761806981519506,32.8952772073922,-5.133470225872692,0.0,-10.159999999999997
UFC 308: Topuria vs. Holloway,Robert Whittaker  vs. Khamzat Chimaev ,Fighter2,Middleweight,Submission,1.0,3.57,5 Rnd (5-5-5-5-5),Jason Herzog,Rear Naked Choke ,http://ufcstats.com/fight-details/b8bf186f884678ea,2024-10-26,5.0,Robert Whittaker,Khamzat Chimaev,2.0,5.0,-3.0,1990-12-20,185.42,182.88,1994-05-01,190.5,187.96,33.8507871321013,30.48870636550308,3.362080766598222,-5.0800000000000125,-5.0800000000000125
UFC 308: Topuria vs. Holloway,Magomed Ankalaev  vs. Aleksandar Rakic ,Fighter1,Light Heavyweight,Decision,3.0,5.0,3 Rnd (5-5-5),Vitor Ribeiro,Sal D'amato 28 - 29.Jacob Montalvo 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/b09f54654b0f95f5,2024-10-26,3.0,Magomed Ankalaev,Aleksandar Rakic,1.0,0.0,1.0,1992-06-02,190.5,190.5,1992-02-06,198.12,193.04,32.39972621492129,32.720054757015745,-0.32032854209445816,-7.6200000000000045,-2.539999999999992
UFC 308: Topuria vs. Holloway,Lerone Murphy  vs. Dan Ige ,Fighter1,Featherweight,Decision,3.0,5.0,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29.Ben Cartlidge 28 - 29.Hadi Mohamed Ali 28 - 29.,http://ufcstats.com/fight-details/cc11a0762f246fa4,2024-10-26,3.0,Lerone Murphy,Dan Ige,5.0,0.0,5.0,1991-07-22,185.42,175.26,1991-08-06,180.34,170.18,33.26488706365503,33.223819301848046,0.04106776180698546,5.079999999999984,5.079999999999984
UFC 308: Topuria vs. Holloway,Shara Magomedov  vs. Armen Petrosyan ,Fighter1,Middleweight,KO/TKO,2.0,4.87,3 Rnd (5-5-5),Kerry Hatley,Spinning Back Fist Head ,http://ufcstats.com/fight-details/108434acbbd75d26,2024-10-26,3.0,Shara Magomedov,Armen Petrosyan,3.0,0.0,3.0,1994-05-16,185.42,187.96,1990-11-03,180.34,190.5,30.4476386036961,33.97946611909651,-3.5318275154004084,5.079999999999984,-2.539999999999992
UFC 308: Topuria vs. Holloway,Ibo Aslan  vs. Rafael Cerquiera ,Fighter1,Light Heavyweight,KO/TKO,1.0,0.85,3 Rnd (5-5-5),Marc Goddard,Punches to Head At Distance ,http://ufcstats.com/fight-details/781a2ea50f5ae68f,2024-10-26,3.0,Ibo Aslan,Rafael Cerquiera,1.0,0.0,1.0,1996-04-23,195.58,190.5,,,,28.50924024640657,,,,
UFC 308: Topuria vs. Holloway,Geoff Neal  vs. Rafael Dos Anjos ,Fighter1,Welterweight,KO/TKO,1.0,1.5,3 Rnd (5-5-5),Mark Smith,to At DistanceDos Anjos leg injury,http://ufcstats.com/fight-details/1d65c141776949d6,2024-10-26,3.0,Geoff Neal,Rafael Dos Anjos,0.0,0.0,0.0,1990-08-28,190.5,180.34,1984-10-26,177.8,172.72,34.16290212183436,40.0,-5.837097878165643,12.699999999999989,7.6200000000000045
UFC 308: Topuria vs. Holloway,Mateusz Rebecki  vs. Myktybek Orolbai ,Fighter1,Catch Weight Bout,Decision,3.0,5.0,3 Rnd (5-5-5),Vitor Ribeiro,Jacob Montalvo 29 - 28.Sal D'amato 28 - 29.Ben Cartlidge 28 - 29.,http://ufcstats.com/fight-details/919e3c5cc6999cb3,2024-10-26,3.0,Mateusz Rebecki,Myktybek Orolbai,0.0,2.0,-2.0,1992-10-03,167.64,170.18,1998-02-10,187.96,177.8,32.062970568104035,26.70773442847365,5.355236139630385,-20.32000000000002,-7.6200000000000045
UFC 308: Topuria vs. Holloway,Abus Magomedov  vs. Brunno Ferreira ,Fighter1,Middleweight,Submission,3.0,3.23,3 Rnd (5-5-5),Marc Goddard,Arm Triangle From Side Control ,http://ufcstats.com/fight-details/af6eeea1cfe33240,2024-10-26,3.0,Abus Magomedov,Brunno Ferreira,1.0,2.0,-1.0,1990-09-02,198.12,187.96,1992-11-04,182.88,177.8,34.1492128678987,31.975359342915812,2.173853524982885,15.240000000000009,10.159999999999997
UFC 308: Topuria vs. Holloway,Kennedy Nzechukwu  vs. Chris Barnett ,Fighter1,Heavyweight,KO/TKO,1.0,4.45,3 Rnd (5-5-5),Jason Herzog,Knee to Body At Distance ,http://ufcstats.com/fight-details/df7928de73fc2fe8,2024-10-26,3.0,Kennedy Nzechukwu,Chris Barnett,0.0,1.0,-1.0,1992-06-13,210.82,195.58,1986-06-14,190.5,175.26,32.369609856262834,38.36824093086927,-5.998631074606436,20.319999999999993,20.32000000000002
UFC 308: Topuria vs. Holloway,Farid Basharat  vs. Victor Hugo ,Fighter1,Featherweight,Decision,3.0,5.0,3 Rnd (5-5-5),Kerry Hatley,Mike Bell 27 - 30.Hadi Mohamed Ali 28 - 29.David Lethaby 28 - 29.,http://ufcstats.com/fight-details/5c783cd188425783,2024-10-26,3.0,Farid Basharat,Victor Hugo,3.0,1.0,2.0,1997-08-02,180.34,172.72,1992-11-22,180.34,170.18,27.23340177960301,31.926078028747433,-4.692676249144423,0.0,2.539999999999992
UFC 308: Topuria vs. Holloway,Ismail Naurdiev  vs. Bruno Silva ,Fighter1,Middleweight,Decision,3.0,5.0,3 Rnd (5-5-5),Mark Smith,Sal D'amato 27 - 30.Jacob Montalvo 27 - 30.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/bde635a4f345bc3e,2024-10-26,3.0,Ismail Naurdiev,Bruno Silva,0.0,1.0,-1.0,1996-08-18,187.96,177.8,1990-03-16,165.1,162.56,28.188911704312115,34.614647501711154,-6.425735797399039,22.860000000000014,15.240000000000009
UFC 308: Topuria vs. Holloway,Ismail Naurdiev  vs. Bruno Silva ,Fighter1,Middleweight,Decision,3.0,5.0,3 Rnd (5-5-5),Mark Smith,Sal D'amato 27 - 30.Jacob Montalvo 27 - 30.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/bde635a4f345bc3e,2024-10-26,3.0,Ismail Naurdiev,Bruno Silva,0.0,1.0,-1.0,1996-08-18,187.96,177.8,1989-07-13,187.96,182.88,28.188911704312115,35.28815879534565,-7.099247091033536,0.0,-5.079999999999984
UFC 308: Topuria vs. Holloway,Rinat Fakhretdinov  vs. Carlos Leal ,Fighter1,Welterweight,Decision,3.0,5.0,3 Rnd (5-5-5),Vitor Ribeiro,Mike Bell 28 - 29.David Lethaby 28 - 29.Hadi Mohamed Ali 27 - 30.,http://ufcstats.com/fight-details/6114076c689e8457,2024-10-26,3.0,Rinat Fakhretdinov,Carlos Leal,1.0,0.0,1.0,1991-09-28,187.96,182.88,1994-05-04,187.96,180.34,33.07871321013005,30.480492813141684,2.5982203969883635,0.0,2.539999999999992
UFC Fight Night: Hernandez vs. Pereira,Anthony Hernandez  vs. Michel Pereira ,Fighter1,Middleweight,KO/TKO,5.0,2.37,5 Rnd (5-5-5-5-5),Herb Dean,Elbows to Head On Ground ,http://ufcstats.com/fight-details/a2f2c64f9fb3fb1c,2024-10-19,5.0,Anthony Hernandez,Michel Pereira,5.0,5.0,0.0,1993-10-18,190.5,182.88,1993-10-06,185.42,185.42,31.003422313483917,31.0362765229295,-0.032854209445584814,5.0800000000000125,-2.539999999999992
