date,event,bout,fighter,opponent,round,round_time,sig_str_land,sig_str_att,sig_str_acc_%,sig_str_land_opp,sig_str_att_opp,sig_str_def_%,total_str_land,total_str_att,total_str_acc_%,kd,td_land,td_att,td_acc_%,td_land_opp,td_att_opp,td_def_%,sub_att,sub_att_opp,rev,ctrl,distance_ss_pct,clinch_ss_pct,ground_ss_pct,head_ss_pct,body_ss_pct,leg_ss_pct
2026-01-24,UFC 324: Gaethje vs. Pimblett,Justin Gaethje vs. Paddy Pimblett,Justin Gaethje,Paddy Pimblett,5,25.0,144,254,0.5669291338582677,156.0,311.0,0.4983922829581994,200,313,0.6389776357827476,2.0,3,3,1.0,0.0,5.0,1.0,0.0,0.0,0.0,1:012:230:001:261:05,0.7083333333333334,0.1388888888888889,0.1527777777777778,0.8333333333333334,0.10416666666666667,0.0625
2026-01-24,UFC 324: Gaethje vs. Pimblett,Justin Gaethje vs. Paddy Pimblett,Paddy Pimblett,Justin Gaethje,5,25.0,156,311,0.5016077170418006,144.0,254.0,0.4330708661417323,170,326,0.5214723926380368,0.0,0,5,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0:000:000:000:000:48,0.8974358974358975,0.10256410256410256,0.0,0.532051282051282,0.3076923076923077,0.16025641025641027
2026-01-24,UFC 324: Gaethje vs. Pimblett,Josh Hokit vs. Denzel Freeman,Denzel Freeman,Josh Hokit,1,4.98,0,7,0.0,37.0,57.0,0.3508771929824561,0,8,0.0,0.0,0,1,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0:00,,,,,,
2026-01-24,UFC 324: Gaethje vs. Pimblett,Josh Hokit vs. Denzel Freeman,Josh Hokit,Denzel Freeman,1,4.98,37,57,0.6491228070175439,0.0,7.0,1.0,71,97,0.7319587628865979,0.0,1,2,0.5,0.0,1.0,1.0,0.0,0.0,0.0,3:47,0.4594594594594595,0.24324324324324326,0.2972972972972973,0.8378378378378378,0.16216216216216217,0.0
2026-01-24,UFC 324: Gaethje vs. Pimblett,Ateba Gautier vs. Andrey Pulyaev,Andrey Pulyaev,Ateba Gautier,3,15.0,59,123,0.4796747967479675,34.0,112.0,0.6964285714285714,59,123,0.4796747967479675,0.0,0,0,,0.0,0.0,,0.0,0.0,0.0,0:000:000:00,0.9661016949152542,0.03389830508474576,0.0,0.576271186440678,0.3220338983050847,0.1016949152542373
2026-01-24,UFC 324: Gaethje vs. Pimblett,Ateba Gautier vs. Andrey Pulyaev,Ateba Gautier,Andrey Pulyaev,3,15.0,34,112,0.30357142857142855,59.0,123.0,0.5203252032520325,34,112,0.30357142857142855,2.0,0,0,,0.0,0.0,,0.0,0.0,0.0,0:000:000:00,0.8823529411764706,0.11764705882352941,0.0,0.7058823529411765,0.2647058823529412,0.029411764705882353
2026-01-24,UFC 324: Gaethje vs. Pimblett,Arnold Allen vs. Jean Silva,Arnold Allen,Jean Silva,3,15.0,56,116,0.4827586206896552,74.0,136.0,0.4558823529411765,60,121,0.49586776859504134,0.0,0,0,,4.0,6.0,0.33333333333333337,0.0,0.0,0.0,0:000:120:42,0.9464285714285714,0.05357142857142857,0.0,0.6607142857142857,0.19642857142857142,0.14285714285714285
2026-01-24,UFC 324: Gaethje vs. Pimblett,Arnold Allen vs. Jean Silva,Jean Silva,Arnold Allen,3,15.0,74,136,0.5441176470588235,56.0,116.0,0.5172413793103448,78,141,0.5531914893617021,0.0,4,6,0.6666666666666666,0.0,0.0,,0.0,0.0,0.0,0:000:020:30,0.918918918918919,0.08108108108108109,0.0,0.581081081081081,0.2972972972972973,0.12162162162162163
2026-01-24,UFC 324: Gaethje vs. Pimblett,Alex Perez vs. Charles Johnson,Alex Perez,Charles Johnson,1,3.27,39,75,0.52,8.0,25.0,0.6799999999999999,55,94,0.5851063829787234,2.0,0,0,,0.0,1.0,1.0,0.0,0.0,0.0,0:14,0.8461538461538461,0.10256410256410256,0.05128205128205128,0.6923076923076923,0.23076923076923078,0.07692307692307693
2026-01-24,UFC 324: Gaethje vs. Pimblett,Alex Perez vs. Charles Johnson,Charles Johnson,Alex Perez,1,3.27,8,25,0.32,39.0,75.0,0.48,8,25,0.32,0.0,0,1,0.0,0.0,0.0,,0.0,0.0,0.0,0:00,1.0,0.0,0.0,0.5,0.375,0.125
2026-01-24,UFC 324: Gaethje vs. Pimblett,Adam Fugitt vs. Ty Miller,Adam Fugitt,Ty Miller,1,4.98,36,73,0.4931506849315068,59.0,121.0,0.5123966942148761,39,76,0.5131578947368421,0.0,0,2,0.0,0.0,0.0,,0.0,0.0,0.0,0:00,0.8333333333333334,0.16666666666666666,0.0,0.2777777777777778,0.5833333333333334,0.1388888888888889
2026-01-24,UFC 324: Gaethje vs. Pimblett,Adam Fugitt vs. Ty Miller,Ty Miller,Adam Fugitt,1,4.98,59,121,0.48760330578512395,36.0,73.0,0.5068493150684932,65,129,0.5038759689922481,1.0,0,0,,0.0,2.0,1.0,0.0,0.0,0.0,0:03,0.9322033898305084,0.05084745762711865,0.01694915254237288,0.9322033898305084,0.06779661016949153,0.0
2025-12-13,UFC Fight Night: Royval vs. Kape,Sean Sharaf vs. Steven Asplund,Sean Sharaf,Steven Asplund,2,8.82,66,153,0.43137254901960786,170.0,292.0,0.4178082191780822,66,154,0.42857142857142855,0.0,0,1,0.0,0.0,0.0,,0.0,0.0,0.0,0:000:00,1.0,0.0,0.0,0.7575757575757576,0.22727272727272727,0.015151515151515152
2025-12-13,UFC Fight Night: Royval vs. Kape,Sean Sharaf vs. Steven Asplund,Steven Asplund,Sean Sharaf,2,8.82,170,292,0.5821917808219178,66.0,153.0,0.5686274509803921,172,294,0.5850340136054422,0.0,0,0,,0.0,1.0,1.0,0.0,0.0,0.0,0:030:00,0.9764705882352941,0.023529411764705882,0.0,0.9058823529411765,0.03529411764705882,0.058823529411764705
2025-12-13,UFC Fight Night: Royval vs. Kape,Neil Magny vs. Yaroslav Amosov,Neil Magny,Yaroslav Amosov,1,3.23,5,11,0.45454545454545453,9.0,19.0,0.5263157894736843,15,24,0.625,0.0,0,0,,1.0,2.0,0.5,0.0,1.0,0.0,0:00,1.0,0.0,0.0,0.4,0.4,0.2
2025-12-13,UFC Fight Night: Royval vs. Kape,Neil Magny vs. Yaroslav Amosov,Yaroslav Amosov,Neil Magny,1,3.23,9,19,0.47368421052631576,5.0,11.0,0.5454545454545454,13,27,0.48148148148148145,0.0,1,2,0.5,0.0,0.0,,1.0,0.0,0.0,1:56,0.8888888888888888,0.0,0.1111111111111111,0.3333333333333333,0.0,0.6666666666666666
2025-12-13,UFC Fight Night: Royval vs. Kape,Melquizael Costa vs. Morgan Charriere,Melquizael Costa,Morgan Charriere,1,1.23,4,9,0.4444444444444444,2.0,4.0,0.5,4,9,0.4444444444444444,1.0,0,0,,0.0,0.0,,0.0,0.0,0.0,0:02,1.0,0.0,0.0,0.25,0.25,0.5
2025-12-13,UFC Fight Night: Royval vs. Kape,Melquizael Costa vs. Morgan Charriere,Morgan Charriere,Melquizael Costa,1,1.23,2,4,0.5,4.0,9.0,0.5555555555555556,2,4,0.5,0.0,0,0,,0.0,0.0,,0.0,0.0,0.0,0:00,1.0,0.0,0.0,0.0,0.0,1.0
2025-12-13,UFC Fight Night: Royval vs. Kape,King Green vs. Lance Gibson Jr.,King Green,Lance Gibson Jr.,3,15.0,65,141,0.46099290780141844,30.0,72.0,0.5833333333333333,74,150,0.49333333333333335,0.0,1,2,0.5,2.0,3.0,0.33333333333333337,0.0,0.0,0.0,0:000:000:44,0.8615384615384616,0.015384615384615385,0.12307692307692308,0.38461538461538464,0.36923076923076925,0.24615384615384617
2025-12-13,UFC Fight Night: Royval vs. Kape,King Green vs. Lance Gibson Jr.,Lance Gibson Jr.,King Green,3,15.0,30,72,0.4166666666666667,65.0,141.0,0.5390070921985816,35,77,0.45454545454545453,0.0,2,3,0.6666666666666666,1.0,2.0,0.5,0.0,0.0,0.0,0:001:040:06,0.9,0.1,0.0,0.3,0.26666666666666666,0.43333333333333335
2025-12-13,UFC Fight Night: Royval vs. Kape,Kennedy Nzechukwu vs. Marcus Buchecha,Kennedy Nzechukwu,Marcus Buchecha,3,15.0,24,48,0.5,27.0,44.0,0.38636363636363635,58,87,0.6666666666666666,0.0,0,0,,3.0,13.0,0.7692307692307692,0.0,0.0,0.0,0:380:102:49,0.5416666666666666,0.08333333333333333,0.375,0.875,0.125,0.0
2025-12-13,UFC Fight Night: Royval vs. Kape,Kennedy Nzechukwu vs. Marcus Buchecha,Marcus Buchecha,Kennedy Nzechukwu,3,15.0,27,44,0.6136363636363636,24.0,48.0,0.5,47,66,0.7121212121212122,0.0,3,13,0.23076923076923078,0.0,0.0,,0.0,0.0,0.0,2:223:390:19,0.07407407407407407,0.07407407407407407,0.8518518518518519,0.8518518518518519,0.14814814814814814,0.0
2025-12-13,UFC Fight Night: Royval vs. Kape,Joanderson Brito vs. Isaac Thomson,Isaac Thomson,Joanderson Brito,3,15.0,21,47,0.44680851063829785,33.0,57.0,0.42105263157894735,127,164,0.774390243902439,0.0,4,5,0.8,8.0,12.0,0.33333333333333337,0.0,2.0,1.0,2:230:340:03,0.6666666666666666,0.2857142857142857,0.047619047619047616,0.6666666666666666,0.2857142857142857,0.047619047619047616
2025-12-13,UFC Fight Night: Royval vs. Kape,Joanderson Brito vs. Isaac Thomson,Joanderson Brito,Isaac Thomson,3,15.0,33,57,0.5789473684210527,21.0,47.0,0.5531914893617021,66,93,0.7096774193548387,0.0,8,12,0.6666666666666666,4.0,5.0,0.19999999999999996,2.0,0.0,1.0,1:292:593:31,0.5757575757575758,0.21212121212121213,0.21212121212121213,0.48484848484848486,0.21212121212121213,0.30303030303030304
2025-12-13,UFC Fight Night: Royval vs. Kape,Giga Chikadze vs. Kevin Vallejos,Giga Chikadze,Kevin Vallejos,2,6.48,12,22,0.5454545454545454,20.0,32.0,0.375,19,29,0.6551724137931034,0.0,0,0,,0.0,1.0,1.0,0.0,0.0,0.0,0:000:00,1.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0
2025-12-13,UFC Fight Night: Royval vs. Kape,Giga Chikadze vs. Kevin Vallejos,Kevin Vallejos,Giga Chikadze,2,6.48,20,32,0.625,12.0,22.0,0.4545454545454546,23,35,0.6571428571428571,1.0,0,1,0.0,0.0,0.0,,0.0,0.0,0.0,1:270:01,0.75,0.05,0.2,0.7,0.1,0.2
2025-12-13,UFC Fight Night: Royval vs. Kape,Cesar Almeida vs. Cezary Oleksiejczuk,Cesar Almeida,Cezary Oleksiejczuk,3,15.0,12,20,0.6,14.0,19.0,0.26315789473684215,25,37,0.6756756756756757,0.0,0,0,,6.0,7.0,0.1428571428571429,0.0,0.0,1.0,0:000:290:00,1.0,0.0,0.0,0.16666666666666666,0.5833333333333334,0.25
2025-12-13,UFC Fight Night: Royval vs. Kape,Cesar Almeida vs. Cezary Oleksiejczuk,Cezary Oleksiejczuk,Cesar Almeida,3,15.0,14,19,0.7368421052631579,12.0,20.0,0.4,113,126,0.8968253968253969,0.0,6,7,0.8571428571428571,0.0,0.0,,0.0,0.0,1.0,3:393:154:21,0.7142857142857143,0.07142857142857142,0.21428571428571427,0.6428571428571429,0.35714285714285715,0.0
2025-12-13,UFC Fight Night: Royval vs. Kape,Brandon Royval vs. Manel Kape,Brandon Royval,Manel Kape,1,3.3,17,26,0.6538461538461539,17.0,23.0,0.26086956521739135,17,26,0.6538461538461539,0.0,0,0,,0.0,0.0,,0.0,0.0,0.0,0:00,1.0,0.0,0.0,0.29411764705882354,0.35294117647058826,0.35294117647058826
2025-12-13,UFC Fight Night: Royval vs. Kape,Brandon Royval vs. Manel Kape,Manel Kape,Brandon Royval,1,3.3,17,23,0.7391304347826086,17.0,26.0,0.34615384615384615,18,24,0.75,1.0,0,0,,0.0,0.0,,0.0,0.0,0.0,0:04,0.8823529411764706,0.0,0.11764705882352941,0.35294117647058826,0.29411764705882354,0.35294117647058826
2025-12-13,UFC Fight Night: Royval vs. Kape,Allen Frye Jr. vs. Guilherme Pat,Allen Frye Jr.,Guilherme Pat,3,15.0,33,86,0.38372093023255816,64.0,100.0,0.36,73,132,0.553030303030303,0.0,0,0,,0.0,0.0,,0.0,0.0,0.0,2:182:153:22,0.5757575757575758,0.42424242424242425,0.0,0.5151515151515151,0.36363636363636365,0.12121212121212122
