EVENT,BOUT,FIGHTER1,FIGHTER2,AGE.DIFF
UFC 322: Della Maddalena vs. Makhachev,Islam Makhachev vs. Jack Della Maddalena,Islam Makhachev,Jack Della Maddalena,4.876712328767123
UFC 322: Della Maddalena vs. Makhachev,Valentina Shevchenko vs. Zhang Weili,Valentina Shevchenko,Zhang Weili,1.4356164383561705
UFC 322: Della Maddalena vs. Makhachev,Michael Morales vs. Sean Brady,Michael Morales,Sean Brady,-6.5863013698630155
UFC 322: Della Maddalena vs. Makhachev,Carlos Prates vs. Leon Edwards,Carlos Prates,Leon Edwards,-1.980821917808214
UFC 322: Della Maddalena vs. Makhachev,Benoit Saint Denis vs. Beneil Dariush,Benoit Saint Denis,Beneil Dariush,-6.621917808219177
UFC 322: Della Maddalena vs. Makhachev,Bo Nickal vs. Rodolfo Vieira,Bo Nickal,Rodolfo Vieira,-6.306849315068487
UFC 322: Della Maddalena vs. Makhachev,Gregory Rodrigues vs. Roman Kopylov,Gregory Rodrigues,Roman Kopylov,-0.7917808219178042
UFC 322: Della Maddalena vs. Makhachev,Erin Blanchfield vs. Tracy Cortez,Erin Blanchfield,Tracy Cortez,-5.399999999999999
UFC 322: Della Maddalena vs. Makhachev,Ethyn Ewing vs. Malcolm Wellmaker,Ethyn Ewing,Malcolm Wellmaker,-3.7068493150684922
UFC 322: Della Maddalena vs. Makhachev,Kyle Daukaus vs. Gerald Meerschaert,Kyle Daukaus,Gerald Meerschaert,-5.200000000000003
UFC 322: Della Maddalena vs. Makhachev,Pat Sabatini vs. Chepe Mariscal,Pat Sabatini,Chepe Mariscal,1.9671232876712352
UFC 322: Della Maddalena vs. Makhachev,Fatima Kline vs. Angela Hill,Fatima Kline,Angela Hill,-15.506849315068497
UFC 322: Della Maddalena vs. Makhachev,Baisangur Susurkaev vs. Eric McConico,Baisangur Susurkaev,Eric McConico,-10.67671232876712
UFC 322: Della Maddalena vs. Makhachev,Matheus Camilo vs. Viacheslav Borshchev,Matheus Camilo,Viacheslav Borshchev,-8.991780821917807
UFC Fight Night: Bonfim vs. Brown,Gabriel Bonfim vs. Randy Brown,Gabriel Bonfim,Randy Brown,-7.123287671232877
UFC Fight Night: Bonfim vs. Brown,Joseph Morales vs. Matt Schnell,Joseph Morales,Matt Schnell,-4.602739726027398
UFC Fight Night: Bonfim vs. Brown,Uros Medic vs. Muslim Salikhov,Uros Medic,Muslim Salikhov,-8.88219178082192
UFC Fight Night: Bonfim vs. Brown,Chris Padilla vs. Ismael Bonfim,Chris Padilla,Ismael Bonfim,0.28767123287671126
UFC Fight Night: Bonfim vs. Brown,Christian Leroy Duncan vs. Marco Tulio,Christian Leroy Duncan,Marco Tulio,-1.1123287671232838
UFC Fight Night: Bonfim vs. Brown,Jamall Emmers vs. Hyder Amil,Jamall Emmers,Hyder Amil,0.8438356164383549
UFC Fight Night: Bonfim vs. Brown,Raoni Barcelos vs. Ricky Simon,Raoni Barcelos,Ricky Simon,5.339726027397262
UFC Fight Night: Bonfim vs. Brown,Jacqueline Cavalcanti vs. Mayra Bueno Silva,Jacqueline Cavalcanti,Mayra Bueno Silva,-6.024657534246572
UFC Fight Night: Bonfim vs. Brown,Josh Hokit vs. Max Gimenis,Josh Hokit,Max Gimenis,-4.5835616438356155
UFC Fight Night: Bonfim vs. Brown,Denise Gomes vs. Tecia Pennington,Denise Gomes,Tecia Pennington,-10.378082191780827
UFC Fight Night: Bonfim vs. Brown,Daniel Marcos vs. Miles Johns,Daniel Marcos,Miles Johns,1.0630136986301402
UFC Fight Night: Bonfim vs. Brown,Zach Reese vs. Jackson McVey,Zach Reese,Jackson McVey,5.0054794520547965
UFC Fight Night: Garcia vs. Onama,Steve Garcia vs. David Onama,Steve Garcia,David Onama,2.0438356164383578
UFC Fight Night: Garcia vs. Onama,Waldo Cortes Acosta vs. Ante Delija,Waldo Cortes Acosta,Ante Delija,-1.156164383561638
UFC Fight Night: Garcia vs. Onama,Jeremiah Wells vs. Themba Gorimbo,Jeremiah Wells,Themba Gorimbo,4.235616438356168
UFC Fight Night: Garcia vs. Onama,Yadier del Valle vs. Isaac Dulgarian,Yadier del Valle,Isaac Dulgarian,-0.06849315068493311
UFC Fight Night: Garcia vs. Onama,Charles Radtke vs. Daniel Frunza,Charles Radtke,Daniel Frunza,3.764383561643836
UFC Fight Night: Garcia vs. Onama,Allan Nascimento vs. Cody Durden,Allan Nascimento,Cody Durden,-0.4547945205479422
UFC Fight Night: Garcia vs. Onama,Billy Elekana vs. Kevin Christian,Billy Elekana,Kevin Christian,-0.34794520547945496
UFC Fight Night: Garcia vs. Onama,Timmy Cuamba vs. ChangHo Lee,Timmy Cuamba,ChangHo Lee,-4.7561643835616465
UFC Fight Night: Garcia vs. Onama,Donte Johnson vs. Sedriques Dumas,Donte Johnson,Sedriques Dumas,-3.473972602739728
UFC Fight Night: Garcia vs. Onama,Norma Dumont vs. Ketlen Vieira,Norma Dumont,Ketlen Vieira,0.9013698630136986
UFC Fight Night: Garcia vs. Onama,Alice Ardelean vs. Montserrat Conejo Ruiz,Alice Ardelean,Montserrat Conejo Ruiz,0.7945205479452042
UFC Fight Night: Garcia vs. Onama,Seokhyeon Ko vs. Phil Rowe,Seokhyeon Ko,Phil Rowe,-3.189041095890417
UFC Fight Night: Garcia vs. Onama,Talita Alencar vs. Ariane Carnelossi,Talita Alencar,Ariane Carnelossi,2.0876712328767155
UFC 321: Aspinall vs. Gane,Tom Aspinall vs. Ciryl Gane,Tom Aspinall,Ciryl Gane,-3.0
UFC 321: Aspinall vs. Gane,Mackenzie Dern vs. Virna Jandiroba,Mackenzie Dern,Virna Jandiroba,-4.819178082191783
UFC 321: Aspinall vs. Gane,Umar Nurmagomedov vs. Mario Bautista,Umar Nurmagomedov,Mario Bautista,-2.509589041095886
UFC 321: Aspinall vs. Gane,Alexander Volkov vs. Jailton Almeida,Alexander Volkov,Jailton Almeida,2.671232876712331
UFC 321: Aspinall vs. Gane,Azamat Murzakanov vs. Aleksandar Rakic,Azamat Murzakanov,Aleksandar Rakic,2.821917808219176
UFC 321: Aspinall vs. Gane,Quillan Salkilld vs. Nasrat Haqparast,Quillan Salkilld,Nasrat Haqparast,-4.353424657534244
UFC 321: Aspinall vs. Gane,Ikram Aliskerov vs. JunYong Park,Ikram Aliskerov,JunYong Park,-1.7780821917808254
UFC 321: Aspinall vs. Gane,Ludovit Klein vs. Mateusz Rebecki,Ludovit Klein,Mateusz Rebecki,-2.3890410958904127
UFC 321: Aspinall vs. Gane,Valter Walker vs. Louie Sutherland,Valter Walker,Louie Sutherland,-3.8493150684931514
UFC 321: Aspinall vs. Gane,Nathaniel Wood vs. Jose Delgado,Nathaniel Wood,Jose Delgado,4.956164383561642
UFC 321: Aspinall vs. Gane,Hamdy Abdelwahab vs. Chris Barnett,Hamdy Abdelwahab,Chris Barnett,-6.613698630136987
UFC 321: Aspinall vs. Gane,Mitch Raposo vs. Azat Maksum,Mitch Raposo,Azat Maksum,-3.7041095890410958
UFC 321: Aspinall vs. Gane,Mizuki vs. Jaqueline Amorim,Mizuki,Jaqueline Amorim,0.8465753424657585
UFC Fight Night: De Ridder vs. Allen,Brendan Allen vs. Reinier de Ridder,Brendan Allen,Reinier de Ridder,-5.309589041095887
UFC Fight Night: De Ridder vs. Allen,Mike Malott vs. Kevin Holland,Mike Malott,Kevin Holland,0.9972602739726
UFC Fight Night: De Ridder vs. Allen,Aiemann Zahabi vs. Marlon Vera,Aiemann Zahabi,Marlon Vera,5.041095890410958
UFC Fight Night: De Ridder vs. Allen,Manon Fiorot vs. Jasmine Jasudavicius,Manon Fiorot,Jasmine Jasudavicius,-0.9671232876712352
UFC Fight Night: De Ridder vs. Allen,Charles Jourdain vs. Davey Grant,Charles Jourdain,Davey Grant,-9.947945205479453
UFC Fight Night: De Ridder vs. Allen,Kyle Nelson vs. Matt Frevola,Kyle Nelson,Matt Frevola,-0.8575342465753408
UFC Fight Night: De Ridder vs. Allen,Drew Dober vs. Kyle Prepolec,Drew Dober,Kyle Prepolec,0.8630136986301409
UFC Fight Night: De Ridder vs. Allen,Aoriqileng vs. Cody Gibson,Aoriqileng,Cody Gibson,-5.791780821917811
UFC Fight Night: De Ridder vs. Allen,Bruno Silva vs. HyunSung Park,Bruno Silva,HyunSung Park,5.641095890410956
UFC Fight Night: De Ridder vs. Allen,Bruno Silva vs. HyunSung Park,Bruno Silva,HyunSung Park,6.315068493150687
UFC Fight Night: De Ridder vs. Allen,Djorden Santos vs. Danny Barlow,Djorden Santos,Danny Barlow,-2.0
UFC Fight Night: De Ridder vs. Allen,Stephanie Luciano vs. Ravena Oliveira,Stephanie Luciano,Ravena Oliveira,-2.819178082191783
UFC Fight Night: De Ridder vs. Allen,Yousri Belgaroui vs. Azamat Bekoev,Yousri Belgaroui,Azamat Bekoev,3.5780821917808225
UFC Fight Night: De Ridder vs. Allen,Melissa Croden vs. Tainara Lisboa,Melissa Croden,Tainara Lisboa,-0.11232876712328732
UFC Fight Night: Oliveira vs. Gamrot,Charles Oliveira vs. Mateusz Gamrot,Charles Oliveira,Mateusz Gamrot,1.1506849315068521
UFC Fight Night: Oliveira vs. Gamrot,Deiveson Figueiredo vs. Montel Jackson,Deiveson Figueiredo,Montel Jackson,4.353424657534248
UFC Fight Night: Oliveira vs. Gamrot,Joel Alvarez vs. Vicente Luque,Joel Alvarez,Vicente Luque,-1.2630136986301395
UFC Fight Night: Oliveira vs. Gamrot,Mario Pinto vs. Jhonata Diniz,Mario Pinto,Jhonata Diniz,-6.728767123287671
UFC Fight Night: Oliveira vs. Gamrot,Kaan Ofli vs. Ricardo Ramos,Kaan Ofli,Ricardo Ramos,2.117808219178084
UFC Fight Night: Oliveira vs. Gamrot,Michael Aswell Jr. vs. Lucas Almeida,Michael Aswell Jr.,Lucas Almeida,-9.663013698630134
UFC Fight Night: Oliveira vs. Gamrot,Jafel Filho vs. Clayton Carpenter,Jafel Filho,Clayton Carpenter,3.098630136986298
UFC Fight Night: Oliveira vs. Gamrot,Vitor Petrino vs. Thomas Petersen,Vitor Petrino,Thomas Petersen,-2.416438356164374
UFC Fight Night: Oliveira vs. Gamrot,Bia Mesquita vs. Irina Alekseeva,Bia Mesquita,Irina Alekseeva,-0.7780821917808183
UFC Fight Night: Oliveira vs. Gamrot,Lucas Rocha vs. Stewart Nicoll,Lucas Rocha,Stewart Nicoll,-4.339726027397262
UFC Fight Night: Oliveira vs. Gamrot,Julia Polastri vs. Karolina Kowalkiewicz,Julia Polastri,Karolina Kowalkiewicz,-12.394520547945206
UFC Fight Night: Oliveira vs. Gamrot,Luan Lacerda vs. Saimon Oliveira,Luan Lacerda,Saimon Oliveira,-1.7178082191780817
UFC 320: Ankalaev vs. Pereira 2,Alex Pereira vs. Magomed Ankalaev,Alex Pereira,Magomed Ankalaev,4.909589041095892
UFC 320: Ankalaev vs. Pereira 2,Merab Dvalishvili vs. Cory Sandhagen,Merab Dvalishvili,Cory Sandhagen,1.2767123287671254
UFC 320: Ankalaev vs. Pereira 2,Jiri Prochazka vs. Khalil Rountree Jr.,Jiri Prochazka,Khalil Rountree Jr.,-2.632876712328766
UFC 320: Ankalaev vs. Pereira 2,Youssef Zalal vs. Josh Emmett,Youssef Zalal,Josh Emmett,-11.51232876712329
UFC 320: Ankalaev vs. Pereira 2,Joe Pyfer vs. Abus Magomedov,Joe Pyfer,Abus Magomedov,-6.046575342465758
UFC 320: Ankalaev vs. Pereira 2,Ateba Gautier vs. Tre'ston Vines,Ateba Gautier,Tre'ston Vines,-5.813698630136987
UFC 320: Ankalaev vs. Pereira 2,Daniel Santos vs. JooSang Yoo,Daniel Santos,JooSang Yoo,-1.1369863013698662
UFC 320: Ankalaev vs. Pereira 2,Jakub Wiklacz vs. Patchy Mix,Jakub Wiklacz,Patchy Mix,-3.071232876712326
UFC 320: Ankalaev vs. Pereira 2,Edmen Shahbazyan vs. Andre Muniz,Edmen Shahbazyan,Andre Muniz,-7.761643835616443
UFC 320: Ankalaev vs. Pereira 2,Punahele Soriano vs. Nikolay Veretennikov,Punahele Soriano,Nikolay Veretennikov,-2.9205479452054846
UFC 320: Ankalaev vs. Pereira 2,Yana Santos vs. Macy Chiasson,Yana Santos,Macy Chiasson,1.7068493150684958
UFC 320: Ankalaev vs. Pereira 2,Farid Basharat vs. Chris Gutierrez,Farid Basharat,Chris Gutierrez,-6.284931506849315
UFC 320: Ankalaev vs. Pereira 2,Ramiz Brahimaj vs. Austin Vanderford,Ramiz Brahimaj,Austin Vanderford,-2.663013698630138
UFC 320: Ankalaev vs. Pereira 2,Veronica Hardy vs. Brogan Walker,Veronica Hardy,Brogan Walker,-7.2465753424657535
UFC Fight Night: Ulberg vs. Reyes,Carlos Ulberg vs. Dominick Reyes,Carlos Ulberg,Dominick Reyes,-0.8657534246575338
UFC Fight Night: Ulberg vs. Reyes,Jimmy Crute vs. Ivan Erslan,Jimmy Crute,Ivan Erslan,-4.304109589041094
UFC Fight Night: Ulberg vs. Reyes,Jack Jenkins vs. Ramon Taveras,Jack Jenkins,Ramon Taveras,0.1835616438356169
UFC Fight Night: Ulberg vs. Reyes,Neil Magny vs. Jake Matthews,Neil Magny,Jake Matthews,7.049315068493154
UFC Fight Night: Ulberg vs. Reyes,Tom Nolan vs. Charlie Campbell,Tom Nolan,Charlie Campbell,-4.684931506849313
UFC Fight Night: Ulberg vs. Reyes,Navajo Stirling vs. Rodolfo Bellato,Navajo Stirling,Rodolfo Bellato,-1.7561643835616465
UFC Fight Night: Ulberg vs. Reyes,Cam Rowston vs. Andre Petroski,Cam Rowston,Andre Petroski,-3.6082191780821944
UFC Fight Night: Ulberg vs. Reyes,Jamie Mullarkey vs. Rolando Bedoya,Jamie Mullarkey,Rolando Bedoya,2.410958904109588
UFC Fight Night: Ulberg vs. Reyes,Colby Thicknesse vs. Josias Musasa,Colby Thicknesse,Josias Musasa,-0.7013698630137064
UFC Fight Night: Ulberg vs. Reyes,Michelle Montague vs. Luana Carolina,Michelle Montague,Luana Carolina,-0.45753424657534225
UFC Fight Night: Ulberg vs. Reyes,Brando Pericic vs. Elisha Ellison,Brando Pericic,Elisha Ellison,2.589041095890412
UFC Fight Night: Ulberg vs. Reyes,Alexia Thainara vs. Loma Lookboonmee,Alexia Thainara,Loma Lookboonmee,0.16164383561643803
UFC Fight Night: Lopes vs. Silva,Diego Lopes vs. Jean Silva,Diego Lopes,Jean Silva,-17.23835616438356
UFC Fight Night: Lopes vs. Silva,Diego Lopes vs. Jean Silva,Diego Lopes,Jean Silva,1.9945205479452035
UFC Fight Night: Lopes vs. Silva,David Martinez vs. Rob Font,David Martinez,Rob Font,-11.115068493150684
UFC Fight Night: Lopes vs. Silva,Rafa Garcia vs. Jared Gordon,Rafa Garcia,Jared Gordon,-5.9150684931506845
UFC Fight Night: Lopes vs. Silva,Kelvin Gastelum vs. Dustin Stoltzfus,Kelvin Gastelum,Dustin Stoltzfus,0.0602739726027437
UFC Fight Night: Lopes vs. Silva,Alexander Hernandez vs. Diego Ferreira,Alexander Hernandez,Diego Ferreira,-7.706849315068496
UFC Fight Night: Lopes vs. Silva,Santiago Luna vs. Quang Le,Santiago Luna,Quang Le,-12.810958904109587
UFC Fight Night: Lopes vs. Silva,Dusko Todorovic vs. Jose Daniel Medina,Dusko Todorovic,Jose Daniel Medina,-3.0082191780821965
UFC Fight Night: Lopes vs. Silva,Joaquim Silva vs. Claudio Puelles,Joaquim Silva,Claudio Puelles,7.210958904109589
UFC Fight Night: Lopes vs. Silva,Tatiana Suarez vs. Amanda Lemos,Tatiana Suarez,Amanda Lemos,-3.5808219178082155
UFC Fight Night: Lopes vs. Silva,Jesus Aguilar vs. Luis Gurule,Jesus Aguilar,Luis Gurule,-2.323287671232876
UFC Fight Night: Lopes vs. Silva,Zach Reese vs. Sedriques Dumas,Zach Reese,Sedriques Dumas,1.3698630136986303
UFC Fight Night: Lopes vs. Silva,Alden Coria vs. Alessandro Costa,Alden Coria,Alessandro Costa,-2.238356164383564
UFC Fight Night: Lopes vs. Silva,Montse Rendon vs. Alice Pereira,Montse Rendon,Alice Pereira,16.77534246575342
UFC Fight Night: Lopes vs. Silva,Daniil Donchenko vs. Rodrigo Sezinando,Daniil Donchenko,Rodrigo Sezinando,-3.649315068493145
UFC Fight Night: Imavov vs. Borralho,Nassourdine Imavov vs. Caio Borralho,Nassourdine Imavov,Caio Borralho,-3.1232876712328768
UFC Fight Night: Imavov vs. Borralho,Benoit Saint Denis vs. Mauricio Ruffy,Benoit Saint Denis,Mauricio Ruffy,0.4986301369863
UFC Fight Night: Imavov vs. Borralho,Modestas Bukauskas vs. Paul Craig,Modestas Bukauskas,Paul Craig,-6.210958904109592
UFC Fight Night: Imavov vs. Borralho,Mason Jones vs. Bolaji Oki,Mason Jones,Bolaji Oki,0.5561643835616401
UFC Fight Night: Imavov vs. Borralho,Axel Sola vs. Rhys McKee,Axel Sola,Rhys McKee,-2.021917808219179
UFC Fight Night: Imavov vs. Borralho,William Gomis vs. Robert Ruchala,William Gomis,Robert Ruchala,0.920547945205481
UFC Fight Night: Imavov vs. Borralho,Oumar Sy vs. Brendson Ribeiro,Oumar Sy,Brendson Ribeiro,0.7999999999999972
UFC Fight Night: Imavov vs. Borralho,Ante Delija vs. Marcin Tybura,Ante Delija,Marcin Tybura,-4.745205479452061
UFC Fight Night: Imavov vs. Borralho,Kaue Fernandes vs. Harry Hardwick,Kaue Fernandes,Harry Hardwick,-0.46301369863013875
UFC Fight Night: Imavov vs. Borralho,Sam Patterson vs. Trey Waters,Sam Patterson,Trey Waters,-1.189041095890417
UFC Fight Night: Imavov vs. Borralho,Robert Bryczek vs. Brad Tavares,Robert Bryczek,Brad Tavares,-2.536986301369865
UFC Fight Night: Imavov vs. Borralho,Rinat Fakhretdinov vs. Andreas Gustafsson,Rinat Fakhretdinov,Andreas Gustafsson,-0.6027397260273943
UFC Fight Night: Imavov vs. Borralho,Sam Hughes vs. Shauna Bannon,Sam Hughes,Shauna Bannon,1.320547945205476
UFC Fight Night: Walker vs. Zhang,Johnny Walker vs. Zhang Mingyang,Johnny Walker,Zhang Mingyang,6.38356164383562
UFC Fight Night: Walker vs. Zhang,Aljamain Sterling vs. Brian Ortega,Aljamain Sterling,Brian Ortega,1.5616438356164508
UFC Fight Night: Walker vs. Zhang,Sergei Pavlovich vs. Waldo Cortes Acosta,Sergei Pavlovich,Waldo Cortes Acosta,-0.6109589041095944
UFC Fight Night: Walker vs. Zhang,Sumudaerji vs. Kevin Borjas,Sumudaerji,Kevin Borjas,1.8794520547945197
UFC Fight Night: Walker vs. Zhang,Taiyilake Nueraji vs. Kiefer Crosbie,Taiyilake Nueraji,Kiefer Crosbie,-10.780821917808222
UFC Fight Night: Walker vs. Zhang,Gauge Young vs. Maheshate,Gauge Young,Maheshate,-0.6191780821917767
UFC Fight Night: Walker vs. Zhang,Charles Johnson vs. Lone'er Kavanagh,Charles Johnson,Lone'er Kavanagh,8.416438356164381
UFC Fight Night: Walker vs. Zhang,Rongzhu vs. Austin Hubbard,Rongzhu,Austin Hubbard,-8.213698630136989
UFC Fight Night: Walker vs. Zhang,Kyle Daukaus vs. Michel Pereira,Kyle Daukaus,Michel Pereira,0.6054794520547944
UFC Fight Night: Walker vs. Zhang,Yizha vs. Westin Wilson,Yizha,Westin Wilson,-7.961643835616442
UFC Fight Night: Walker vs. Zhang,SuYoung You vs. Xiao Long,SuYoung You,Xiao Long,2.3397260273972584
UFC Fight Night: Walker vs. Zhang,Uran Satybaldiev vs. Diyar Nurgozhay,Uran Satybaldiev,Diyar Nurgozhay,2.7013698630136993
UFC 319: Du Plessis vs. Chimaev,Khamzat Chimaev vs. Dricus Du Plessis,Khamzat Chimaev,Dricus Du Plessis,-0.29315068493150775
UFC 319: Du Plessis vs. Chimaev,Lerone Murphy vs. Aaron Pico,Lerone Murphy,Aaron Pico,5.17808219178082
UFC 319: Du Plessis vs. Chimaev,Carlos Prates vs. Geoff Neal,Carlos Prates,Geoff Neal,-2.972602739726028
UFC 319: Du Plessis vs. Chimaev,Michael Page vs. Jared Cannonier,Michael Page,Jared Cannonier,-3.0602739726027366
UFC 319: Du Plessis vs. Chimaev,Tim Elliott vs. Kai Asakura,Tim Elliott,Kai Asakura,6.857534246575341
UFC 319: Du Plessis vs. Chimaev,Baisangur Susurkaev vs. Eric Nolan,Baisangur Susurkaev,Eric Nolan,-3.323287671232876
UFC 319: Du Plessis vs. Chimaev,Michal Oleksiejczuk vs. Gerald Meerschaert,Michal Oleksiejczuk,Gerald Meerschaert,-7.186301369863017
UFC 319: Du Plessis vs. Chimaev,Loopy Godinez vs. Jessica Andrade,Loopy Godinez,Jessica Andrade,-1.9506849315068493
UFC 319: Du Plessis vs. Chimaev,Alexander Hernandez vs. Chase Hooper,Alexander Hernandez,Chase Hooper,6.953424657534246
UFC 319: Du Plessis vs. Chimaev,Drakkar Klose vs. Edson Barboza,Drakkar Klose,Edson Barboza,-2.131506849315066
UFC 319: Du Plessis vs. Chimaev,Karine Silva vs. Dione Barbosa,Karine Silva,Dione Barbosa,-1.569863013698626
UFC 319: Du Plessis vs. Chimaev,Joseph Morales vs. Alibi Idiris,Joseph Morales,Alibi Idiris,0.16712328767123097
UFC Fight Night: Dolidze vs. Hernandez,Anthony Hernandez vs. Roman Dolidze,Anthony Hernandez,Roman Dolidze,-5.263013698630132
UFC Fight Night: Dolidze vs. Hernandez,Steve Erceg vs. Ode Osbourne,Steve Erceg,Ode Osbourne,-3.5479452054794542
UFC Fight Night: Dolidze vs. Hernandez,Iasmin Lucindo vs. Angela Hill,Iasmin Lucindo,Angela Hill,-17.000000000000004
UFC Fight Night: Dolidze vs. Hernandez,Andre Fili vs. Christian Rodriguez,Andre Fili,Christian Rodriguez,7.484931506849318
UFC Fight Night: Dolidze vs. Hernandez,Jean Matsumoto vs. Miles Johns,Jean Matsumoto,Miles Johns,-5.449315068493146
UFC Fight Night: Dolidze vs. Hernandez,Christian Leroy Duncan vs. Eryk Anders,Christian Leroy Duncan,Eryk Anders,-8.263013698630143
UFC Fight Night: Dolidze vs. Hernandez,Julius Walker vs. Rafael Cerquiera,Julius Walker,Rafael Cerquiera,
UFC Fight Night: Dolidze vs. Hernandez,Elijah Smith vs. Toshiomi Kazama,Elijah Smith,Toshiomi Kazama,-5.312328767123287
UFC Fight Night: Dolidze vs. Hernandez,Joselyne Edwards vs. Priscila Cachoeira,Joselyne Edwards,Priscila Cachoeira,-7.115068493150684
UFC Fight Night: Dolidze vs. Hernandez,Uros Medic vs. Gilbert Urbina,Uros Medic,Gilbert Urbina,2.9479452054794493
UFC Fight Night: Dolidze vs. Hernandez,Gabriella Fernandes vs. Julija Stoliarenko,Gabriella Fernandes,Julija Stoliarenko,-0.34794520547945496
UFC Fight Night: Dolidze vs. Hernandez,Eric McConico vs. Cody Brundage,Eric McConico,Cody Brundage,4.021917808219175
UFC Fight Night: Taira vs. Park,Tatsuro Taira vs. HyunSung Park,Tatsuro Taira,HyunSung Park,-4.232876712328768
UFC Fight Night: Taira vs. Park,Chris Duncan vs. Mateusz Rebecki,Chris Duncan,Mateusz Rebecki,-0.6000000000000014
UFC Fight Night: Taira vs. Park,Esteban Ribovics vs. Elves Brener,Esteban Ribovics,Elves Brener,1.4191780821917774
UFC Fight Night: Taira vs. Park,Karol Rosa vs. Nora Cornolle,Karol Rosa,Nora Cornolle,-5.068493150684937
UFC Fight Night: Taira vs. Park,Neil Magny vs. Elizeu Zaleski dos Santos,Neil Magny,Elizeu Zaleski dos Santos,-0.6438356164383592
UFC Fight Night: Taira vs. Park,Kevin Vallejos vs. Danny Silva,Kevin Vallejos,Danny Silva,-4.857534246575341
UFC Fight Night: Taira vs. Park,Rinya Nakamura vs. Nathan Fletcher,Rinya Nakamura,Nathan Fletcher,2.786301369863015
UFC Fight Night: Taira vs. Park,Rodolfo Vieira vs. Tresean Gore,Rodolfo Vieira,Tresean Gore,4.73972602739725
UFC Fight Night: Taira vs. Park,Andrey Pulyaev vs. Nick Klein,Andrey Pulyaev,Nick Klein,-2.008219178082193
UFC Fight Night: Taira vs. Park,Austin Bashi vs. John Yannis,Austin Bashi,John Yannis,-7.235616438356168
UFC Fight Night: Taira vs. Park,Rafael Estevam vs. Felipe Bunes,Rafael Estevam,Felipe Bunes,-6.786301369863015
UFC Fight Night: Taira vs. Park,Piera Rodriguez vs. Ketlen Souza,Piera Rodriguez,Ketlen Souza,1.7671232876712324
UFC Fight Night: Whittaker vs. De Ridder,Reinier de Ridder vs. Robert Whittaker,Reinier de Ridder,Robert Whittaker,0.28493150684931123
UFC Fight Night: Whittaker vs. De Ridder,Petr Yan vs. Marcus McGhee,Petr Yan,Marcus McGhee,-2.7698630136986324
UFC Fight Night: Whittaker vs. De Ridder,Shara Magomedov vs. Marc-Andre Barriault,Shara Magomedov,Marc-Andre Barriault,-4.241095890410957
UFC Fight Night: Whittaker vs. De Ridder,Asu Almabayev vs. Jose Ochoa,Asu Almabayev,Jose Ochoa,6.936986301369863
UFC Fight Night: Whittaker vs. De Ridder,Bogdan Guskov vs. Nikita Krylov,Bogdan Guskov,Nikita Krylov,-0.5178082191780717
UFC Fight Night: Whittaker vs. De Ridder,Bryce Mitchell vs. Said Nurmagomedov,Bryce Mitchell,Said Nurmagomedov,-2.4986301369863035
UFC Fight Night: Whittaker vs. De Ridder,Muslim Salikhov vs. Carlos Leal,Muslim Salikhov,Carlos Leal,9.906849315068488
UFC Fight Night: Whittaker vs. De Ridder,Davey Grant vs. Da'Mon Blackshear,Davey Grant,Da'Mon Blackshear,8.654794520547945
UFC Fight Night: Whittaker vs. De Ridder,Tabatha Ricci vs. Amanda Ribas,Tabatha Ricci,Amanda Ribas,-1.490410958904107
UFC Fight Night: Whittaker vs. De Ridder,Billy Elekana vs. Ibo Aslan,Billy Elekana,Ibo Aslan,0.9068493150684915
UFC Fight Night: Whittaker vs. De Ridder,Steven Nguyen vs. Mohammad Yahya,Steven Nguyen,Mohammad Yahya,1.0109589041095894
UFC Fight Night: Whittaker vs. De Ridder,Martin Buday vs. Marcus Buchecha,Martin Buday,Marcus Buchecha,-1.841095890410955
UFC 318: Holloway vs. Poirier 3,Max Holloway vs. Dustin Poirier,Max Holloway,Dustin Poirier,-2.8739726027397268
UFC 318: Holloway vs. Poirier 3,Paulo Costa vs. Roman Kopylov,Paulo Costa,Roman Kopylov,0.03561643835616479
UFC 318: Holloway vs. Poirier 3,Daniel Rodriguez vs. Kevin Holland,Daniel Rodriguez,Kevin Holland,5.852054794520548
UFC 318: Holloway vs. Poirier 3,Patricio Freire vs. Dan Ige,Patricio Freire,Dan Ige,4.0849315068493155
UFC 318: Holloway vs. Poirier 3,Michael Johnson vs. Daniel Zellhuber,Michael Johnson,Daniel Zellhuber,13.098630136986301
UFC 318: Holloway vs. Poirier 3,Vinicius Oliveira vs. Kyler Phillips,Vinicius Oliveira,Kyler Phillips,-0.4684931506849317
UFC 318: Holloway vs. Poirier 3,Brendan Allen vs. Marvin Vettori,Brendan Allen,Marvin Vettori,-2.271232876712329
UFC 318: Holloway vs. Poirier 3,Nikolay Veretennikov vs. Francisco Prado,Nikolay Veretennikov,Francisco Prado,12.49041095890411
UFC 318: Holloway vs. Poirier 3,Ateba Gautier vs. Robert Valentin,Ateba Gautier,Robert Valentin,-7.032876712328765
UFC 318: Holloway vs. Poirier 3,Islam Dulatov vs. Adam Fugitt,Islam Dulatov,Adam Fugitt,-9.55890410958904
UFC 318: Holloway vs. Poirier 3,Jimmy Crute vs. Marcin Prachnio,Jimmy Crute,Marcin Prachnio,-7.643835616438356
UFC 318: Holloway vs. Poirier 3,Ryan Spann vs. Lukasz Brzeski,Ryan Spann,Lukasz Brzeski,0.7315068493150676
