EVENT,BOUT,FIGHTER1,FIGHTER2,AGE.DIFF
UFC 259: Blachowicz vs. Adesanya,Kennedy Nzechukwu vs. Carlos Ulberg,Kennedy Nzechukwu,Carlos Ulberg,-1.6000000000000014
UFC 259: Blachowicz vs. Adesanya,Sean Brady vs. Jake Matthews,Sean Brady,Jake Matthews,1.736986301369864
UFC 259: Blachowicz vs. Adesanya,Amanda Lemos vs. Livinha Souza,Amanda Lemos,Livinha Souza,3.805479452054797
UFC 259: Blachowicz vs. Adesanya,Uros Medic vs. Aalon Cruz,Uros Medic,Aalon Cruz,-3.5972602739726085
UFC 259: Blachowicz vs. Adesanya,Trevin Jones vs. Mario Bautista,Trevin Jones,Mario Bautista,2.9095890410958916
UFC Fight Night: Rozenstruik vs. Gane,Ciryl Gane vs. Jairzinho Rozenstruik,Ciryl Gane,Jairzinho Rozenstruik,-2.0712328767123296
UFC Fight Night: Rozenstruik vs. Gane,Magomed Ankalaev vs. Nikita Krylov,Magomed Ankalaev,Nikita Krylov,-0.23835616438356055
UFC Fight Night: Rozenstruik vs. Gane,Montana De La Rosa vs. Mayra Bueno Silva,Montana De La Rosa,Mayra Bueno Silva,-3.484931506849314
UFC Fight Night: Rozenstruik vs. Gane,Pedro Munhoz vs. Jimmie Rivera,Pedro Munhoz,Jimmie Rivera,2.8109589041095973
UFC Fight Night: Rozenstruik vs. Gane,Alex Caceres vs. Kevin Croom,Alex Caceres,Kevin Croom,-0.9342465753424634
UFC Fight Night: Rozenstruik vs. Gane,Thiago Moises vs. Alexander Hernandez,Thiago Moises,Alexander Hernandez,-2.4739726027397246
UFC Fight Night: Rozenstruik vs. Gane,Alexis Davis vs. Sabina Mazo,Alexis Davis,Sabina Mazo,12.479452054794525
UFC Fight Night: Rozenstruik vs. Gane,Ronnie Lawrence vs. Vince Cachero,Ronnie Lawrence,Vince Cachero,-2.5999999999999943
UFC Fight Night: Rozenstruik vs. Gane,Dustin Jacoby vs. Maxim Grishin,Dustin Jacoby,Maxim Grishin,-3.9260273972602704
UFC Fight Night: Blaydes vs. Lewis,Derrick Lewis vs. Curtis Blaydes,Derrick Lewis,Curtis Blaydes,6.032876712328772
UFC Fight Night: Blaydes vs. Lewis,Yana Santos vs. Ketlen Vieira,Yana Santos,Ketlen Vieira,1.7890410958904113
UFC Fight Night: Blaydes vs. Lewis,Darrick Minner vs. Charles Rosa,Darrick Minner,Charles Rosa,-3.679452054794524
UFC Fight Night: Blaydes vs. Lewis,Chris Daukaus vs. Aleksei Oleinik,Chris Daukaus,Aleksei Oleinik,-12.273972602739747
UFC Fight Night: Blaydes vs. Lewis,Phil Hawes vs. Nassourdine Imavov,Phil Hawes,Nassourdine Imavov,7.147945205479449
UFC Fight Night: Blaydes vs. Lewis,Tom Aspinall vs. Andrei Arlovski,Tom Aspinall,Andrei Arlovski,-14.19178082191781
UFC Fight Night: Blaydes vs. Lewis,Jared Gordon vs. Danny Chavez,Jared Gordon,Danny Chavez,-1.484931506849314
UFC Fight Night: Blaydes vs. Lewis,John Castaneda vs. Eddie Wineland,John Castaneda,Eddie Wineland,-7.482191780821921
UFC Fight Night: Blaydes vs. Lewis,Julian Erosa vs. Nate Landwehr,Julian Erosa,Nate Landwehr,-1.150684931506838
UFC Fight Night: Blaydes vs. Lewis,Casey O'Neill vs. Shana Dobson,Casey O'Neill,Shana Dobson,-8.528767123287675
UFC Fight Night: Blaydes vs. Lewis,Aiemann Zahabi vs. Drako Rodriguez,Aiemann Zahabi,Drako Rodriguez,8.580821917808212
UFC Fight Night: Blaydes vs. Lewis,Serghei Spivac vs. Jared Vanderaa,Serghei Spivac,Jared Vanderaa,-2.7041095890410993
UFC 258: Usman vs. Burns,Kamaru Usman vs. Gilbert Burns,Kamaru Usman,Gilbert Burns,-0.8082191780821901
UFC 258: Usman vs. Burns,Alexa Grasso vs. Maycee Barber,Alexa Grasso,Maycee Barber,4.775342465753429
UFC 258: Usman vs. Burns,Kelvin Gastelum vs. Ian Heinisch,Kelvin Gastelum,Ian Heinisch,-3.2191780821917817
UFC 258: Usman vs. Burns,Ricky Simon vs. Brian Kelleher,Ricky Simon,Brian Kelleher,-6.038356164383565
UFC 258: Usman vs. Burns,Julian Marquez vs. Maki Pitolo,Julian Marquez,Maki Pitolo,0.5479452054794507
UFC 258: Usman vs. Burns,Anthony Hernandez vs. Rodolfo Vieira,Anthony Hernandez,Rodolfo Vieira,-4.065753424657522
UFC 258: Usman vs. Burns,Belal Muhammad vs. Dhiego Lima,Belal Muhammad,Dhiego Lima,0.5643835616438366
UFC 258: Usman vs. Burns,Polyana Viana vs. Mallory Martin,Polyana Viana,Mallory Martin,1.6273972602739732
UFC 258: Usman vs. Burns,Chris Gutierrez vs. Andre Ewell,Chris Gutierrez,Andre Ewell,-3.2520547945205465
UFC 258: Usman vs. Burns,Gabe Green vs. Phil Rowe,Gabe Green,Phil Rowe,-2.7917808219178113
UFC Fight Night: Overeem vs. Volkov,Alexander Volkov vs. Alistair Overeem,Alexander Volkov,Alistair Overeem,-8.443835616438356
UFC Fight Night: Overeem vs. Volkov,Cory Sandhagen vs. Frankie Edgar,Cory Sandhagen,Frankie Edgar,-10.517808219178086
UFC Fight Night: Overeem vs. Volkov,Clay Guida vs. Michael Johnson,Clay Guida,Michael Johnson,4.490410958904114
UFC Fight Night: Overeem vs. Volkov,Alexandre Pantoja vs. Manel Kape,Alexandre Pantoja,Manel Kape,3.5835616438356155
UFC Fight Night: Overeem vs. Volkov,Beneil Dariush vs. Diego Ferreira,Beneil Dariush,Diego Ferreira,-4.298630136986304
UFC Fight Night: Overeem vs. Volkov,Danilo Marques vs. Mike Rodriguez,Danilo Marques,Mike Rodriguez,2.9260273972602775
UFC Fight Night: Overeem vs. Volkov,Devonte Smith vs. Justin Jaynes,Devonte Smith,Justin Jaynes,-3.972602739726021
UFC Fight Night: Overeem vs. Volkov,Karol Rosa vs. Joselyne Edwards,Karol Rosa,Joselyne Edwards,0.74794520547945
UFC Fight Night: Overeem vs. Volkov,Lara Procopio vs. Molly McCann,Lara Procopio,Molly McCann,-5.534246575342461
UFC Fight Night: Overeem vs. Volkov,SeungWoo Choi vs. Youssef Zalal,SeungWoo Choi,Youssef Zalal,3.8383561643835655
UFC Fight Night: Overeem vs. Volkov,Timur Valiev vs. Martin Day,Timur Valiev,Martin Day,-1.1917808219178028
UFC Fight Night: Overeem vs. Volkov,Ode Osbourne vs. Jerome Rivera,Ode Osbourne,Jerome Rivera,3.2849315068493183
UFC 257: Poirier vs. McGregor,Dustin Poirier vs. Conor McGregor,Dustin Poirier,Conor McGregor,-0.5178082191780788
UFC 257: Poirier vs. McGregor,Michael Chandler vs. Dan Hooker,Michael Chandler,Dan Hooker,3.81095890410959
UFC 257: Poirier vs. McGregor,Joanne Wood vs. Jessica Eye,Joanne Wood,Jessica Eye,0.5917808219178085
UFC 257: Poirier vs. McGregor,Makhmud Muradov vs. Andrew Sanchez,Makhmud Muradov,Andrew Sanchez,-1.838356164383562
UFC 257: Poirier vs. McGregor,Marina Rodriguez vs. Amanda Ribas,Marina Rodriguez,Amanda Ribas,6.331506849315069
UFC 257: Poirier vs. McGregor,Arman Tsarukyan vs. Matt Frevola,Arman Tsarukyan,Matt Frevola,-6.339726027397255
UFC 257: Poirier vs. McGregor,Brad Tavares vs. Antonio Carlos Junior,Brad Tavares,Antonio Carlos Junior,2.2356164383561676
UFC 257: Poirier vs. McGregor,Julianna Pena vs. Sara McMann,Julianna Pena,Sara McMann,-8.906849315068492
UFC 257: Poirier vs. McGregor,Marcin Prachnio vs. Khalil Rountree Jr.,Marcin Prachnio,Khalil Rountree Jr.,1.6219178082191803
UFC 257: Poirier vs. McGregor,Movsar Evloev vs. Nik Lentz,Movsar Evloev,Nik Lentz,-9.504109589041093
UFC 257: Poirier vs. McGregor,Amir Albazi vs. Zhalgas Zhumagulov,Amir Albazi,Zhalgas Zhumagulov,-5.164383561643838
UFC Fight Night: Chiesa vs. Magny,Michael Chiesa vs. Neil Magny,Michael Chiesa,Neil Magny,-0.34520547945205493
UFC Fight Night: Chiesa vs. Magny,Warlley Alves vs. Mounir Lazzez,Warlley Alves,Mounir Lazzez,-3.136986301369859
UFC Fight Night: Chiesa vs. Magny,Ike Villanueva vs. Vinicius Moreira,Ike Villanueva,Vinicius Moreira,4.906849315068499
UFC Fight Night: Chiesa vs. Magny,Viviane Araujo vs. Roxanne Modafferi,Viviane Araujo,Roxanne Modafferi,-4.161643835616438
UFC Fight Night: Chiesa vs. Magny,Matt Schnell vs. Tyson Nam,Matt Schnell,Tyson Nam,-6.282191780821918
UFC Fight Night: Chiesa vs. Magny,Lerone Murphy vs. Douglas Silva de Andrade,Lerone Murphy,Douglas Silva de Andrade,-6.0849315068493155
UFC Fight Night: Chiesa vs. Magny,Omari Akhmedov vs. Tom Breese,Omari Akhmedov,Tom Breese,3.9589041095890423
UFC Fight Night: Chiesa vs. Magny,Ricky Simon vs. Gaetano Pirrello,Ricky Simon,Gaetano Pirrello,-0.339726027397262
UFC Fight Night: Chiesa vs. Magny,Sumudaerji vs. Zarrukh Adashev,Sumudaerji,Zarrukh Adashev,-3.4794520547945176
UFC Fight Night: Chiesa vs. Magny,Dalcha Lungiambula vs. Markus Perez,Dalcha Lungiambula,Markus Perez,0.8958904109588985
UFC Fight Night: Chiesa vs. Magny,Francisco Figueiredo vs. Jerome Rivera,Francisco Figueiredo,Jerome Rivera,5.4986301369863
UFC Fight Night: Chiesa vs. Magny,Mike Davis vs. Mason Jones,Mike Davis,Mason Jones,
UFC Fight Night: Chiesa vs. Magny,Mike Davis vs. Mason Jones,Mike Davis,Mason Jones,2.550684931506858
UFC Fight Night: Chiesa vs. Magny,Umar Nurmagomedov vs. Sergey Morozov,Umar Nurmagomedov,Sergey Morozov,-6.558904109589037
UFC Fight Night: Chiesa vs. Magny,Manon Fiorot vs. Victoria Leonardo,Manon Fiorot,Victoria Leonardo,-0.0027397260274000246
UFC Fight Night: Holloway vs. Kattar,Max Holloway vs. Calvin Kattar,Max Holloway,Calvin Kattar,-3.69315068493151
UFC Fight Night: Holloway vs. Kattar,Carlos Condit vs. Matt Brown,Carlos Condit,Matt Brown,-3.293150684931504
UFC Fight Night: Holloway vs. Kattar,Li Jingliang vs. Santiago Ponzinibbio,Li Jingliang,Santiago Ponzinibbio,-1.482191780821907
UFC Fight Night: Holloway vs. Kattar,Alessio Di Chirico vs. Joaquin Buckley,Alessio Di Chirico,Joaquin Buckley,4.37534246575343
UFC Fight Night: Holloway vs. Kattar,Punahele Soriano vs. Dusko Todorovic,Punahele Soriano,Dusko Todorovic,1.4876712328767105
UFC Fight Night: Holloway vs. Kattar,Joselyne Edwards vs. Wu Yanan,Joselyne Edwards,Wu Yanan,0.5534246575342472
UFC Fight Night: Holloway vs. Kattar,Carlos Felipe vs. Justin Tafa,Carlos Felipe,Justin Tafa,-1.082191780821919
UFC Fight Night: Holloway vs. Kattar,Ramazan Emeev vs. David Zawada,Ramazan Emeev,David Zawada,3.1945205479451957
UFC Fight Night: Holloway vs. Kattar,Vanessa Melo vs. Sarah Moras,Vanessa Melo,Sarah Moras,0.09315068493150847
UFC Fight Night: Holloway vs. Kattar,Austin Lingo vs. Jacob Kilburn,Austin Lingo,Jacob Kilburn,0.9671232876712317
UFC Fight Night: Thompson vs. Neal,Stephen Thompson vs. Geoff Neal,Stephen Thompson,Geoff Neal,7.547945205479458
UFC Fight Night: Thompson vs. Neal,Jose Aldo vs. Marlon Vera,Jose Aldo,Marlon Vera,6.235616438356168
UFC Fight Night: Thompson vs. Neal,Michel Pereira vs. Khaos Williams,Michel Pereira,Khaos Williams,0.4794520547945247
UFC Fight Night: Thompson vs. Neal,Rob Font vs. Marlon Moraes,Rob Font,Marlon Moraes,0.838356164383562
UFC Fight Night: Thompson vs. Neal,Marcin Tybura vs. Greg Hardy,Marcin Tybura,Greg Hardy,2.7178082191780817
UFC Fight Night: Thompson vs. Neal,Anthony Pettis vs. Alex Morono,Anthony Pettis,Alex Morono,3.5534246575342436
UFC Fight Night: Thompson vs. Neal,Pannie Kianzad vs. Sijara Eubanks,Pannie Kianzad,Sijara Eubanks,-6.61917808219178
UFC Fight Night: Thompson vs. Neal,Deron Winn vs. Antonio Arroyo,Deron Winn,Antonio Arroyo,0.049315068493150704
UFC Fight Night: Thompson vs. Neal,Taila Santos vs. Gillian Robertson,Taila Santos,Gillian Robertson,1.9013698630136986
UFC Fight Night: Thompson vs. Neal,Tafon Nchukwi vs. Jamie Pickett,Tafon Nchukwi,Jamie Pickett,-6.12876712328767
UFC Fight Night: Thompson vs. Neal,Jimmy Flick vs. Cody Durden,Jimmy Flick,Cody Durden,0.5561643835616437
UFC Fight Night: Thompson vs. Neal,Christos Giagos vs. Carlton Minus,Christos Giagos,Carlton Minus,3.2575342465753394
UFC 256: Figueiredo vs. Moreno,Deiveson Figueiredo vs. Brandon Moreno,Deiveson Figueiredo,Brandon Moreno,5.975342465753425
UFC 256: Figueiredo vs. Moreno,Charles Oliveira vs. Tony Ferguson,Charles Oliveira,Tony Ferguson,-5.68219178082191
UFC 256: Figueiredo vs. Moreno,Mackenzie Dern vs. Virna Jandiroba,Mackenzie Dern,Virna Jandiroba,-4.819178082191783
UFC 256: Figueiredo vs. Moreno,Kevin Holland vs. Jacare Souza,Kevin Holland,Jacare Souza,-12.923287671232877
UFC 256: Figueiredo vs. Moreno,Ciryl Gane vs. Junior Dos Santos,Ciryl Gane,Junior Dos Santos,-6.202739726027396
UFC 256: Figueiredo vs. Moreno,Cub Swanson vs. Daniel Pineda,Cub Swanson,Daniel Pineda,1.7616438356164323
UFC 256: Figueiredo vs. Moreno,Rafael Fiziev vs. Renato Moicano,Rafael Fiziev,Renato Moicano,-3.791780821917804
UFC 256: Figueiredo vs. Moreno,Gavin Tucker vs. Billy Quarantillo,Gavin Tucker,Billy Quarantillo,2.479452054794521
UFC 256: Figueiredo vs. Moreno,Tecia Pennington vs. Sam Hughes,Tecia Pennington,Sam Hughes,2.868493150684934
UFC 256: Figueiredo vs. Moreno,Chase Hooper vs. Peter Barrett,Chase Hooper,Peter Barrett,-13.101369863013698
UFC Fight Night: Hermansson vs. Vettori,Marvin Vettori vs. Jack Hermansson,Marvin Vettori,Jack Hermansson,-5.282191780821918
UFC Fight Night: Hermansson vs. Vettori,Jamahal Hill vs. Ovince Saint Preux,Jamahal Hill,Ovince Saint Preux,-8.117808219178087
UFC Fight Night: Hermansson vs. Vettori,Gabriel Benitez vs. Justin Jaynes,Gabriel Benitez,Justin Jaynes,1.153424657534245
UFC Fight Night: Hermansson vs. Vettori,Roman Dolidze vs. John Allan,Roman Dolidze,John Allan,4.610958904109587
UFC Fight Night: Hermansson vs. Vettori,Jordan Leavitt vs. Matt Wiman,Jordan Leavitt,Matt Wiman,-11.709589041095885
UFC Fight Night: Hermansson vs. Vettori,Louis Smolka vs. Jose Quinonez,Louis Smolka,Jose Quinonez,-0.9671232876712352
UFC Fight Night: Hermansson vs. Vettori,Ilia Topuria vs. Damon Jackson,Ilia Topuria,Damon Jackson,-8.460273972602742
UFC Fight Night: Hermansson vs. Vettori,Jake Collier vs. Gian Villante,Jake Collier,Gian Villante,-3.18904109589041
UFC Fight Night: Smith vs. Clark,Anthony Smith vs. Devin Clark,Anthony Smith,Devin Clark,1.7123287671232887
UFC Fight Night: Smith vs. Clark,Miguel Baeza vs. Takashi Sato,Miguel Baeza,Takashi Sato,-2.2082191780821887
UFC Fight Night: Smith vs. Clark,Parker Porter vs. Josh Parisian,Parker Porter,Josh Parisian,4.186301369863003
UFC Fight Night: Smith vs. Clark,Bill Algeo vs. Spike Carlyle,Bill Algeo,Spike Carlyle,3.9095890410958845
UFC Fight Night: Smith vs. Clark,Norma Dumont vs. Ashlee Evans-Smith,Norma Dumont,Ashlee Evans-Smith,-3.2328767123287676
UFC Fight Night: Smith vs. Clark,Jonathan Pearce vs. Kai Kamaka,Jonathan Pearce,Kai Kamaka,2.6821917808219204
UFC Fight Night: Smith vs. Clark,Anderson Dos Santos vs. Martin Day,Anderson Dos Santos,Martin Day,3.3013698630137043
UFC Fight Night: Smith vs. Clark,Gina Mazany vs. Rachael Ostovich,Gina Mazany,Rachael Ostovich,2.520547945205479
UFC Fight Night: Smith vs. Clark,Sumudaerji vs. Malcolm Gordon,Sumudaerji,Malcolm Gordon,-5.67671232876712
UFC Fight Night: Smith vs. Clark,Nate Maness vs. Luke Sanders,Nate Maness,Luke Sanders,-5.542465753424665
UFC 255: Figueiredo vs. Perez,Deiveson Figueiredo vs. Alex Perez,Deiveson Figueiredo,Alex Perez,4.260273972602739
UFC 255: Figueiredo vs. Perez,Valentina Shevchenko vs. Jennifer Maia,Valentina Shevchenko,Jennifer Maia,0.5835616438356226
UFC 255: Figueiredo vs. Perez,Tim Means vs. Mike Perry,Tim Means,Mike Perry,7.5726027397260225
UFC 255: Figueiredo vs. Perez,Katlyn Cerminara vs. Cynthia Calvillo,Katlyn Cerminara,Cynthia Calvillo,-1.4630136986301352
UFC 255: Figueiredo vs. Perez,Paul Craig vs. Mauricio Rua,Paul Craig,Mauricio Rua,-6.008219178082193
UFC 255: Figueiredo vs. Perez,Brandon Moreno vs. Brandon Royval,Brandon Moreno,Brandon Royval,-1.3095890410958866
UFC 255: Figueiredo vs. Perez,Joaquin Buckley vs. Jordan Wright,Joaquin Buckley,Jordan Wright,-2.556164383561647
UFC 255: Figueiredo vs. Perez,Antonina Shevchenko vs. Ariane da Silva,Antonina Shevchenko,Ariane da Silva,9.189041095890413
UFC 255: Figueiredo vs. Perez,Nicolas Dalby vs. Daniel Rodriguez,Nicolas Dalby,Daniel Rodriguez,2.123287671232873
UFC 255: Figueiredo vs. Perez,Alan Jouban vs. Jared Gooden,Alan Jouban,Jared Gooden,12.035616438356168
UFC 255: Figueiredo vs. Perez,Kyle Daukaus vs. Dustin Stoltzfus,Kyle Daukaus,Dustin Stoltzfus,-1.2876712328767113
UFC 255: Figueiredo vs. Perez,Sasha Palatnikov vs. Louis Cosce,Sasha Palatnikov,Louis Cosce,6.454794520547946
UFC Fight Night: Felder vs. Dos Anjos,Rafael Dos Anjos vs. Paul Felder,Rafael Dos Anjos,Paul Felder,-0.5041095890411
UFC Fight Night: Felder vs. Dos Anjos,Khaos Williams vs. Abdul Razak Alhassan,Khaos Williams,Abdul Razak Alhassan,-8.63835616438357
UFC Fight Night: Felder vs. Dos Anjos,Ashley Yoder vs. Miranda Granger,Ashley Yoder,Miranda Granger,4.484931506849314
UFC Fight Night: Felder vs. Dos Anjos,Sean Strickland vs. Brendan Allen,Sean Strickland,Brendan Allen,4.8356164383561655
UFC Fight Night: Felder vs. Dos Anjos,Cory McKenna vs. Kay Hansen,Cory McKenna,Kay Hansen,0.09315068493150491
UFC Fight Night: Felder vs. Dos Anjos,Kanako Murata vs. Randa Markos,Kanako Murata,Randa Markos,-8.005479452054793
UFC Fight Night: Felder vs. Dos Anjos,Tony Gravely vs. Geraldo de Freitas,Tony Gravely,Geraldo de Freitas,0.005479452054800049
UFC Fight Night: Felder vs. Dos Anjos,Alex Morono vs. Rhys McKee,Alex Morono,Rhys McKee,5.07123287671233
UFC Fight Night: Felder vs. Dos Anjos,Don'Tale Mayes vs. Roque Martinez,Don'Tale Mayes,Roque Martinez,-5.873972602739727
UFC Fight Night: Santos vs. Teixeira,Glover Teixeira vs. Thiago Santos,Glover Teixeira,Thiago Santos,4.197260273972596
UFC Fight Night: Santos vs. Teixeira,Andrei Arlovski vs. Tanner Boser,Andrei Arlovski,Tanner Boser,12.4986301369863
UFC Fight Night: Santos vs. Teixeira,Raoni Barcelos vs. Khalid Taha,Raoni Barcelos,Khalid Taha,4.797260273972604
UFC Fight Night: Santos vs. Teixeira,Giga Chikadze vs. Jamey Simmons,Giga Chikadze,Jamey Simmons,4.049315068493151
UFC Fight Night: Santos vs. Teixeira,Yan Xiaonan vs. Claudia Gadelha,Yan Xiaonan,Claudia Gadelha,-0.5232876712328789
UFC Fight Night: Santos vs. Teixeira,Trevin Giles vs. Bevon Lewis,Trevin Giles,Bevon Lewis,-1.2575342465753465
UFC Fight Night: Santos vs. Teixeira,Alexandr Romanov vs. Marcos Rogerio de Lima,Alexandr Romanov,Marcos Rogerio de Lima,-5.465753424657535
UFC Fight Night: Santos vs. Teixeira,Darren Elkins vs. Eduardo Garagorri,Darren Elkins,Eduardo Garagorri,5.035616438356165
UFC Fight Night: Santos vs. Teixeira,Max Griffin vs. Ramiz Brahimaj,Max Griffin,Ramiz Brahimaj,6.972602739726028
UFC Fight Night: Santos vs. Teixeira,Gustavo Lopez vs. Anthony Birchak,Gustavo Lopez,Anthony Birchak,-3.1178082191780874
UFC Fight Night: Hall vs. Silva,Uriah Hall vs. Anderson Silva,Uriah Hall,Anderson Silva,-9.304109589041097
UFC Fight Night: Hall vs. Silva,Bryce Mitchell vs. Andre Fili,Bryce Mitchell,Andre Fili,-4.279452054794522
UFC Fight Night: Hall vs. Silva,Greg Hardy vs. Maurice Greene,Greg Hardy,Maurice Greene,-2.0657534246575295
UFC Fight Night: Hall vs. Silva,Kevin Holland vs. Charlie Ontiveros,Kevin Holland,Charlie Ontiveros,-1.342465753424655
UFC Fight Night: Hall vs. Silva,Thiago Moises vs. King Green,Thiago Moises,King Green,-8.539726027397261
UFC Fight Night: Hall vs. Silva,Alexander Hernandez vs. Chris Gruetzemacher,Alexander Hernandez,Chris Gruetzemacher,-6.298630136986304
UFC Fight Night: Hall vs. Silva,Adrian Yanez vs. Victor Rodriguez,Adrian Yanez,Victor Rodriguez,-1.2328767123287676
UFC Fight Night: Hall vs. Silva,Sean Strickland vs. Jack Marshman,Sean Strickland,Jack Marshman,-1.1917808219178099
UFC Fight Night: Hall vs. Silva,Jason Witt vs. Cole Williams,Jason Witt,Cole Williams,-2.8986301369862986
UFC Fight Night: Hall vs. Silva,Dustin Jacoby vs. Justin Ledet,Dustin Jacoby,Justin Ledet,0.4849315068493141
UFC Fight Night: Hall vs. Silva,Miles Johns vs. Kevin Natividad,Miles Johns,Kevin Natividad,-0.9917808219178106
UFC 254: Khabib vs. Gaethje,Khabib Nurmagomedov vs. Justin Gaethje,Khabib Nurmagomedov,Justin Gaethje,0.15068493150685214
UFC 254: Khabib vs. Gaethje,Robert Whittaker vs. Jared Cannonier,Robert Whittaker,Jared Cannonier,-6.767123287671232
UFC 254: Khabib vs. Gaethje,Alexander Volkov vs. Walt Harris,Alexander Volkov,Walt Harris,-5.37808219178082
UFC 254: Khabib vs. Gaethje,Phil Hawes vs. Jacob Malkoun,Phil Hawes,Jacob Malkoun,6.63287671232877
UFC 254: Khabib vs. Gaethje,Lauren Murphy vs. Liliya Shakirova,Lauren Murphy,Liliya Shakirova,8.249315068493146
UFC 254: Khabib vs. Gaethje,Magomed Ankalaev vs. Ion Cutelaba,Magomed Ankalaev,Ion Cutelaba,1.5342465753424648
UFC 254: Khabib vs. Gaethje,Tai Tuivasa vs. Stefan Struve,Tai Tuivasa,Stefan Struve,-5.07671232876713
UFC 254: Khabib vs. Gaethje,Casey Kenney vs. Nathaniel Wood,Casey Kenney,Nathaniel Wood,2.1369863013698662
UFC 254: Khabib vs. Gaethje,Shavkat Rakhmonov vs. Alex Oliveira,Shavkat Rakhmonov,Alex Oliveira,-6.673972602739724
UFC 254: Khabib vs. Gaethje,Da Woon Jung vs. Sam Alvey,Da Woon Jung,Sam Alvey,-7.594520547945205
UFC 254: Khabib vs. Gaethje,Miranda Maverick vs. Liana Jojua,Miranda Maverick,Liana Jojua,-2.279452054794522
UFC 254: Khabib vs. Gaethje,Joel Alvarez vs. Alexander Yakovlev,Joel Alvarez,Alexander Yakovlev,-8.62739726027398
UFC Fight Night: Ortega vs. The Korean Zombie,Brian Ortega vs. Chan Sung Jung,Brian Ortega,Chan Sung Jung,-3.9369863013698634
UFC Fight Night: Ortega vs. The Korean Zombie,Jessica Andrade vs. Katlyn Cerminara,Jessica Andrade,Katlyn Cerminara,-2.7424657534246606
UFC Fight Night: Ortega vs. The Korean Zombie,Jimmy Crute vs. Modestas Bukauskas,Jimmy Crute,Modestas Bukauskas,-2.0630136986301366
UFC Fight Night: Ortega vs. The Korean Zombie,James Krause vs. Claudio Silva,James Krause,Claudio Silva,-3.7452054794520535
UFC Fight Night: Ortega vs. The Korean Zombie,Jonathan Martinez vs. Thomas Almeida,Jonathan Martinez,Thomas Almeida,-2.7232876712328817
UFC Fight Night: Ortega vs. The Korean Zombie,Guram Kutateladze vs. Mateusz Gamrot,Guram Kutateladze,Mateusz Gamrot,-1.0767123287671225
UFC Fight Night: Ortega vs. The Korean Zombie,Gillian Robertson vs. Poliana Botelho,Gillian Robertson,Poliana Botelho,-6.4219178082191775
UFC Fight Night: Ortega vs. The Korean Zombie,JunYong Park vs. John Phillips,JunYong Park,John Phillips,-5.723287671232875
UFC Fight Night: Ortega vs. The Korean Zombie,Fares Ziam vs. Jamie Mullarkey,Fares Ziam,Jamie Mullarkey,-2.594520547945198
UFC Fight Night: Ortega vs. The Korean Zombie,Maxim Grishin vs. Gadzhimurad Antigulov,Maxim Grishin,Gadzhimurad Antigulov,2.7753424657534254
UFC Fight Night: Ortega vs. The Korean Zombie,Said Nurmagomedov vs. Mark Striegl,Said Nurmagomedov,Mark Striegl,-3.7863013698630112
UFC Fight Night: Moraes vs. Sandhagen,Cory Sandhagen vs. Marlon Moraes,Cory Sandhagen,Marlon Moraes,-3.986301369863014
UFC Fight Night: Moraes vs. Sandhagen,Edson Barboza vs. Makwan Amirkhani,Edson Barboza,Makwan Amirkhani,2.799999999999997
UFC Fight Night: Moraes vs. Sandhagen,Marcin Tybura vs. Ben Rothwell,Marcin Tybura,Ben Rothwell,-4.0657534246575295
UFC Fight Night: Moraes vs. Sandhagen,Dricus Du Plessis vs. Markus Perez,Dricus Du Plessis,Markus Perez,-5.56712328767124
UFC Fight Night: Moraes vs. Sandhagen,Tom Aspinall vs. Alan Baudot,Tom Aspinall,Alan Baudot,-5.194520547945203
UFC Fight Night: Moraes vs. Sandhagen,Ilia Topuria vs. Youssef Zalal,Ilia Topuria,Youssef Zalal,-0.38082191780821617
UFC Fight Night: Moraes vs. Sandhagen,Tom Breese vs. KB Bhullar,Tom Breese,KB Bhullar,0.04383561643835776
UFC Fight Night: Moraes vs. Sandhagen,Chris Daukaus vs. Rodrigo Nascimento,Chris Daukaus,Rodrigo Nascimento,3.172602739726017
UFC Fight Night: Moraes vs. Sandhagen,Joaquin Buckley vs. Impa Kasanganay,Joaquin Buckley,Impa Kasanganay,-0.2739726027397289
UFC Fight Night: Moraes vs. Sandhagen,Tony Kelley vs. Ali AlQaisi,Tony Kelley,Ali AlQaisi,3.673972602739724
UFC Fight Night: Moraes vs. Sandhagen,Giga Chikadze vs. Omar Morales,Giga Chikadze,Omar Morales,-2.857534246575348
UFC Fight Night: Moraes vs. Sandhagen,Tracy Cortez vs. Stephanie Egger,Tracy Cortez,Stephanie Egger,-5.3315068493150655
UFC Fight Night: Moraes vs. Sandhagen,Tagir Ulanbekov vs. Bruno Silva,Tagir Ulanbekov,Bruno Silva,-1.3945205479452056
UFC Fight Night: Moraes vs. Sandhagen,Tagir Ulanbekov vs. Bruno Silva,Tagir Ulanbekov,Bruno Silva,-2.0684931506849367
UFC Fight Night: Holm vs. Aldana,Holly Holm vs. Irene Aldana,Holly Holm,Irene Aldana,6.443835616438349
UFC Fight Night: Holm vs. Aldana,Carlos Felipe vs. Yorgan De Castro,Carlos Felipe,Yorgan De Castro,-8.071232876712326
UFC Fight Night: Holm vs. Aldana,Germaine de Randamie vs. Julianna Pena,Germaine de Randamie,Julianna Pena,5.323287671232876
